"description","assist","player","result","periodTime","totalTime","xx","yy"
"2 punti segnato","","Derek Ogbeide","made",123,1323,765,224
"3 punti sbagliato","","Ryan Hawkins","missed",171,1371,60,140
"3 punti sbagliato","","Payton Terrell Willis","missed",262,1462,105,560
"3 punti segnato","","Carl Wheatle","made",297,1497,900,868
"3 punti sbagliato","","Payton Terrell Willis","missed",337,1537,525,868
"2 punti segnato","","Gerry Blakes","made",414,1614,645,252
"2 punti segnato","Gerry Blakes","Derek Ogbeide","made",450,1650,855,224
"3 punti segnato","Ryan Hawkins","Gianluca Della Rosa","made",485,1685,45,84
"2 punti segnato","Gerry Blakes","Derek Ogbeide","made",511,1711,825,168
"2 punti sbagliato","","Gerry Blakes","missed",549,1749,855,364
"2 punti sbagliato","","Payton Terrell Willis","missed",17,1817,780,532
"2 punti segnato","","Gerry Blakes","made",29,1829,345,224
"3 punti segnato","","Carl Wheatle","made",84,1884,375,784
"3 punti sbagliato","","Payton Terrell Willis","missed",169,1969,300,784
"2 punti segnato","","Derek Ogbeide","made",205,2005,1020,224
"2 punti sbagliato","","Payton Terrell Willis","missed",253,2053,915,280
"3 punti sbagliato","","Lorenzo Saccaggi","missed",267,2067,1095,812
"3 punti segnato","","Payton Terrell Willis","made",295,2095,660,924
"2 punti sbagliato","","Charlie Edward Moore","missed",336,2136,585,308
"2 punti segnato","Charlie Edward Moore","Derek Ogbeide","made",364,2164,765,140
"2 punti segnato","","Charlie Edward Moore","made",391,2191,420,392
"3 punti sbagliato","","Carl Wheatle","missed",435,2235,495,868
"2 punti segnato","","Charlie Edward Moore","made",461,2261,705,168
"2 punti sbagliato","","Charlie Edward Moore","missed",489,2289,660,196
"2 punti segnato","","Payton Terrell Willis","made",519,2319,915,672
"2 punti segnato","","Payton Terrell Willis","made",589,2389,645,672
"3 punti sbagliato","","Payton Terrell Willis","missed",41,41,1290,644
"2 punti segnato","","Derek Ogbeide","made",41,41,1290,644
"3 punti sbagliato","","Carl Wheatle","missed",81,81,1200,756
"3 punti sbagliato","","Ryan Hawkins","missed",148,148,45,112
"2 punti segnato","Ryan Hawkins","Derek Ogbeide","made",157,157,750,252
"2 punti segnato","","Charlie Edward Moore","made",188,188,795,140
"2 punti sbagliato","","Payton Terrell Willis","missed",248,248,420,448
"3 punti segnato","Payton Terrell Willis","Charlie Edward Moore","made",338,338,1110,784
"3 punti sbagliato","","Payton Terrell Willis","missed",380,380,1245,728
"3 punti sbagliato","","Carl Wheatle","missed",419,419,360,784
"2 punti segnato","Ryan Hawkins","Derek Ogbeide","made",428,428,405,196
"2 punti sbagliato","","Charlie Edward Moore","missed",457,457,855,168
"3 punti sbagliato","","Ryan Hawkins","missed",491,491,60,168
"3 punti sbagliato","","Charlie Edward Moore","missed",521,521,1065,812
"2 punti sbagliato","","Charlie Edward Moore","missed",595,595,795,392
"2 punti sbagliato","","Ryan Hawkins","missed",20,620,615,252
"2 punti sbagliato","","Ryan Hawkins","missed",20,620,615,252
"2 punti segnato","","Lorenzo Saccaggi","made",50,650,705,168
"2 punti segnato","","Payton Terrell Willis","made",95,695,750,196
"3 punti sbagliato","","Gerry Blakes","missed",143,743,1455,196
"3 punti segnato","Carl Wheatle","Payton Terrell Willis","made",190,790,45,84
"2 punti segnato","","Gianluca Della Rosa","made",240,840,630,308
"3 punti sbagliato","","Payton Terrell Willis","missed",287,887,180,672
"3 punti sbagliato","","Gianluca Della Rosa","missed",327,927,1260,672
"2 punti sbagliato","","Payton Terrell Willis","missed",361,961,465,420
"2 punti segnato","Derek Ogbeide","Charlie Edward Moore","made",391,991,705,252
"2 punti segnato","Carl Wheatle","Charlie Edward Moore","made",410,1010,705,196
"3 punti segnato","Payton Terrell Willis","Gianluca Della Rosa","made",480,1080,45,140
"2 punti segnato","Gianluca Della Rosa","Charlie Edward Moore","made",499,1099,630,224
"3 punti sbagliato","","Payton Terrell Willis","missed",535,1135,165,560
"3 punti sbagliato","","Ryan Hawkins","missed",597,1197,435,784
"3 punti sbagliato","","Ryan Hawkins","missed",37,1237,135,588
"2 punti segnato","Charlie Edward Moore","Derek Ogbeide","made",87,1287,765,140
"2 punti sbagliato","","Charlie Edward Moore","missed",121,1321,630,252
"2 punti sbagliato","","Charlie Edward Moore","missed",161,1361,855,336
"2 punti sbagliato","","Payton Terrell Willis","missed",200,1400,720,560
"3 punti segnato","Lorenzo Saccaggi","Ryan Hawkins","made",238,1438,1440,224
"3 punti segnato","Carl Wheatle","Ryan Hawkins","made",273,1473,30,84
"2 punti sbagliato","","Derek Ogbeide","missed",312,1512,765,140
"3 punti sbagliato","","Payton Terrell Willis","missed",465,1665,600,924
"2 punti sbagliato","","Derek Ogbeide","missed",499,1699,705,224
"3 punti segnato","Charlie Edward Moore","Gianluca Della Rosa","made",573,1773,90,476
"3 punti sbagliato","","Gerry Blakes","missed",598,1798,1020,1288
"2 punti segnato","","Charlie Edward Moore","made",16,1816,735,280
"3 punti sbagliato","","Gerry Blakes","missed",85,1885,945,896
"2 punti sbagliato","","Gerry Blakes","missed",131,1931,990,224
"3 punti segnato","Gianluca Della Rosa","Carl Wheatle","made",159,1959,60,336
"3 punti sbagliato","","Payton Terrell Willis","missed",219,2019,30,112
"3 punti sbagliato","","Charlie Edward Moore","missed",261,2061,1170,784
"2 punti sbagliato","","Derek Ogbeide","missed",298,2098,810,196
"3 punti sbagliato","","Carl Wheatle","missed",357,2157,330,756
"2 punti sbagliato","","Derek Ogbeide","missed",394,2194,855,336
"2 punti segnato","Charlie Edward Moore","Derek Ogbeide","made",476,2276,705,140
"2 punti sbagliato","","Derek Ogbeide","missed",513,2313,750,196
"2 punti segnato","","Carl Wheatle","made",513,2313,750,196
"2 punti sbagliato","","Payton Terrell Willis","missed",597,2397,585,280
"2 punti segnato","","Ryan Hawkins","made",597,2397,585,280
"2 punti sbagliato","","Payton Terrell Willis","missed",40,40,1005,364
"3 punti sbagliato","","Carl Wheatle","missed",107,107,1365,588
"2 punti sbagliato","","Payton Terrell Willis","missed",131,131,975,420
"3 punti segnato","Charlie Edward Moore","Payton Terrell Willis","made",151,151,1440,532
"2 punti sbagliato","","Charlie Edward Moore","missed",192,192,915,308
"3 punti sbagliato","","Payton Terrell Willis","missed",234,234,1095,868
"3 punti sbagliato","","Ryan Hawkins","missed",267,267,120,532
"2 punti segnato","","Ryan Hawkins","made",336,336,645,140
"2 punti segnato","","Charlie Edward Moore","made",366,366,1155,224
"2 punti sbagliato","","Ryan Hawkins","missed",397,397,915,252
"2 punti sbagliato","","Carl Wheatle","missed",430,430,900,420
"2 punti sbagliato","","Derek Ogbeide","missed",462,462,930,448
"3 punti sbagliato","","Gerry Blakes","missed",505,505,1140,784
"3 punti segnato","Gerry Blakes","Gianluca Della Rosa","made",565,565,570,924
"3 punti sbagliato","","Gianluca Della Rosa","missed",595,595,885,1260
"3 punti sbagliato","","Lorenzo Saccaggi","missed",21,621,150,588
"3 punti sbagliato","","Gerry Blakes","missed",63,663,525,952
"3 punti sbagliato","","Charlie Edward Moore","missed",166,766,75,252
"2 punti sbagliato","","Charlie Edward Moore","missed",190,790,735,336
"3 punti sbagliato","","Charlie Edward Moore","missed",206,806,60,140
"2 punti segnato","","Lorenzo Saccaggi","made",246,846,780,308
"3 punti sbagliato","","Gianluca Della Rosa","missed",323,923,1185,812
"2 punti sbagliato","","Carl Wheatle","missed",404,1004,600,252
"3 punti segnato","Ryan Hawkins","Charlie Edward Moore","made",411,1011,945,896
"3 punti sbagliato","","Charlie Edward Moore","missed",441,1041,1260,784
"3 punti segnato","Charlie Edward Moore","Ryan Hawkins","made",468,1068,315,784
"2 punti segnato","","Charlie Edward Moore","made",503,1103,765,252
"3 punti segnato","Charlie Edward Moore","Ryan Hawkins","made",506,1106,315,728
"2 punti sbagliato","","Charlie Edward Moore","missed",566,1166,765,308
"3 punti segnato","Payton Terrell Willis","Ryan Hawkins","made",45,1245,480,840
"2 punti sbagliato","","Charlie Edward Moore","missed",94,1294,600,476
"3 punti sbagliato","","Carl Wheatle","missed",116,1316,885,868
"3 punti sbagliato","","Ryan Hawkins","missed",143,1343,690,980
"2 punti sbagliato","","Derek Ogbeide","missed",171,1371,1140,252
"2 punti sbagliato","","Derek Ogbeide","missed",206,1406,345,112
"2 punti segnato","","Carl Wheatle","made",206,1406,345,112
"2 punti segnato","","Charlie Edward Moore","made",286,1486,870,280
"3 punti sbagliato","","Charlie Edward Moore","missed",302,1502,60,392
"3 punti sbagliato","","Ryan Hawkins","missed",326,1526,420,868
"3 punti sbagliato","","Gianluca Della Rosa","missed",355,1555,45,364
"2 punti sbagliato","","Carl Wheatle","missed",411,1611,600,252
"2 punti segnato","","Carl Wheatle","made",454,1654,810,224
"2 punti segnato","","Carl Wheatle","made",489,1689,705,336
"2 punti segnato","","Angelo Del Chiaro","made",523,1723,795,308
"3 punti sbagliato","","Gianluca Della Rosa","missed",596,1796,750,1148
"3 punti segnato","Gianluca Della Rosa","Payton Terrell Willis","made",36,1836,855,952
"2 punti sbagliato","","Payton Terrell Willis","missed",88,1888,810,588
"3 punti sbagliato","","Ryan Hawkins","missed",123,1923,180,588
"3 punti sbagliato","","Gianluca Della Rosa","missed",158,1958,450,840
"3 punti segnato","Gianluca Della Rosa","Payton Terrell Willis","made",179,1979,1080,980
"2 punti sbagliato","","Payton Terrell Willis","missed",206,2006,990,588
"2 punti segnato","Gianluca Della Rosa","Derek Ogbeide","made",227,2027,615,252
"3 punti segnato","Gianluca Della Rosa","Payton Terrell Willis","made",301,2101,1185,784
"2 punti segnato","","Lorenzo Saccaggi","made",331,2131,645,420
"3 punti segnato","Gianluca Della Rosa","Lorenzo Saccaggi","made",386,2186,1275,700
"2 punti segnato","Gianluca Della Rosa","Lorenzo Saccaggi","made",415,2215,990,280
"3 punti sbagliato","","Ryan Hawkins","missed",480,2280,525,1036
"2 punti segnato","","Ryan Hawkins","made",521,2321,810,196
"3 punti sbagliato","","Gianluca Della Rosa","missed",554,2354,375,756
"2 punti segnato","Payton Terrell Willis","Derek Ogbeide","made",568,2368,750,140
"3 punti segnato","Charlie Edward Moore","Ryan Hawkins","made",34,34,1455,280
"2 punti sbagliato","","Charlie Edward Moore","missed",84,84,900,420
"3 punti sbagliato","","Ryan Hawkins","missed",126,126,450,840
"3 punti sbagliato","","Payton Terrell Willis","missed",146,146,780,868
"2 punti segnato","","Payton Terrell Willis","made",157,157,555,532
"2 punti sbagliato","","Charlie Edward Moore","missed",187,187,1110,364
"2 punti segnato","","Derek Ogbeide","made",252,252,870,168
"3 punti sbagliato","","Payton Terrell Willis","missed",288,288,75,616
"2 punti sbagliato","","Charlie Edward Moore","missed",293,293,765,224
"2 punti sbagliato","","Derek Ogbeide","missed",310,310,450,336
"2 punti sbagliato","","Charlie Edward Moore","missed",383,383,780,672
"3 punti sbagliato","","Payton Terrell Willis","missed",482,482,240,784
"3 punti sbagliato","","Payton Terrell Willis","missed",540,540,1245,728
"3 punti segnato","Angelo Del Chiaro","Carl Wheatle","made",548,548,345,812
"2 punti sbagliato","","Gianluca Della Rosa","missed",597,597,825,448
"3 punti segnato","Carl Wheatle","Gianluca Della Rosa","made",20,620,1050,896
"2 punti segnato","","Gianluca Della Rosa","made",49,649,735,140
"3 punti sbagliato","","Jordon Varnado","missed",72,672,495,924
"3 punti sbagliato","","Payton Terrell Willis","missed",104,704,765,896
"3 punti segnato","","Carl Wheatle","made",137,737,390,896
"2 punti segnato","Carl Wheatle","Derek Ogbeide","made",176,776,690,308
"2 punti sbagliato","","Charlie Edward Moore","missed",240,840,750,588
"3 punti segnato","Charlie Edward Moore","Jordon Varnado","made",293,893,1455,224
"3 punti sbagliato","","Jordon Varnado","missed",323,923,1110,840
"3 punti sbagliato","","Ryan Hawkins","missed",357,957,225,700
"3 punti sbagliato","","Charlie Edward Moore","missed",380,980,1425,392
"3 punti sbagliato","","Charlie Edward Moore","missed",400,1000,750,1064
"2 punti sbagliato","","Charlie Edward Moore","missed",444,1044,1005,280
"2 punti sbagliato","","Charlie Edward Moore","missed",464,1064,855,140
"3 punti segnato","Payton Terrell Willis","Carl Wheatle","made",514,1114,1185,728
"2 punti segnato","Gianluca Della Rosa","Payton Terrell Willis","made",535,1135,825,140
"2 punti segnato","Ryan Hawkins","Derek Ogbeide","made",572,1172,615,364
"3 punti segnato","Charlie Edward Moore","Ryan Hawkins","made",52,1252,315,700
"2 punti segnato","","Payton Terrell Willis","made",92,1292,600,560
"2 punti sbagliato","","Charlie Edward Moore","missed",132,1332,765,196
"2 punti segnato","","Derek Ogbeide","made",132,1332,765,196
"3 punti segnato","Charlie Edward Moore","Ryan Hawkins","made",249,1449,1470,168
"2 punti segnato","Carl Wheatle","Payton Terrell Willis","made",294,1494,870,616
"2 punti segnato","","Charlie Edward Moore","made",344,1544,945,168
"3 punti sbagliato","","Charlie Edward Moore","missed",385,1585,855,896
"3 punti sbagliato","","Carl Wheatle","missed",420,1620,915,868
"2 punti segnato","Payton Terrell Willis","Derek Ogbeide","made",451,1651,885,336
"2 punti segnato","","Carl Wheatle","made",486,1686,855,448
"3 punti sbagliato","","Charlie Edward Moore","missed",514,1714,195,672
"2 punti sbagliato","","Carl Wheatle","missed",569,1769,1185,224
"2 punti segnato","Charlie Edward Moore","Ryan Hawkins","made",599,1799,900,196
"2 punti segnato","Lorenzo Saccaggi","Angelo Del Chiaro","made",29,1829,855,112
"2 punti segnato","Jordon Varnado","Angelo Del Chiaro","made",63,1863,795,168
"3 punti segnato","Payton Terrell Willis","Lorenzo Saccaggi","made",95,1895,210,756
"3 punti segnato","","Payton Terrell Willis","made",131,1931,1200,812
"2 punti sbagliato","","Angelo Del Chiaro","missed",150,1950,855,280
"3 punti sbagliato","","Payton Terrell Willis","missed",205,2005,1410,504
"2 punti segnato","","Jordon Varnado","made",253,2053,1005,140
"3 punti segnato","Payton Terrell Willis","Carl Wheatle","made",288,2088,1485,196
"3 punti sbagliato","","Gianluca Della Rosa","missed",352,2152,1050,896
"3 punti segnato","Charlie Edward Moore","Payton Terrell Willis","made",370,2170,1470,56
"3 punti sbagliato","","Payton Terrell Willis","missed",446,2246,855,896
"2 punti sbagliato","","Charlie Edward Moore","missed",457,2257,1050,364
"3 punti sbagliato","","Ryan Hawkins","missed",461,2261,1320,728
"2 punti sbagliato","","Payton Terrell Willis","missed",475,2275,1215,168
"2 punti segnato","Charlie Edward Moore","Carl Wheatle","made",516,2316,735,280
"3 punti segnato","","Charlie Edward Moore","made",565,2365,375,896
"3 punti segnato","Payton Terrell Willis","Ryan Hawkins","made",41,41,915,868
"2 punti segnato","","Derek Ogbeide","made",75,75,795,140
"2 punti sbagliato","","Derek Ogbeide","missed",105,105,795,140
"3 punti sbagliato","","Payton Terrell Willis","missed",156,156,420,840
"2 punti sbagliato","","Payton Terrell Willis","missed",183,183,960,588
"2 punti sbagliato","","Charlie Edward Moore","missed",219,219,765,196
"2 punti sbagliato","","Derek Ogbeide","missed",222,222,690,196
"3 punti sbagliato","","Payton Terrell Willis","missed",234,234,825,952
"2 punti segnato","","Charlie Edward Moore","made",253,253,825,196
"2 punti sbagliato","","Charlie Edward Moore","missed",291,291,555,532
"3 punti sbagliato","","Payton Terrell Willis","missed",321,321,765,896
"2 punti sbagliato","","Charlie Edward Moore","missed",367,367,630,252
"2 punti sbagliato","","Derek Ogbeide","missed",401,401,840,224
"2 punti segnato","","Derek Ogbeide","made",404,404,750,252
"2 punti segnato","","Charlie Edward Moore","made",451,451,825,280
"2 punti segnato","Jordon Varnado","Derek Ogbeide","made",550,550,720,140
"2 punti segnato","Angelo Del Chiaro","Jordon Varnado","made",37,637,795,168
"2 punti sbagliato","","Jordon Varnado","missed",76,676,585,476
"2 punti segnato","","Angelo Del Chiaro","made",79,679,750,168
"3 punti sbagliato","","Carl Wheatle","missed",159,759,1305,644
"2 punti segnato","","Jordon Varnado","made",197,797,720,196
"2 punti segnato","","Jordon Varnado","made",265,865,600,336
"3 punti segnato","Charlie Edward Moore","Ryan Hawkins","made",302,902,1470,84
"3 punti sbagliato","","Charlie Edward Moore","missed",332,932,525,868
"3 punti segnato","Ryan Hawkins","Jordon Varnado","made",358,958,765,868
"2 punti segnato","","Derek Ogbeide","made",391,991,750,140
"2 punti sbagliato","","Ryan Hawkins","missed",443,1043,1185,364
"3 punti segnato","","Charlie Edward Moore","made",467,1067,1155,756
"3 punti segnato","Payton Terrell Willis","Carl Wheatle","made",511,1111,975,868
"2 punti segnato","","Jordon Varnado","made",565,1165,825,196
"3 punti segnato","","Ryan Hawkins","made",595,1195,90,392
"2 punti sbagliato","","Payton Terrell Willis","missed",23,1223,315,280
"2 punti sbagliato","","Charlie Edward Moore","missed",38,1238,675,224
"2 punti sbagliato","","Ryan Hawkins","missed",43,1243,765,224
"2 punti segnato","","Derek Ogbeide","made",72,1272,840,280
"3 punti sbagliato","","Ryan Hawkins","missed",89,1289,390,840
"2 punti sbagliato","","Charlie Edward Moore","missed",89,1289,405,252
"2 punti segnato","","Derek Ogbeide","made",214,1414,675,392
"3 punti segnato","Charlie Edward Moore","Carl Wheatle","made",238,1438,915,868
"3 punti segnato","Charlie Edward Moore","Ryan Hawkins","made",274,1474,30,252
"2 punti segnato","Derek Ogbeide","Charlie Edward Moore","made",307,1507,780,196
"3 punti segnato","Carl Wheatle","Ryan Hawkins","made",389,1589,30,112
"2 punti sbagliato","","Charlie Edward Moore","missed",417,1617,735,532
"3 punti segnato","Payton Terrell Willis","Charlie Edward Moore","made",456,1656,255,700
"3 punti segnato","","Carl Wheatle","made",513,1713,765,896
"3 punti segnato","Carl Wheatle","Jordon Varnado","made",551,1751,1020,840
"3 punti sbagliato","","Payton Terrell Willis","missed",587,1787,135,616
"3 punti segnato","","Jordon Varnado","made",28,1828,90,448
"2 punti segnato","","Angelo Del Chiaro","made",59,1859,765,364
"2 punti sbagliato","","Jordon Varnado","missed",101,1901,585,392
"3 punti sbagliato","","Payton Terrell Willis","missed",124,1924,300,784
"2 punti segnato","","Jordon Varnado","made",159,1959,1140,448
"2 punti sbagliato","","Charlie Edward Moore","missed",195,1995,840,448
"2 punti sbagliato","","Jordon Varnado","missed",201,2001,660,308
"2 punti sbagliato","","Jordon Varnado","missed",244,2044,1005,252
"2 punti sbagliato","","Charlie Edward Moore","missed",332,2132,840,224
"3 punti sbagliato","","Carl Wheatle","missed",375,2175,405,840
"2 punti segnato","","Ryan Hawkins","made",375,2175,1200,252
"2 punti segnato","","Carl Wheatle","made",446,2246,780,308
"2 punti sbagliato","","Charlie Edward Moore","missed",494,2294,825,308
"2 punti segnato","","Payton Terrell Willis","made",517,2317,765,168
"3 punti sbagliato","","Payton Terrell Willis","missed",553,2353,195,672
"3 punti segnato","Charlie Edward Moore","Payton Terrell Willis","made",573,2373,135,588
"2 punti sbagliato","","Charlie Edward Moore","missed",592,2392,885,224
"2 punti sbagliato","","Payton Terrell Willis","missed",26,26,1275,392
"3 punti sbagliato","","Jordon Varnado","missed",93,93,1155,812
"2 punti sbagliato","","Derek Ogbeide","missed",93,93,1155,812
"3 punti segnato","Charlie Edward Moore","Jordon Varnado","made",125,125,75,140
"2 punti sbagliato","","Charlie Edward Moore","missed",160,160,840,196
"3 punti sbagliato","","Ryan Hawkins","missed",190,190,345,812
"3 punti segnato","","Payton Terrell Willis","made",228,228,1005,840
"3 punti segnato","Payton Terrell Willis","Jordon Varnado","made",316,316,1365,560
"3 punti segnato","","Charlie Edward Moore","made",371,371,735,1092
"2 punti segnato","","Payton Terrell Willis","made",413,413,465,616
"3 punti segnato","","Payton Terrell Willis","made",483,483,705,868
"2 punti segnato","Angelo Del Chiaro","Jordon Varnado","made",525,525,765,140
"3 punti segnato","Ryan Hawkins","Payton Terrell Willis","made",570,570,75,364
"2 punti sbagliato","","Angelo Del Chiaro","missed",46,646,825,476
"2 punti sbagliato","","Lorenzo Saccaggi","missed",137,737,1170,448
"3 punti sbagliato","","Carl Wheatle","missed",151,751,345,728
"3 punti sbagliato","","Gianluca Della Rosa","missed",155,755,750,896
"2 punti sbagliato","","Charlie Edward Moore","missed",203,803,615,224
"3 punti segnato","Charlie Edward Moore","Ryan Hawkins","made",259,859,390,868
"2 punti sbagliato","","Derek Ogbeide","missed",324,924,780,196
"2 punti segnato","Charlie Edward Moore","Derek Ogbeide","made",378,978,765,140
"3 punti sbagliato","","Carl Wheatle","missed",422,1022,240,700
"3 punti sbagliato","","Charlie Edward Moore","missed",440,1040,1440,364
"3 punti sbagliato","","Payton Terrell Willis","missed",445,1045,465,868
"3 punti sbagliato","","Payton Terrell Willis","missed",451,1051,45,168
"2 punti sbagliato","","Ryan Hawkins","missed",496,1096,600,196
"2 punti sbagliato","","Ryan Hawkins","missed",509,1109,855,336
"3 punti segnato","Charlie Edward Moore","Jordon Varnado","made",512,1112,1185,784
"3 punti sbagliato","","Jordon Varnado","missed",540,1140,585,868
"2 punti segnato","Charlie Edward Moore","Payton Terrell Willis","made",34,1234,915,532
"3 punti sbagliato","","Payton Terrell Willis","missed",80,1280,120,532
"2 punti sbagliato","","Ryan Hawkins","missed",86,1286,660,224
"2 punti segnato","","Ryan Hawkins","made",86,1286,660,224
"3 punti sbagliato","","Ryan Hawkins","missed",126,1326,1380,476
"2 punti sbagliato","","Payton Terrell Willis","missed",160,1360,570,420
"3 punti segnato","","Jordon Varnado","made",181,1381,195,672
"2 punti segnato","","Charlie Edward Moore","made",213,1413,1140,140
"3 punti segnato","Payton Terrell Willis","Charlie Edward Moore","made",247,1447,255,728
"2 punti segnato","Charlie Edward Moore","Jordon Varnado","made",293,1493,780,196
"3 punti segnato","Carl Wheatle","Payton Terrell Willis","made",341,1541,315,756
"3 punti sbagliato","","Charlie Edward Moore","missed",369,1569,1200,784
"2 punti segnato","Jordon Varnado","Charlie Edward Moore","made",392,1592,795,252
"3 punti sbagliato","","Jordon Varnado","missed",450,1650,195,672
"2 punti segnato","","Jordon Varnado","made",456,1656,675,168
"2 punti segnato","Charlie Edward Moore","Jordon Varnado","made",480,1680,735,112
"2 punti sbagliato","","Derek Ogbeide","missed",523,1723,1200,196
"3 punti sbagliato","","Payton Terrell Willis","missed",555,1755,675,924
"3 punti sbagliato","","Ryan Hawkins","missed",560,1760,195,728
"2 punti sbagliato","","Gianluca Della Rosa","missed",571,1771,585,224
"3 punti sbagliato","","Ryan Hawkins","missed",599,1799,705,1316
"3 punti sbagliato","","Ryan Hawkins","missed",46,1846,645,868
"3 punti sbagliato","","Carl Wheatle","missed",97,1897,1065,840
"2 punti segnato","","Charlie Edward Moore","made",205,2005,315,196
"2 punti sbagliato","","Charlie Edward Moore","missed",296,2096,690,392
"2 punti sbagliato","","Payton Terrell Willis","missed",330,2130,375,560
"2 punti segnato","","Charlie Edward Moore","made",351,2151,780,196
"2 punti sbagliato","","Payton Terrell Willis","missed",399,2199,495,364
"2 punti sbagliato","","Charlie Edward Moore","missed",443,2243,525,392
"3 punti sbagliato","","Jordon Varnado","missed",450,2250,165,700
"3 punti segnato","Payton Terrell Willis","Charlie Edward Moore","made",503,2303,225,700
"2 punti segnato","","Carl Wheatle","made",570,2370,690,168
"2 punti segnato","","Charlie Edward Moore","made",600,2400,735,196
"2 punti segnato","Derek Ogbeide","Jordon Varnado","made",36,36,480,308
"2 punti sbagliato","","Jordon Varnado","missed",74,74,375,168
"2 punti segnato","","Payton Terrell Willis","made",149,149,945,560
"3 punti sbagliato","","Ryan Hawkins","missed",180,180,1455,112
"2 punti segnato","","Charlie Edward Moore","made",207,207,960,224
"3 punti sbagliato","","Ryan Hawkins","missed",234,234,240,672
"2 punti segnato","Charlie Edward Moore","Derek Ogbeide","made",273,273,885,196
"2 punti sbagliato","","Jordon Varnado","missed",313,313,1065,252
"3 punti sbagliato","","Payton Terrell Willis","missed",366,366,330,700
"3 punti sbagliato","","Jordon Varnado","missed",405,405,1200,728
"2 punti sbagliato","","Jordon Varnado","missed",431,431,945,140
"3 punti sbagliato","","Carl Wheatle","missed",457,457,1410,420
"3 punti sbagliato","","Jordon Varnado","missed",499,499,1245,700
"3 punti sbagliato","","Charlie Edward Moore","missed",527,527,1170,840
"3 punti segnato","Gianluca Della Rosa","Ryan Hawkins","made",589,589,1110,784
"3 punti sbagliato","","Ryan Hawkins","missed",10,610,1260,700
"2 punti sbagliato","","Carl Wheatle","missed",84,684,630,280
"3 punti sbagliato","","Carl Wheatle","missed",130,730,1230,672
"3 punti sbagliato","","Ryan Hawkins","missed",163,763,960,840
"3 punti sbagliato","","Charlie Edward Moore","missed",177,777,255,672
"3 punti sbagliato","","Carl Wheatle","missed",206,806,1320,644
"3 punti segnato","Ryan Hawkins","Charlie Edward Moore","made",212,812,750,896
"2 punti segnato","","Charlie Edward Moore","made",239,839,900,112
"2 punti segnato","","Charlie Edward Moore","made",257,857,840,168
"2 punti sbagliato","","Jordon Varnado","missed",296,896,900,196
"3 punti sbagliato","","Payton Terrell Willis","missed",328,928,165,560
"3 punti sbagliato","","Gianluca Della Rosa","missed",392,992,1170,756
"2 punti sbagliato","","Jordon Varnado","missed",416,1016,960,252
"3 punti sbagliato","","Jordon Varnado","missed",437,1037,1470,252
"2 punti sbagliato","","Derek Ogbeide","missed",441,1041,975,196
"3 punti sbagliato","","Jordon Varnado","missed",453,1053,1410,420
"2 punti segnato","","Carl Wheatle","made",492,1092,840,112
"2 punti sbagliato","","Carl Wheatle","missed",500,1100,900,252
"3 punti sbagliato","","Payton Terrell Willis","missed",542,1142,1155,756
"3 punti sbagliato","","Gianluca Della Rosa","missed",546,1146,270,700
"3 punti sbagliato","","Payton Terrell Willis","missed",22,1222,210,672
"3 punti sbagliato","","Payton Terrell Willis","missed",53,1253,90,448
"3 punti segnato","Derek Ogbeide","Ryan Hawkins","made",64,1264,1440,196
"2 punti segnato","Derek Ogbeide","Payton Terrell Willis","made",100,1300,615,196
"2 punti sbagliato","","Derek Ogbeide","missed",125,1325,720,280
"2 punti sbagliato","","Derek Ogbeide","missed",129,1329,630,252
"2 punti sbagliato","","Payton Terrell Willis","missed",171,1371,720,560
"3 punti sbagliato","","Charlie Edward Moore","missed",171,1371,360,868
"3 punti segnato","Payton Terrell Willis","Ryan Hawkins","made",171,1371,1125,812
"2 punti segnato","","Derek Ogbeide","made",286,1486,645,140
"2 punti segnato","","Jordon Varnado","made",398,1598,750,168
"3 punti segnato","Payton Terrell Willis","Ryan Hawkins","made",439,1639,150,588
"3 punti sbagliato","","Ryan Hawkins","missed",470,1670,1005,896
"3 punti sbagliato","","Jordon Varnado","missed",499,1699,75,420
"2 punti segnato","","Lorenzo Saccaggi","made",525,1725,795,224
"2 punti sbagliato","","Carl Wheatle","missed",558,1758,645,196
"3 punti segnato","Carl Wheatle","Lorenzo Saccaggi","made",563,1763,120,532
"2 punti sbagliato","","Jordon Varnado","missed",590,1790,870,252
"2 punti sbagliato","","Angelo Del Chiaro","missed",32,1832,540,168
"2 punti sbagliato","","Angelo Del Chiaro","missed",52,1852,600,252
"2 punti segnato","Payton Terrell Willis","Angelo Del Chiaro","made",63,1863,810,140
"3 punti segnato","Carl Wheatle","Ryan Hawkins","made",167,1967,45,280
"2 punti segnato","Lorenzo Saccaggi","Carl Wheatle","made",185,1985,690,168
"2 punti segnato","","Carl Wheatle","made",215,2015,645,196
"3 punti sbagliato","","Ryan Hawkins","missed",247,2047,1155,784
"2 punti segnato","","Carl Wheatle","made",257,2057,345,196
"3 punti segnato","","Payton Terrell Willis","made",290,2090,255,784
"2 punti sbagliato","","Payton Terrell Willis","missed",328,2128,225,504
"2 punti segnato","Carl Wheatle","Angelo Del Chiaro","made",356,2156,705,224
"3 punti sbagliato","","Payton Terrell Willis","missed",395,2195,45,168
"3 punti sbagliato","","Carl Wheatle","missed",399,2199,240,700
