"description","assist","player","result","periodTime","totalTime","xx","yy"
"2 punti segnato","","Carl Wheatle","made",191,791,885,224
"2 punti segnato","Charlie Edward Moore","Jordon Varnado","made",216,816,735,308
"3 punti sbagliato","","Carl Wheatle","missed",316,916,555,1064
"2 punti segnato","","Carl Wheatle","made",369,969,900,252
"2 punti segnato","","Charlie Edward Moore","made",428,1028,795,224
"2 punti sbagliato","","Charlie Edward Moore","missed",472,1072,405,420
"2 punti sbagliato","","Lorenzo Saccaggi","missed",500,1100,1035,224
"3 punti sbagliato","","Ryan Hawkins","missed",541,1141,795,1232
"2 punti segnato","","Carl Wheatle","made",548,1148,750,280
"3 punti sbagliato","","Charlie Edward Moore","missed",569,1169,255,924
"2 punti segnato","","Carl Wheatle","made",570,1170,615,196
"2 punti segnato","","Ryan Hawkins","made",594,1194,705,196
"2 punti sbagliato","","Payton Terrell Willis","missed",11,1211,930,420
"2 punti segnato","","Payton Terrell Willis","made",17,1217,630,140
"2 punti segnato","","Payton Terrell Willis","made",52,1252,975,672
"2 punti segnato","Payton Terrell Willis","Derek Ogbeide","made",110,1310,870,224
"3 punti segnato","Charlie Edward Moore","Carl Wheatle","made",154,1354,1260,728
"3 punti segnato","","Payton Terrell Willis","made",218,1418,60,392
"3 punti segnato","Charlie Edward Moore","Ryan Hawkins","made",301,1501,1320,728
"2 punti segnato","","Derek Ogbeide","made",347,1547,990,84
"3 punti sbagliato","","Payton Terrell Willis","missed",374,1574,780,1008
"2 punti sbagliato","","Payton Terrell Willis","missed",476,1676,1170,504
"2 punti segnato","","Jordon Varnado","made",507,1707,975,224
"3 punti sbagliato","","Jordon Varnado","missed",538,1738,1425,560
"3 punti sbagliato","","Charlie Edward Moore","missed",590,1790,1275,756
"2 punti sbagliato","","Ryan Hawkins","missed",590,1790,1275,756
"2 punti sbagliato","","Ryan Hawkins","missed",590,1790,1275,756
"3 punti sbagliato","","Gianluca Della Rosa","missed",58,1858,1380,728
"3 punti sbagliato","","Gianluca Della Rosa","missed",145,1945,1275,784
"2 punti segnato","Charlie Edward Moore","Derek Ogbeide","made",170,1970,765,140
"2 punti sbagliato","","Charlie Edward Moore","missed",194,1994,630,224
"3 punti segnato","","Charlie Edward Moore","made",256,2056,915,924
"3 punti sbagliato","","Payton Terrell Willis","missed",297,2097,645,1008
"2 punti segnato","","Payton Terrell Willis","made",329,2129,300,196
"2 punti segnato","Charlie Edward Moore","Derek Ogbeide","made",348,2148,945,308
"2 punti sbagliato","","Charlie Edward Moore","missed",382,2182,675,196
"2 punti segnato","","Payton Terrell Willis","made",413,2213,1110,616
"3 punti sbagliato","","Charlie Edward Moore","missed",453,2253,1185,812
"2 punti segnato","Charlie Edward Moore","Derek Ogbeide","made",476,2276,1005,168
"3 punti sbagliato","","Carl Wheatle","missed",576,2376,1125,1064
"2 punti segnato","","Payton Terrell Willis","made",40,40,915,420
"2 punti sbagliato","","Derek Ogbeide","missed",70,70,765,196
"2 punti segnato","","Payton Terrell Willis","made",94,94,675,476
"2 punti sbagliato","","Charlie Edward Moore","missed",125,125,765,560
"2 punti segnato","Jordon Varnado","Charlie Edward Moore","made",138,138,720,196
"3 punti segnato","","Payton Terrell Willis","made",188,188,1035,812
"2 punti segnato","Charlie Edward Moore","Derek Ogbeide","made",227,227,735,168
"3 punti sbagliato","","Payton Terrell Willis","missed",305,305,225,700
"3 punti segnato","Payton Terrell Willis","Jordon Varnado","made",373,373,195,588
"2 punti segnato","","Charlie Edward Moore","made",410,410,765,644
"2 punti segnato","","Payton Terrell Willis","made",449,449,585,504
"3 punti segnato","","Carl Wheatle","made",541,541,435,812
"3 punti sbagliato","","Payton Terrell Willis","missed",570,570,345,756
"3 punti segnato","","Gianluca Della Rosa","made",39,639,975,840
"2 punti sbagliato","","Jordon Varnado","missed",91,691,375,140
"2 punti sbagliato","","Gianluca Della Rosa","missed",133,733,675,196
"2 punti sbagliato","","Jordon Varnado","missed",133,733,675,196
"2 punti segnato","","Carl Wheatle","made",163,763,765,140
"3 punti sbagliato","","Carl Wheatle","missed",210,810,1335,644
"2 punti segnato","","Jordon Varnado","made",210,810,1335,644
"2 punti segnato","","Jordon Varnado","made",238,838,1005,196
"3 punti sbagliato","","Gianluca Della Rosa","missed",269,869,1320,700
"2 punti segnato","Ryan Hawkins","Derek Ogbeide","made",302,902,735,616
"2 punti sbagliato","","Charlie Edward Moore","missed",341,941,930,336
"2 punti segnato","","Payton Terrell Willis","made",463,1063,810,560
"2 punti sbagliato","","Charlie Edward Moore","missed",521,1121,930,420
"3 punti sbagliato","","Jordon Varnado","missed",551,1151,60,84
"2 punti segnato","","Charlie Edward Moore","made",598,1198,765,196
"2 punti sbagliato","","Derek Ogbeide","missed",24,1224,615,448
"3 punti sbagliato","","Payton Terrell Willis","missed",41,1241,75,476
"3 punti segnato","Jordon Varnado","Charlie Edward Moore","made",47,1247,1395,420
"2 punti segnato","","Charlie Edward Moore","made",135,1335,795,336
"3 punti segnato","Derek Ogbeide","Lorenzo Saccaggi","made",167,1367,450,840
"2 punti segnato","Payton Terrell Willis","Derek Ogbeide","made",203,1403,735,140
"2 punti segnato","Jordon Varnado","Carl Wheatle","made",331,1531,735,140
"3 punti sbagliato","","Jordon Varnado","missed",428,1628,585,896
"2 punti segnato","","Payton Terrell Willis","made",469,1669,240,84
"2 punti segnato","Lorenzo Saccaggi","Jordon Varnado","made",496,1696,750,196
"2 punti segnato","Carl Wheatle","Ryan Hawkins","made",532,1732,675,168
"2 punti sbagliato","","Payton Terrell Willis","missed",598,1798,885,308
"3 punti sbagliato","","Ryan Hawkins","missed",54,1854,45,420
"2 punti sbagliato","","Charlie Edward Moore","missed",87,1887,480,140
"3 punti sbagliato","","Gianluca Della Rosa","missed",163,1963,1200,756
"2 punti sbagliato","","Payton Terrell Willis","missed",249,2049,675,784
"2 punti segnato","","Lorenzo Saccaggi","made",283,2083,825,280
"3 punti sbagliato","","Ryan Hawkins","missed",323,2123,1440,196
"2 punti segnato","Lorenzo Saccaggi","Derek Ogbeide","made",374,2174,735,140
"2 punti segnato","Charlie Edward Moore","Derek Ogbeide","made",399,2199,735,168
"2 punti sbagliato","","Charlie Edward Moore","missed",487,2287,660,252
"3 punti sbagliato","","Carl Wheatle","missed",548,2348,45,140
"2 punti segnato","Payton Terrell Willis","Jordon Varnado","made",553,2353,675,224
"2 punti segnato","","Charlie Edward Moore","made",566,2366,750,196
"2 punti segnato","","Charlie Edward Moore","made",579,2379,690,196
"2 punti segnato","Ryan Hawkins","Derek Ogbeide","made",40,40,780,112
"3 punti sbagliato","","Ryan Hawkins","missed",70,70,570,868
"2 punti sbagliato","","Charlie Edward Moore","missed",101,101,495,560
"3 punti segnato","Charlie Edward Moore","Carl Wheatle","made",226,226,1485,280
"3 punti segnato","Payton Terrell Willis","Charlie Edward Moore","made",258,258,1350,616
"2 punti segnato","","Charlie Edward Moore","made",286,286,765,168
"2 punti segnato","","Charlie Edward Moore","made",306,306,765,140
"2 punti segnato","Charlie Edward Moore","Derek Ogbeide","made",341,341,765,196
"2 punti segnato","Carl Wheatle","Ryan Hawkins","made",374,374,645,112
"3 punti sbagliato","","Payton Terrell Willis","missed",411,411,570,868
"3 punti sbagliato","","Payton Terrell Willis","missed",441,441,1455,140
"2 punti segnato","Lorenzo Saccaggi","Charlie Edward Moore","made",543,543,735,140
"2 punti segnato","","Jordon Varnado","made",568,568,1125,336
"2 punti sbagliato","","Jordon Varnado","missed",19,619,675,196
"2 punti segnato","","Angelo Del Chiaro","made",24,624,735,196
"3 punti segnato","Gianluca Della Rosa","Jordon Varnado","made",53,653,1320,644
"2 punti sbagliato","","Angelo Del Chiaro","missed",85,685,795,252
"2 punti sbagliato","","Jordon Varnado","missed",114,714,885,196
"2 punti segnato","","Jordon Varnado","made",144,744,750,224
"2 punti sbagliato","","Angelo Del Chiaro","missed",186,786,570,196
"2 punti segnato","","Payton Terrell Willis","made",212,812,840,196
"3 punti segnato","Payton Terrell Willis","Gianluca Della Rosa","made",246,846,1485,224
"3 punti segnato","","Gianluca Della Rosa","made",312,912,975,868
"3 punti segnato","Gianluca Della Rosa","Ryan Hawkins","made",348,948,30,140
"3 punti segnato","Charlie Edward Moore","Payton Terrell Willis","made",371,971,45,280
"2 punti segnato","","Payton Terrell Willis","made",401,1001,690,196
"3 punti sbagliato","","Ryan Hawkins","missed",436,1036,75,364
"2 punti segnato","Charlie Edward Moore","Derek Ogbeide","made",476,1076,795,196
"2 punti segnato","","Payton Terrell Willis","made",513,1113,1170,168
"2 punti sbagliato","","Carl Wheatle","missed",575,1175,645,280
"2 punti segnato","Charlie Edward Moore","Ryan Hawkins","made",597,1197,720,224
"2 punti segnato","Charlie Edward Moore","Derek Ogbeide","made",65,1265,765,168
"2 punti sbagliato","","Derek Ogbeide","missed",111,1311,585,336
"2 punti segnato","","Payton Terrell Willis","made",137,1337,765,140
"2 punti sbagliato","","Charlie Edward Moore","missed",170,1370,690,252
"3 punti sbagliato","","Charlie Edward Moore","missed",174,1374,1455,112
"3 punti segnato","Charlie Edward Moore","Payton Terrell Willis","made",206,1406,435,896
"2 punti sbagliato","","Ryan Hawkins","missed",240,1440,735,140
"3 punti segnato","","Payton Terrell Willis","made",272,1472,300,812
"2 punti sbagliato","","Charlie Edward Moore","missed",323,1523,765,168
"2 punti sbagliato","","Payton Terrell Willis","missed",352,1552,735,224
"2 punti segnato","Charlie Edward Moore","Derek Ogbeide","made",383,1583,765,168
"3 punti sbagliato","","Charlie Edward Moore","missed",410,1610,660,952
"2 punti sbagliato","","Charlie Edward Moore","missed",449,1649,795,168
"2 punti sbagliato","","Derek Ogbeide","missed",453,1653,765,196
"2 punti sbagliato","","Jordon Varnado","missed",473,1673,705,168
"3 punti segnato","Gianluca Della Rosa","Jordon Varnado","made",516,1716,555,924
"2 punti sbagliato","","Jordon Varnado","missed",560,1760,405,308
"2 punti segnato","Jordon Varnado","Angelo Del Chiaro","made",573,1773,735,140
"3 punti segnato","","Gianluca Della Rosa","made",53,1853,105,532
"3 punti segnato","Gianluca Della Rosa","Lorenzo Saccaggi","made",119,1919,225,672
"2 punti segnato","Lorenzo Saccaggi","Angelo Del Chiaro","made",153,1953,615,252
"3 punti sbagliato","","Lorenzo Saccaggi","missed",204,2004,1095,840
"2 punti segnato","Jordon Varnado","Angelo Del Chiaro","made",214,2014,795,504
"2 punti sbagliato","","Charlie Edward Moore","missed",309,2109,705,168
"2 punti segnato","Jordon Varnado","Charlie Edward Moore","made",367,2167,705,168
"2 punti segnato","Jordon Varnado","Derek Ogbeide","made",410,2210,795,252
"2 punti segnato","","Charlie Edward Moore","made",442,2242,690,140
"2 punti segnato","","Carl Wheatle","made",461,2261,705,224
"2 punti sbagliato","","Jordon Varnado","missed",491,2291,345,560
"2 punti segnato","","Charlie Edward Moore","made",524,2324,720,140
"3 punti segnato","","Charlie Edward Moore","made",555,2355,720,924
"2 punti segnato","Charlie Edward Moore","Tormi Joonatan Metsla","made",590,2390,735,168
"2 punti sbagliato","","Charlie Edward Moore","missed",32,32,885,196
"2 punti sbagliato","","Charlie Edward Moore","missed",50,50,765,336
"3 punti sbagliato","","Payton Terrell Willis","missed",73,73,195,616
"2 punti segnato","","Jordon Varnado","made",100,100,795,420
"2 punti sbagliato","","Payton Terrell Willis","missed",119,119,615,308
"2 punti sbagliato","","Payton Terrell Willis","missed",143,143,765,616
"2 punti segnato","Jordon Varnado","Derek Ogbeide","made",176,176,705,196
"3 punti sbagliato","","Charlie Edward Moore","missed",200,200,1035,840
"2 punti sbagliato","","Charlie Edward Moore","missed",262,262,750,448
"2 punti sbagliato","","Payton Terrell Willis","missed",286,286,810,252
"3 punti segnato","Charlie Edward Moore","Payton Terrell Willis","made",304,304,60,84
"3 punti sbagliato","","Payton Terrell Willis","missed",331,331,450,840
"2 punti segnato","","Charlie Edward Moore","made",363,363,720,224
"2 punti segnato","","Jordon Varnado","made",390,390,645,280
"3 punti sbagliato","","Carl Wheatle","missed",435,435,1155,868
"2 punti sbagliato","","Angelo Del Chiaro","missed",455,455,825,224
"2 punti sbagliato","","Carl Wheatle","missed",455,455,825,224
"2 punti sbagliato","","Angelo Del Chiaro","missed",487,487,840,252
"2 punti segnato","Lorenzo Saccaggi","Jordon Varnado","made",503,503,735,140
"3 punti segnato","Gianluca Della Rosa","Ryan Hawkins","made",560,560,60,168
"3 punti sbagliato","","Ryan Hawkins","missed",590,590,1065,868
"2 punti sbagliato","","Lorenzo Saccaggi","missed",14,614,825,280
"2 punti segnato","","Angelo Del Chiaro","made",14,614,825,280
"3 punti segnato","Gianluca Della Rosa","Ryan Hawkins","made",53,653,60,56
"3 punti sbagliato","","Lorenzo Saccaggi","missed",77,677,975,840
"2 punti sbagliato","","Jordon Varnado","missed",113,713,750,392
"3 punti sbagliato","","Jordon Varnado","missed",118,718,750,924
"2 punti segnato","Lorenzo Saccaggi","Jordon Varnado","made",133,733,810,140
"3 punti sbagliato","","Jordon Varnado","missed",169,769,390,784
"2 punti sbagliato","","Angelo Del Chiaro","missed",192,792,435,560
"3 punti sbagliato","","Payton Terrell Willis","missed",217,817,765,868
"2 punti segnato","Lorenzo Saccaggi","Charlie Edward Moore","made",237,837,930,252
"3 punti segnato","","Charlie Edward Moore","made",258,858,1140,812
"3 punti segnato","","Charlie Edward Moore","made",271,871,315,756
"2 punti sbagliato","","Lorenzo Saccaggi","missed",310,910,600,308
"2 punti sbagliato","","Angelo Del Chiaro","missed",318,918,735,364
"2 punti sbagliato","","Ryan Hawkins","missed",339,939,810,252
"2 punti sbagliato","","Charlie Edward Moore","missed",360,960,810,196
"2 punti segnato","","Ryan Hawkins","made",389,989,735,280
"3 punti sbagliato","","Payton Terrell Willis","missed",412,1012,465,840
"2 punti sbagliato","","Carl Wheatle","missed",430,1030,645,420
"2 punti segnato","","Payton Terrell Willis","made",460,1060,945,280
"3 punti sbagliato","","Charlie Edward Moore","missed",502,1102,915,896
"2 punti segnato","","Carl Wheatle","made",502,1102,675,196
"2 punti sbagliato","","Payton Terrell Willis","missed",554,1154,630,364
"2 punti sbagliato","","Derek Ogbeide","missed",578,1178,855,196
"2 punti segnato","","Carl Wheatle","made",578,1178,855,196
"3 punti sbagliato","","Charlie Edward Moore","missed",596,1196,705,1288
"2 punti segnato","","Payton Terrell Willis","made",38,1238,675,252
"2 punti sbagliato","","Jordon Varnado","missed",64,1264,870,252
"3 punti sbagliato","","Payton Terrell Willis","missed",92,1292,255,728
"2 punti sbagliato","","Carl Wheatle","missed",130,1330,1020,644
"2 punti segnato","Charlie Edward Moore","Jordon Varnado","made",160,1360,825,308
"2 punti sbagliato","","Jordon Varnado","missed",197,1397,540,252
"2 punti sbagliato","","Payton Terrell Willis","missed",228,1428,615,280
"2 punti segnato","Charlie Edward Moore","Derek Ogbeide","made",262,1462,660,224
"3 punti sbagliato","","Payton Terrell Willis","missed",287,1487,1455,196
"3 punti sbagliato","","Charlie Edward Moore","missed",320,1520,135,560
"2 punti segnato","","Carl Wheatle","made",350,1550,450,196
"2 punti sbagliato","","Angelo Del Chiaro","missed",421,1621,750,672
"2 punti segnato","Gianluca Della Rosa","Jordon Varnado","made",481,1681,750,140
"2 punti sbagliato","","Lorenzo Saccaggi","missed",527,1727,795,420
"2 punti segnato","","Jordon Varnado","made",529,1729,795,196
"2 punti segnato","Lorenzo Saccaggi","Jordon Varnado","made",566,1766,795,336
"2 punti sbagliato","","Gianluca Della Rosa","missed",7,1807,435,140
"3 punti sbagliato","","Gianluca Della Rosa","missed",38,1838,1365,588
"3 punti segnato","Gianluca Della Rosa","Ryan Hawkins","made",52,1852,795,896
"2 punti segnato","Ryan Hawkins","Angelo Del Chiaro","made",80,1880,465,196
"2 punti sbagliato","","Jordon Varnado","missed",141,1941,570,252
"2 punti segnato","","Angelo Del Chiaro","made",204,2004,945,196
"3 punti segnato","Gianluca Della Rosa","Lorenzo Saccaggi","made",215,2015,1200,728
"2 punti segnato","","Angelo Del Chiaro","made",260,2060,750,308
"2 punti sbagliato","","Angelo Del Chiaro","missed",295,2095,615,336
"2 punti sbagliato","","Charlie Edward Moore","missed",325,2125,435,420
"3 punti sbagliato","","Carl Wheatle","missed",370,2170,1440,196
"2 punti segnato","Charlie Edward Moore","Derek Ogbeide","made",421,2221,720,308
"2 punti sbagliato","","Charlie Edward Moore","missed",449,2249,855,336
"2 punti sbagliato","","Derek Ogbeide","missed",449,2249,855,336
"2 punti sbagliato","","Carl Wheatle","missed",496,2296,555,392
"2 punti sbagliato","","Charlie Edward Moore","missed",528,2328,885,308
"3 punti sbagliato","","Payton Terrell Willis","missed",555,2355,30,224
"2 punti segnato","","Charlie Edward Moore","made",584,2384,705,224
