,game_id,description,assist,player,result,periodTime,totalTime,xx,yy,sector_id
460,24430,2 punti sbagliato,,Kenny Gabriel,missed,185,1385,630.0,168.0,0
461,24430,2 punti sbagliato,,Derek Ogbeide,missed,192,1392,645.0,168.0,0
462,24430,3 punti sbagliato,,Kenny Gabriel,missed,215,1415,1155.0,840.0,7
463,24430,3 punti segnato,Payton Terrell Willis,Ryan Hawkins,made,233,1433,210.0,812.0,6
464,24430,3 punti sbagliato,,Nicola Akele,missed,252,1452,1470.0,224.0,8
465,24430,3 punti segnato,Nicola Akele,Amedeo Della Valle,made,275,1475,495.0,868.0,6
466,24430,3 punti segnato,,Jordon Varnado,made,292,1492,1305.0,616.0,7
467,24430,2 punti sbagliato,,Jason Burnell,missed,314,1514,570.0,280.0,0
468,24430,2 punti segnato,,Miro Bilan,made,326,1526,765.0,448.0,3
469,24430,3 punti segnato,Payton Terrell Willis,Gianluca Della Rosa,made,352,1552,1140.0,756.0,7
470,24430,2 punti sbagliato,,Amedeo Della Valle,missed,369,1569,1140.0,616.0,3
471,24430,2 punti segnato,,Miro Bilan,made,369,1569,1140.0,616.0,3
472,24430,3 punti sbagliato,,Ryan Hawkins,missed,396,1596,60.0,364.0,5
473,24430,2 punti sbagliato,,Jordon Varnado,missed,401,1601,930.0,280.0,0
474,24430,2 punti sbagliato,,Jason Burnell,missed,408,1608,510.0,504.0,2
475,24430,2 punti sbagliato,,Amedeo Della Valle,missed,419,1619,645.0,364.0,0
476,24430,2 punti segnato,,Jordon Varnado,made,430,1630,855.0,224.0,0
477,24430,2 punti sbagliato,,C.J. Massinburg,missed,468,1668,885.0,644.0,3
478,24430,2 punti segnato,,Ryan Hawkins,made,484,1684,660.0,308.0,0
479,24430,3 punti sbagliato,,Jason Burnell,missed,502,1702,60.0,196.0,5
480,24430,2 punti sbagliato,,C.J. Massinburg,missed,534,1734,915.0,252.0,0
481,24430,2 punti sbagliato,,David Reginald Cournooh,missed,547,1747,1125.0,392.0,3
482,24430,3 punti sbagliato,,Jordon Varnado,missed,564,1764,1455.0,308.0,8
483,24430,3 punti sbagliato,,Payton Terrell Willis,missed,597,1797,675.0,924.0,6
484,24430,3 punti sbagliato,,C.J. Massinburg,missed,9,1809,255.0,728.0,6
485,24430,2 punti sbagliato,,Kenny Gabriel,missed,18,1818,915.0,448.0,3
486,24430,3 punti sbagliato,,C.J. Massinburg,missed,31,1831,75.0,448.0,5
487,24430,3 punti sbagliato,,C.J. Massinburg,missed,73,1873,60.0,252.0,5
488,24430,2 punti sbagliato,,Payton Terrell Willis,missed,95,1895,585.0,392.0,2
489,24430,3 punti sbagliato,,Jordon Varnado,missed,125,1925,345.0,868.0,6
490,24430,2 punti sbagliato,,Jason Burnell,missed,137,1937,840.0,364.0,0
491,24430,3 punti segnato,,Payton Terrell Willis,made,181,1981,255.0,756.0,6
492,24430,2 punti sbagliato,,Semaj Christon,missed,206,2006,555.0,336.0,2
