"description","assist","player","result","periodTime","totalTime","xx","yy"
"3 punti sbagliato","","Jamar Smith","missed",339,339,885,868
"3 punti segnato","Alessandro Gentile","Gerald Robinson","made",354,354,885,896
"2 punti sbagliato","","Michele Vitali","missed",376,376,735,644
"3 punti sbagliato","","Sasha Grant","missed",440,440,225,644
"3 punti sbagliato","","Langston Galloway","missed",440,440,1380,560
"2 punti sbagliato","","Kruize Pinkins","missed",462,462,1005,364
"2 punti sbagliato","","Alessandro Gentile","missed",467,467,585,364
"3 punti segnato","Sasha Grant","Langston Galloway","made",475,475,285,756
"2 punti sbagliato","","John Richard Nunge","missed",495,495,615,280
"2 punti segnato","John Richard Nunge","Alessandro Gentile","made",513,513,885,196
"2 punti segnato","","Darion Atkins","made",534,534,645,196
"2 punti segnato","","Riccardo Rossato","made",550,550,810,252
"3 punti sbagliato","","Alessandro Gentile","missed",586,586,1125,896
"2 punti sbagliato","","Darion Atkins","missed",1,601,525,644
"2 punti segnato","","Riccardo Rossato","made",20,620,525,672
"2 punti segnato","Briante Weber","Darion Atkins","made",38,638,750,168
"2 punti sbagliato","","Darion Atkins","missed",66,666,810,196
"2 punti segnato","Jaizec Jordan Lottie","Kruize Pinkins","made",66,666,885,280
"2 punti sbagliato","","Sasha Grant","missed",88,688,1140,616
"3 punti sbagliato","","Kruize Pinkins","missed",106,706,105,476
"2 punti segnato","","Langston Galloway","made",129,729,1080,392
"2 punti segnato","Jaizec Jordan Lottie","John Richard Nunge","made",148,748,855,280
"2 punti segnato","","Darion Atkins","made",158,758,585,280
"2 punti segnato","","Jaizec Jordan Lottie","made",175,775,825,252
"2 punti sbagliato","","Sasha Grant","missed",193,793,645,224
"3 punti sbagliato","","Jaizec Jordan Lottie","missed",200,800,975,924
"3 punti sbagliato","","Matteo Chillo","missed",217,817,165,700
"2 punti segnato","","John Richard Nunge","made",253,853,975,756
"3 punti sbagliato","","Michele Vitali","missed",281,881,1110,756
"3 punti sbagliato","","Jaizec Jordan Lottie","missed",308,908,675,952
"2 punti segnato","Darion Atkins","Briante Weber","made",316,916,750,168
"2 punti segnato","","Jamar Smith","made",320,920,750,196
"2 punti segnato","","Gerald Robinson","made",369,969,870,224
"2 punti sbagliato","","Sasha Grant","missed",389,989,675,336
"2 punti sbagliato","","Darion Atkins","missed",394,994,735,252
"2 punti segnato","","Darion Atkins","made",394,994,735,252
"2 punti segnato","","Jaizec Jordan Lottie","made",465,1065,780,280
"3 punti segnato","Briante Weber","Michele Vitali","made",478,1078,255,700
"3 punti segnato","David Logan","Demetre Rivers","made",505,1105,105,420
"3 punti sbagliato","","Briante Weber","missed",518,1118,780,924
"2 punti segnato","Jamar Smith","Sasha Grant","made",543,1143,870,168
"3 punti sbagliato","","Jaizec Jordan Lottie","missed",574,1174,1140,784
"2 punti segnato","Jamar Smith","Darion Atkins","made",589,1189,765,280
"3 punti sbagliato","","David Logan","missed",8,1208,750,924
"2 punti sbagliato","","Briante Weber","missed",57,1257,735,392
"2 punti segnato","","Mouhamed Faye","made",57,1257,735,392
"3 punti sbagliato","","Demetre Rivers","missed",76,1276,120,700
"2 punti segnato","","Mouhamed Faye","made",89,1289,855,252
"2 punti segnato","Gerald Robinson","John Richard Nunge","made",99,1299,675,364
"2 punti segnato","","Briante Weber","made",119,1319,690,252
"2 punti sbagliato","","John Richard Nunge","missed",146,1346,345,420
"2 punti segnato","","Langston Galloway","made",206,1406,420,392
"2 punti sbagliato","","David Logan","missed",219,1419,885,336
"2 punti sbagliato","","Langston Galloway","missed",229,1429,750,588
"3 punti sbagliato","","Demetre Rivers","missed",246,1446,120,672
"2 punti segnato","Briante Weber","Mouhamed Faye","made",258,1458,855,196
"2 punti segnato","Briante Weber","Langston Galloway","made",266,1466,810,392
"2 punti segnato","","Demetre Rivers","made",270,1470,705,392
"3 punti sbagliato","","Demetre Rivers","missed",332,1532,345,868
"2 punti sbagliato","","John Richard Nunge","missed",337,1537,495,560
"3 punti segnato","","Kevin Juwan Hervey","made",378,1578,1035,840
"2 punti segnato","","Demetre Rivers","made",386,1586,825,364
"2 punti sbagliato","","John Richard Nunge","missed",405,1605,555,588
"2 punti segnato","Langston Galloway","Mouhamed Faye","made",405,1605,840,364
"3 punti sbagliato","","Demetre Rivers","missed",405,1605,1350,672
"3 punti segnato","Alessandro Gentile","Gerald Robinson","made",451,1651,450,952
"3 punti sbagliato","","Lorenzo Uglietti","missed",476,1676,1245,756
"2 punti sbagliato","","Demetre Rivers","missed",494,1694,825,420
"2 punti sbagliato","","Kevin Juwan Hervey","missed",510,1710,825,364
"2 punti sbagliato","","Kevin Juwan Hervey","missed",510,1710,825,364
"2 punti segnato","","Gerald Robinson","made",528,1728,735,504
"2 punti sbagliato","","Gerald Robinson","missed",552,1752,645,420
"2 punti sbagliato","","Langston Galloway","missed",577,1777,810,336
"3 punti sbagliato","","Gerald Robinson","missed",589,1789,600,952
"3 punti sbagliato","","Demetre Rivers","missed",2,1802,255,840
"2 punti sbagliato","","Kevin Juwan Hervey","missed",15,1815,540,364
"2 punti sbagliato","","Darion Atkins","missed",16,1816,825,280
"3 punti segnato","Demetre Rivers","Kruize Pinkins","made",33,1833,450,840
"3 punti segnato","Darion Atkins","Michele Vitali","made",52,1852,465,868
"2 punti segnato","Kruize Pinkins","Demetre Rivers","made",69,1869,690,224
"2 punti sbagliato","","Michele Vitali","missed",89,1889,870,252
"3 punti sbagliato","","Jaizec Jordan Lottie","missed",114,1914,510,868
"3 punti sbagliato","","Kevin Juwan Hervey","missed",121,1921,420,812
"2 punti segnato","","Jaizec Jordan Lottie","made",140,1940,705,196
"3 punti sbagliato","","Briante Weber","missed",164,1964,1230,728
"3 punti segnato","Jamar Smith","Sasha Grant","made",177,1977,1095,840
"2 punti segnato","","Alessandro Gentile","made",187,1987,975,560
"3 punti sbagliato","","Sasha Grant","missed",242,2042,435,840
"3 punti sbagliato","","Kruize Pinkins","missed",256,2056,420,840
"3 punti segnato","Gerald Robinson","Demetre Rivers","made",263,2063,1170,756
"3 punti sbagliato","","Michele Vitali","missed",289,2089,1185,868
"2 punti segnato","","Briante Weber","made",297,2097,705,476
"2 punti segnato","","Briante Weber","made",346,2146,900,336
"2 punti segnato","","Riccardo Rossato","made",374,2174,315,616
"3 punti segnato","Demetre Rivers","John Richard Nunge","made",389,2189,390,784
"3 punti segnato","","Michele Vitali","made",411,2211,870,868
"2 punti segnato","Briante Weber","Sasha Grant","made",431,2231,855,168
"2 punti sbagliato","","Darion Atkins","missed",481,2281,810,336
"2 punti sbagliato","","Alessandro Gentile","missed",490,2290,1110,420
"3 punti segnato","Demetre Rivers","Riccardo Rossato","made",519,2319,150,700
"2 punti sbagliato","","Lorenzo Uglietti","missed",546,2346,630,196
"2 punti sbagliato","","Langston Galloway","missed",582,2382,585,336
"3 punti segnato","Riccardo Rossato","John Richard Nunge","made",590,2390,150,588
"3 punti sbagliato","","Langston Galloway","missed",599,2399,705,896
"2 punti sbagliato","","Jordan Parks","missed",30,30,690,476
"2 punti segnato","","Scott Bamforth","made",41,41,495,616
"3 punti sbagliato","","Aamir Simms","missed",56,56,1425,504
"3 punti segnato","Scott Bamforth","Trevon Bluiett","made",66,66,1395,644
"2 punti sbagliato","","Ray Mccallum","missed",89,89,360,420
"2 punti sbagliato","","Marco Spissu","missed",97,97,810,476
"3 punti segnato","Ray Mccallum","Trevon Bluiett","made",117,117,1455,308
"3 punti segnato","Jordan Parks","Aamir Simms","made",135,135,1410,504
"2 punti sbagliato","","Scott Bamforth","missed",160,160,330,196
"2 punti sbagliato","","Marco Spissu","missed",165,165,870,280
"2 punti segnato","","Leonardo Totè","made",189,189,360,280
"3 punti segnato","","Rayjon Tucker","made",203,203,1125,1008
"2 punti segnato","Ray Mccallum","Leonardo Totè","made",224,224,705,196
"2 punti segnato","Amedeo Tessitori","Marco Spissu","made",246,246,555,336
"2 punti segnato","","Scott Bamforth","made",266,266,585,644
"2 punti sbagliato","","Aamir Simms","missed",279,279,960,448
"2 punti segnato","","Amedeo Tessitori","made",279,279,960,448
"2 punti sbagliato","","Ray Mccallum","missed",290,290,705,364
"3 punti segnato","Jordan Parks","Rayjon Tucker","made",297,297,210,784
"2 punti sbagliato","","Trevon Bluiett","missed",320,320,990,728
"3 punti sbagliato","","Amedeo Tessitori","missed",331,331,1425,476
"3 punti sbagliato","","Scott Bamforth","missed",348,348,795,1064
"3 punti sbagliato","","Valerio Mazzola","missed",372,372,1425,448
"2 punti segnato","","Matteo Tambone","made",380,380,1020,420
"2 punti sbagliato","","Amedeo Tessitori","missed",403,403,510,308
"2 punti segnato","","Amedeo Tessitori","made",409,409,570,252
"3 punti sbagliato","","Ray Mccallum","missed",434,434,105,448
"2 punti segnato","","Rayjon Tucker","made",455,455,735,168
"2 punti segnato","","Leonardo Totè","made",479,479,810,280
"2 punti sbagliato","","Jordan Parks","missed",502,502,705,392
"2 punti segnato","","Amedeo Tessitori","made",507,507,870,168
"3 punti sbagliato","","Trevon Bluiett","missed",522,522,210,700
"3 punti sbagliato","","Trevon Bluiett","missed",554,554,1365,784
"3 punti sbagliato","","Barry Brown Jr","missed",569,569,765,952
"2 punti segnato","Jordan Parks","Rayjon Tucker","made",593,593,720,168
"2 punti sbagliato","","Jordan Parks","missed",19,619,660,672
"3 punti sbagliato","","Matteo Tambone","missed",30,630,150,700
"2 punti sbagliato","","Trevon Bluiett","missed",30,630,150,700
"2 punti sbagliato","","Trevon Bluiett","missed",30,630,150,700
"2 punti segnato","","Barry Brown Jr","made",42,642,735,224
"2 punti sbagliato","","Riccardo Visconti","missed",60,660,1155,280
"3 punti segnato","","Rayjon Tucker","made",76,676,915,1008
"3 punti sbagliato","","Barry Brown Jr","missed",122,722,150,812
"2 punti sbagliato","","Barry Brown Jr","missed",126,726,420,336
"2 punti segnato","","Davide Casarin","made",144,744,825,308
"3 punti sbagliato","","Scott Bamforth","missed",168,768,270,756
"2 punti segnato","","Barry Brown Jr","made",192,792,720,364
"3 punti sbagliato","","Riccardo Visconti","missed",211,811,450,980
"3 punti segnato","Barry Brown Jr","Jeff Brooks","made",229,829,1425,476
"3 punti segnato","","Ray Mccallum","made",256,856,450,812
"3 punti sbagliato","","Matteo Tambone","missed",294,894,150,672
"3 punti sbagliato","","Alex O'Connell","missed",302,902,45,280
"2 punti sbagliato","","Riccardo Visconti","missed",324,924,450,532
"2 punti sbagliato","","Amedeo Tessitori","missed",333,933,1065,224
"3 punti sbagliato","","Matteo Tambone","missed",348,948,1170,924
"2 punti sbagliato","","Ray Mccallum","missed",361,961,465,532
"2 punti sbagliato","","Riccardo Visconti","missed",368,968,930,308
"2 punti sbagliato","","Rayjon Tucker","missed",385,985,765,504
"3 punti sbagliato","","Quincy Ford","missed",410,1010,105,616
"2 punti segnato","Trevon Bluiett","Ray Mccallum","made",427,1027,885,252
"3 punti sbagliato","","Ray Mccallum","missed",459,1059,1275,784
"3 punti sbagliato","","Marco Spissu","missed",471,1071,1125,868
"3 punti sbagliato","","Trevon Bluiett","missed",487,1087,1470,364
"2 punti segnato","Marco Spissu","Jeff Brooks","made",499,1099,1125,224
"2 punti segnato","","Ray Mccallum","made",527,1127,1050,672
"2 punti sbagliato","","Alex O'Connell","missed",552,1152,660,252
"2 punti segnato","","Alex O'Connell","made",572,1172,750,140
"3 punti sbagliato","","Trevon Bluiett","missed",593,1193,165,644
"3 punti sbagliato","","Scott Bamforth","missed",26,1226,1170,896
"3 punti segnato","Ray Mccallum","Scott Bamforth","made",36,1236,1380,616
"3 punti sbagliato","","Marco Spissu","missed",49,1249,1410,784
"2 punti segnato","","Leonardo Totè","made",64,1264,675,392
"3 punti sbagliato","","Amedeo Tessitori","missed",79,1279,540,952
"2 punti sbagliato","","Leonardo Totè","missed",96,1296,750,448
"2 punti segnato","","Ray Mccallum","made",123,1323,1170,224
"3 punti segnato","Marco Spissu","Aamir Simms","made",145,1345,1305,868
"2 punti sbagliato","","Amedeo Tessitori","missed",183,1383,1095,280
"2 punti sbagliato","","Leonardo Totè","missed",196,1396,705,476
"2 punti segnato","Rayjon Tucker","Aamir Simms","made",204,1404,1215,252
"2 punti sbagliato","","Ray Mccallum","missed",227,1427,1050,280
"2 punti sbagliato","","Ray Mccallum","missed",281,1481,885,308
"3 punti segnato","Ray Mccallum","Scott Bamforth","made",282,1482,420,896
"2 punti sbagliato","","Amedeo Tessitori","missed",299,1499,990,448
"2 punti sbagliato","","Amedeo Tessitori","missed",299,1499,990,448
"2 punti segnato","Trevon Bluiett","Scott Bamforth","made",323,1523,810,252
"2 punti sbagliato","","Jordan Parks","missed",347,1547,585,336
"2 punti segnato","","Alex O'Connell","made",396,1596,765,112
"3 punti sbagliato","","Valerio Mazzola","missed",420,1620,225,784
"3 punti segnato","Barry Brown Jr","Aamir Simms","made",433,1633,1485,168
"2 punti sbagliato","","Ray Mccallum","missed",462,1662,210,140
"2 punti sbagliato","","Quincy Ford","missed",492,1692,870,252
"2 punti sbagliato","","Barry Brown Jr","missed",507,1707,1035,308
"2 punti segnato","","Jeff Brooks","made",514,1714,885,224
"2 punti segnato","","Ray Mccallum","made",526,1726,825,168
"3 punti sbagliato","","Matteo Tambone","missed",571,1771,1245,812
"2 punti segnato","","Barry Brown Jr","made",589,1789,660,224
"2 punti sbagliato","","Amedeo Tessitori","missed",10,1810,840,224
"2 punti segnato","","Barry Brown Jr","made",28,1828,765,420
"2 punti sbagliato","","Matteo Tambone","missed",55,1855,975,588
"3 punti sbagliato","","Barry Brown Jr","missed",67,1867,1155,896
"3 punti sbagliato","","Riccardo Visconti","missed",85,1885,585,980
"3 punti segnato","Barry Brown Jr","Davide Casarin","made",105,1905,1215,868
"2 punti segnato","Scott Bamforth","Riccardo Visconti","made",127,1927,735,140
"2 punti segnato","Amedeo Tessitori","Davide Casarin","made",146,1946,675,112
"2 punti segnato","","Scott Bamforth","made",161,1961,750,476
"2 punti segnato","","Scott Bamforth","made",183,1983,570,252
"2 punti sbagliato","","Leonardo Totè","missed",231,2031,780,728
"3 punti segnato","Matteo Tambone","Riccardo Visconti","made",264,2064,1455,336
"2 punti sbagliato","","Barry Brown Jr","missed",277,2077,765,532
"3 punti sbagliato","","Riccardo Visconti","missed",311,2111,1170,868
"3 punti segnato","Jordan Parks","Alex O'Connell","made",321,2121,60,140
"2 punti segnato","","Ray Mccallum","made",354,2154,570,504
"2 punti segnato","","Aamir Simms","made",366,2166,975,196
"3 punti sbagliato","","Trevon Bluiett","missed",379,2179,1245,840
"2 punti sbagliato","","Riccardo Visconti","missed",383,2183,615,252
"2 punti sbagliato","","Leonardo Totè","missed",399,2199,1080,224
"3 punti segnato","Ray Mccallum","Riccardo Visconti","made",404,2204,615,1008
"2 punti sbagliato","","Aamir Simms","missed",419,2219,720,700
"3 punti sbagliato","","Matteo Tambone","missed",429,2229,1410,448
"3 punti sbagliato","","Alex O'Connell","missed",456,2256,585,924
"2 punti segnato","Ray Mccallum","Leonardo Totè","made",465,2265,540,168
"2 punti sbagliato","","Aamir Simms","missed",491,2291,885,336
"2 punti sbagliato","","Matteo Tambone","missed",508,2308,885,224
"2 punti sbagliato","","Trevon Bluiett","missed",514,2314,1125,252
"2 punti segnato","","Barry Brown Jr","made",573,2373,585,616
"2 punti sbagliato","","Trevon Bluiett","missed",593,2393,1140,112
"2 punti segnato","Vasilis Charalampopoulos","Filip Kruslin","made",17,17,780,700
"2 punti segnato","","Alfonzo Mckinnie","made",52,52,675,224
"2 punti sbagliato","","Davide Denegri","missed",67,67,915,532
"2 punti sbagliato","","Andrea Pecchia","missed",75,75,855,224
"2 punti segnato","","Grant Golden","made",80,80,735,196
"3 punti sbagliato","","Filip Kruslin","missed",92,92,255,728
"2 punti sbagliato","","Trevor Lacey","missed",109,109,945,308
"3 punti sbagliato","","Vasilis Charalampopoulos","missed",121,121,1005,868
"2 punti segnato","","Davide Denegri","made",146,146,840,756
"2 punti segnato","","Vasilis Charalampopoulos","made",169,169,450,672
"3 punti sbagliato","","Davide Denegri","missed",185,185,435,812
"3 punti sbagliato","","Filip Kruslin","missed",200,200,30,252
"3 punti sbagliato","","Nathan Adrian","missed",208,208,1095,812
"2 punti segnato","","Davide Denegri","made",220,220,675,196
"3 punti segnato","","Stanley Whittaker Jr","made",243,243,795,196
"2 punti segnato","","Nathan Adrian","made",259,259,780,588
"3 punti sbagliato","","Davide Denegri","missed",296,296,1185,868
"3 punti segnato","","Trevor Lacey","made",318,318,1110,840
"3 punti sbagliato","","Stefano Gentile","missed",342,342,1425,448
"3 punti segnato","Stanley Whittaker Jr","Stefano Gentile","made",357,357,1110,812
"2 punti sbagliato","","Wayne Mccullough","missed",382,382,660,308
"2 punti sbagliato","","Alessandro Cappelletti","missed",406,406,645,168
"2 punti segnato","","Marcus Zegarowski","made",430,430,1095,672
"3 punti sbagliato","","Alessandro Cappelletti","missed",467,467,360,784
"2 punti segnato","","Wayne Mccullough","made",538,538,1065,700
"3 punti segnato","Kaspar Treier","Stefano Gentile","made",550,550,1275,728
"2 punti sbagliato","","Paul Eboua","missed",572,572,765,280
"2 punti segnato","","Paul Eboua","made",572,572,765,280
"3 punti segnato","Alessandro Cappelletti","Stefano Gentile","made",594,594,1320,672
"2 punti segnato","Wayne Mccullough","Paul Eboua","made",32,632,810,420
"3 punti sbagliato","","Kaspar Treier","missed",48,648,1110,868
"3 punti sbagliato","","Wayne Mccullough","missed",70,670,390,812
"2 punti sbagliato","","Alessandro Cappelletti","missed",92,692,405,700
"2 punti sbagliato","","Wayne Mccullough","missed",97,697,885,252
"3 punti sbagliato","","Kaspar Treier","missed",147,747,1365,560
"2 punti segnato","Alessandro Cappelletti","Kaspar Treier","made",150,750,780,252
"2 punti segnato","","Kaspar Treier","made",178,778,795,168
"3 punti sbagliato","","Marcus Zegarowski","missed",191,791,495,868
"3 punti sbagliato","","Alessandro Cappelletti","missed",210,810,60,196
"3 punti segnato","Marcus Zegarowski","Davide Denegri","made",217,817,1125,812
"3 punti sbagliato","","Kaspar Treier","missed",253,853,1125,868
"2 punti segnato","","Stanley Whittaker Jr","made",268,868,165,196
"3 punti sbagliato","","Grant Golden","missed",287,887,435,812
"3 punti sbagliato","","Kaspar Treier","missed",296,896,195,700
"2 punti segnato","","Grant Golden","made",316,916,780,252
"3 punti segnato","Alfonzo Mckinnie","Stefano Gentile","made",343,943,1020,868
"2 punti segnato","","Trevor Lacey","made",367,967,765,700
"2 punti sbagliato","","Grant Golden","missed",387,987,870,252
"2 punti segnato","Stefano Gentile","Alfonzo Mckinnie","made",387,987,870,196
"2 punti segnato","","Trevor Lacey","made",408,1008,1065,672
"3 punti sbagliato","","Alessandro Cappelletti","missed",430,1030,1350,616
"3 punti sbagliato","","Filip Kruslin","missed",438,1038,375,840
"2 punti segnato","","Davide Denegri","made",449,1049,660,196
"2 punti sbagliato","","Davide Denegri","missed",505,1105,990,196
"2 punti segnato","","Grant Golden","made",505,1105,990,196
"2 punti sbagliato","","Ousmane Diop","missed",521,1121,750,308
"2 punti segnato","Andrea Pecchia","Grant Golden","made",539,1139,555,196
"2 punti sbagliato","","Ousmane Diop","missed",559,1159,1095,588
"2 punti segnato","Stefano Gentile","Ousmane Diop","made",586,1186,645,140
"3 punti sbagliato","","Marcus Zegarowski","missed",598,1198,975,896
"3 punti sbagliato","","Grant Golden","missed",21,1221,480,868
"3 punti segnato","Stanley Whittaker Jr","Filip Kruslin","made",44,1244,1425,420
"2 punti segnato","","Andrea Pecchia","made",69,1269,675,168
"2 punti sbagliato","","Vasilis Charalampopoulos","missed",87,1287,1125,224
"3 punti sbagliato","","Davide Denegri","missed",91,1291,510,840
"2 punti sbagliato","","Vasilis Charalampopoulos","missed",115,1315,765,728
"3 punti segnato","Davide Denegri","Nathan Adrian","made",122,1322,675,868
"2 punti segnato","","Ousmane Diop","made",149,1349,750,364
"3 punti sbagliato","","Trevor Lacey","missed",168,1368,135,560
"2 punti sbagliato","","Andrea Pecchia","missed",174,1374,615,196
"2 punti segnato","Ousmane Diop","Vasilis Charalampopoulos","made",192,1392,765,140
"3 punti segnato","Davide Denegri","Nathan Adrian","made",208,1408,420,812
"3 punti sbagliato","","Trevor Lacey","missed",242,1442,915,896
"3 punti sbagliato","","Vasilis Charalampopoulos","missed",253,1453,150,616
"3 punti segnato","","Davide Denegri","made",271,1471,1080,840
"3 punti sbagliato","","Filip Kruslin","missed",294,1494,435,868
"2 punti segnato","","Davide Denegri","made",323,1523,1065,644
"2 punti sbagliato","","Stephane Gombauld","missed",352,1552,855,336
"3 punti sbagliato","","Davide Denegri","missed",359,1559,1245,756
"2 punti sbagliato","","Simone Zanotti","missed",378,1578,180,224
"2 punti sbagliato","","Marcus Zegarowski","missed",398,1598,690,168
"2 punti segnato","","Simone Zanotti","made",398,1598,690,168
"2 punti segnato","Andrea Pecchia","Nathan Adrian","made",417,1617,735,336
"2 punti segnato","","Wayne Mccullough","made",455,1655,780,756
"3 punti sbagliato","","Alessandro Cappelletti","missed",476,1676,45,392
"3 punti sbagliato","","Simone Zanotti","missed",488,1688,45,280
"2 punti segnato","","Alessandro Cappelletti","made",503,1703,510,532
"3 punti segnato","Alessandro Cappelletti","Filip Kruslin","made",534,1734,45,280
"2 punti segnato","","Trevor Lacey","made",555,1755,1125,616
"3 punti segnato","","Trevor Lacey","made",594,1794,1140,840
"2 punti sbagliato","","Stanley Whittaker Jr","missed",17,1817,1080,448
"2 punti segnato","","Andrea Pecchia","made",28,1828,825,196
"3 punti sbagliato","","Wayne Mccullough","missed",74,1874,465,868
"2 punti sbagliato","","Ousmane Diop","missed",91,1891,825,224
"2 punti segnato","","Ousmane Diop","made",91,1891,840,168
"3 punti segnato","Marcus Zegarowski","Wayne Mccullough","made",109,1909,75,308
"2 punti segnato","","Marcus Zegarowski","made",149,1949,1065,616
"2 punti segnato","","Ousmane Diop","made",169,1969,720,280
"3 punti sbagliato","","Alfonzo Mckinnie","missed",194,1994,300,868
"2 punti segnato","Alessandro Cappelletti","Alfonzo Mckinnie","made",215,2015,750,140
"2 punti segnato","","Marcus Zegarowski","made",221,2021,705,224
"3 punti segnato","Marcus Zegarowski","Nathan Adrian","made",236,2036,45,252
"2 punti sbagliato","","Andrea Pecchia","missed",261,2061,660,196
"2 punti segnato","Vasilis Charalampopoulos","Ousmane Diop","made",268,2068,750,140
"2 punti sbagliato","","Alfonzo Mckinnie","missed",280,2080,660,196
"3 punti segnato","Stanley Whittaker Jr","Vasilis Charalampopoulos","made",288,2088,315,784
"2 punti sbagliato","","Stanley Whittaker Jr","missed",334,2134,255,252
"2 punti segnato","Grant Golden","Andrea Pecchia","made",352,2152,660,168
"3 punti sbagliato","","Andrea Pecchia","missed",392,2192,1110,812
"2 punti segnato","","Stefano Gentile","made",409,2209,690,308
"2 punti segnato","","Trevor Lacey","made",439,2239,975,728
"3 punti sbagliato","","Stefano Gentile","missed",452,2252,1125,812
"3 punti sbagliato","","Paul Eboua","missed",471,2271,1125,784
"2 punti segnato","","Stanley Whittaker Jr","made",486,2286,645,196
"3 punti sbagliato","","Nathan Adrian","missed",510,2310,60,336
"2 punti segnato","","Trevor Lacey","made",553,2353,765,196
"3 punti sbagliato","","Alfonzo Mckinnie","missed",559,2359,975,896
"2 punti segnato","Trevor Lacey","Andrea Pecchia","made",587,2387,855,196
"3 punti sbagliato","","Stanley Whittaker Jr","missed",593,2393,180,812
"2 punti segnato","Andrea Pecchia","Wayne Mccullough","made",594,2394,750,140
"2 punti segnato","","Semaj Christon","made",16,16,840,224
"3 punti segnato","Deishuan Booker","Terry Allen","made",30,30,60,84
"2 punti sbagliato","","Miro Bilan","missed",46,46,720,168
"2 punti segnato","","Terry Allen","made",58,58,780,196
"2 punti sbagliato","","Semaj Christon","missed",74,74,720,644
"2 punti sbagliato","","Deishuan Booker","missed",91,91,690,504
"3 punti segnato","Kenny Gabriel","Semaj Christon","made",108,108,90,392
"2 punti sbagliato","","Amedeo Della Valle","missed",119,119,585,392
"2 punti sbagliato","","Amedeo Della Valle","missed",129,129,570,392
"3 punti segnato","Miro Bilan","John Petrucelli","made",139,139,1440,196
"2 punti sbagliato","","Miro Bilan","missed",143,143,840,224
"2 punti segnato","D'Angelo Harrison","Pauly Paulicap","made",147,147,765,168
"2 punti sbagliato","","John Petrucelli","missed",147,147,870,280
"2 punti segnato","","Amedeo Della Valle","made",213,213,1065,532
"3 punti sbagliato","","D'Angelo Harrison","missed",246,246,765,896
"2 punti segnato","","Miro Bilan","made",246,246,720,196
"2 punti segnato","Semaj Christon","John Petrucelli","made",318,318,705,308
"2 punti segnato","Semaj Christon","John Petrucelli","made",361,361,735,252
"3 punti sbagliato","","Terry Allen","missed",377,377,300,756
"2 punti segnato","Semaj Christon","Miro Bilan","made",396,396,765,196
"2 punti sbagliato","","Gora Camara","missed",415,415,855,420
"2 punti segnato","","D'Angelo Harrison","made",441,441,1110,168
"2 punti sbagliato","","Semaj Christon","missed",455,455,870,252
"3 punti sbagliato","","D'Angelo Harrison","missed",462,462,555,924
"2 punti segnato","","Ky Bowman","made",473,473,810,168
"3 punti segnato","","C.J. Massinburg","made",500,500,1050,840
"2 punti sbagliato","","David Reginald Cournooh","missed",526,526,750,644
"3 punti segnato","David Reginald Cournooh","C.J. Massinburg","made",573,573,585,924
"2 punti segnato","David Reginald Cournooh","Michael Cobbins","made",24,624,750,140
"3 punti segnato","","Ky Bowman","made",51,651,1080,868
"2 punti sbagliato","","C.J. Massinburg","missed",76,676,480,280
"3 punti segnato","Pauly Paulicap","Alessandro Zanelli","made",93,693,435,840
"2 punti sbagliato","","Michael Cobbins","missed",117,717,660,112
"2 punti segnato","Leonardo Faggian","Pauly Paulicap","made",133,733,765,224
"2 punti sbagliato","","Jason Burnell","missed",151,751,690,252
"2 punti segnato","","Ky Bowman","made",171,771,720,252
"2 punti segnato","","David Reginald Cournooh","made",187,787,780,224
"3 punti segnato","Alessandro Zanelli","Ky Bowman","made",208,808,30,84
"2 punti sbagliato","","Nicola Akele","missed",232,832,615,168
"2 punti sbagliato","","Ky Bowman","missed",246,846,690,196
"2 punti segnato","","Pauly Paulicap","made",251,851,750,196
"3 punti segnato","C.J. Massinburg","Jason Burnell","made",276,876,1125,784
"2 punti sbagliato","","Miro Bilan","missed",316,916,780,252
"2 punti segnato","","C.J. Massinburg","made",325,925,735,140
"3 punti segnato","Semaj Christon","C.J. Massinburg","made",356,956,990,896
"3 punti sbagliato","","Amedeo Della Valle","missed",380,980,45,168
"2 punti segnato","","Jason Burnell","made",390,990,720,280
"3 punti sbagliato","","Deishuan Booker","missed",409,1009,330,756
"3 punti sbagliato","","Semaj Christon","missed",431,1031,1155,784
"2 punti sbagliato","","Semaj Christon","missed",447,1047,735,784
"2 punti segnato","Jason Burnell","Semaj Christon","made",459,1059,705,168
"3 punti segnato","","Andrea Mezzanotte","made",471,1071,1455,364
"3 punti sbagliato","","Kenny Gabriel","missed",471,1071,225,700
"2 punti sbagliato","","D'Angelo Harrison","missed",471,1071,1200,616
"2 punti segnato","","Semaj Christon","made",471,1071,765,336
"3 punti segnato","James Young","Andrea Mezzanotte","made",554,1154,210,672
"2 punti sbagliato","","James Young","missed",13,1213,1020,168
"2 punti segnato","","Semaj Christon","made",17,1217,795,168
"3 punti sbagliato","","Deishuan Booker","missed",30,1230,450,812
"2 punti segnato","Miro Bilan","Semaj Christon","made",48,1248,855,364
"2 punti sbagliato","","Semaj Christon","missed",94,1294,615,364
"2 punti segnato","","Miro Bilan","made",105,1305,735,392
"2 punti sbagliato","","Terry Allen","missed",105,1305,945,168
"3 punti segnato","Semaj Christon","John Petrucelli","made",133,1333,285,700
"2 punti segnato","Deishuan Booker","Pauly Paulicap","made",160,1360,750,84
"2 punti segnato","","Semaj Christon","made",173,1373,765,168
