"description","assist","player","result","periodTime","totalTime","xx","yy"
"3 punti segnato","Toto Forray","Prentiss Hubb","made",366,366,1170,756
"3 punti sbagliato","","Trevor Lacey","missed",393,393,810,1008
"3 punti sbagliato","","Toto Forray","missed",406,406,225,672
"3 punti sbagliato","","Prentiss Hubb","missed",441,441,780,868
"3 punti sbagliato","","Marcus Zegarowski","missed",450,450,1470,280
"2 punti segnato","","Myles Stephens","made",492,492,840,168
"2 punti segnato","","Marcus Zegarowski","made",509,509,930,476
"3 punti segnato","Prentiss Hubb","Mattia Udom","made",529,529,1455,168
"2 punti segnato","Marcus Zegarowski","Simone Zanotti","made",543,543,675,168
"3 punti sbagliato","","Prentiss Hubb","missed",563,563,1365,588
"2 punti sbagliato","","Toto Forray","missed",569,569,705,448
"2 punti segnato","Prentiss Hubb","Derek Cooke","made",573,573,735,140
"3 punti segnato","","Trevor Lacey","made",598,598,1245,700
"3 punti sbagliato","","Kamar Baldwin","missed",23,623,1425,476
"3 punti sbagliato","","Trevor Lacey","missed",57,657,1365,560
"3 punti sbagliato","","Wayne Mccullough","missed",67,667,1200,728
"2 punti segnato","Prentiss Hubb","Derek Cooke","made",71,671,780,140
"2 punti sbagliato","","Wayne Mccullough","missed",96,696,735,364
"2 punti sbagliato","","Wayne Mccullough","missed",97,697,840,336
"3 punti sbagliato","","Prentiss Hubb","missed",113,713,150,588
"2 punti sbagliato","","Grant Golden","missed",126,726,855,252
"3 punti sbagliato","","Andrejs Grazulis","missed",146,746,60,84
"2 punti segnato","","Trevor Lacey","made",183,783,660,728
"2 punti sbagliato","","Marcus Zegarowski","missed",205,805,1080,588
"2 punti segnato","","Nathan Adrian","made",206,806,1080,588
"2 punti sbagliato","","Paul Stephan Biligha","missed",220,820,780,588
"2 punti segnato","Grant Golden","Marcus Zegarowski","made",230,830,855,196
"2 punti sbagliato","","Paul Stephan Biligha","missed",246,846,630,616
"3 punti sbagliato","","Kamar Baldwin","missed",257,857,60,420
"3 punti sbagliato","","Davide Alviti","missed",263,863,1275,756
"2 punti segnato","Marcus Zegarowski","Grant Golden","made",270,870,855,224
"3 punti segnato","Kamar Baldwin","Andrejs Grazulis","made",285,885,1245,728
"2 punti segnato","Marcus Zegarowski","Grant Golden","made",309,909,780,224
"2 punti segnato","","Marcus Zegarowski","made",319,919,795,224
"3 punti sbagliato","","Davide Alviti","missed",338,938,1470,84
"2 punti sbagliato","","Grant Golden","missed",359,959,585,196
"3 punti segnato","Kamar Baldwin","Andrejs Grazulis","made",368,968,90,504
"2 punti segnato","Andrea Pecchia","Wayne Mccullough","made",390,990,690,168
"2 punti segnato","","Kamar Baldwin","made",409,1009,450,364
"2 punti sbagliato","","Wayne Mccullough","missed",464,1064,1095,476
"2 punti segnato","","Grant Golden","made",464,1064,1095,476
"3 punti segnato","Prentiss Hubb","Andrejs Grazulis","made",476,1076,135,560
"3 punti sbagliato","","Marcus Zegarowski","missed",496,1096,660,896
"2 punti sbagliato","","Simone Zanotti","missed",515,1115,915,588
"2 punti segnato","Andrea Pecchia","Simone Zanotti","made",530,1130,795,140
"2 punti sbagliato","","Paul Eboua","missed",557,1157,615,196
"2 punti segnato","Prentiss Hubb","Mattia Udom","made",561,1161,750,140
"2 punti sbagliato","","Andrejs Grazulis","missed",592,1192,1320,196
"2 punti sbagliato","","Marcus Zegarowski","missed",599,1199,405,168
"2 punti segnato","Paul Stephan Biligha","Andrejs Grazulis","made",26,1226,720,140
"3 punti sbagliato","","Wayne Mccullough","missed",39,1239,1185,756
"3 punti segnato","","Kamar Baldwin","made",53,1253,870,868
"2 punti sbagliato","","Grant Golden","missed",72,1272,855,168
"2 punti segnato","","Davide Denegri","made",76,1276,1095,224
"3 punti sbagliato","","Quinn Ellis","missed",89,1289,45,112
"3 punti segnato","Andrejs Grazulis","Davide Alviti","made",102,1302,285,700
"2 punti sbagliato","","Kamar Baldwin","missed",148,1348,360,168
"3 punti sbagliato","","Andrejs Grazulis","missed",155,1355,615,868
"3 punti segnato","Andrea Pecchia","Davide Denegri","made",163,1363,795,896
"2 punti sbagliato","","Grant Golden","missed",198,1398,945,140
"3 punti sbagliato","","Davide Denegri","missed",202,1402,1455,140
"3 punti segnato","Paul Stephan Biligha","Andrejs Grazulis","made",213,1413,480,840
"2 punti sbagliato","","Davide Denegri","missed",242,1442,270,588
"2 punti segnato","","Andrea Pecchia","made",265,1465,645,196
"3 punti segnato","Kamar Baldwin","Quinn Ellis","made",278,1478,1455,336
"2 punti segnato","Marcus Zegarowski","Grant Golden","made",301,1501,780,196
"3 punti sbagliato","","Prentiss Hubb","missed",319,1519,1455,168
"3 punti sbagliato","","Nathan Adrian","missed",330,1530,45,364
"2 punti sbagliato","","Kamar Baldwin","missed",351,1551,720,504
"3 punti segnato","Trevor Lacey","Marcus Zegarowski","made",360,1560,780,896
"3 punti segnato","Trevor Lacey","Marcus Zegarowski","made",406,1606,930,868
"2 punti segnato","","Prentiss Hubb","made",430,1630,870,224
"3 punti segnato","","Marcus Zegarowski","made",451,1651,510,868
"2 punti sbagliato","","Prentiss Hubb","missed",465,1665,585,308
"2 punti segnato","","Paul Eboua","made",483,1683,750,140
"3 punti segnato","Prentiss Hubb","Mattia Udom","made",507,1707,1455,140
"3 punti sbagliato","","Mattia Udom","missed",540,1740,1455,224
"3 punti sbagliato","","Trevor Lacey","missed",559,1759,285,756
"2 punti sbagliato","","Toto Forray","missed",586,1786,1065,280
"2 punti sbagliato","","Grant Golden","missed",599,1799,735,420
"2 punti segnato","","Trevor Lacey","made",599,1799,735,420
"2 punti segnato","Prentiss Hubb","Paul Stephan Biligha","made",17,1817,870,224
"2 punti sbagliato","","Paul Eboua","missed",44,1844,885,224
"2 punti sbagliato","","Mattia Udom","missed",51,1851,900,224
"2 punti segnato","","Myles Stephens","made",51,1851,900,224
"2 punti segnato","","Wayne Mccullough","made",69,1869,1095,588
"3 punti sbagliato","","Prentiss Hubb","missed",78,1878,1155,812
"2 punti sbagliato","","Kamar Baldwin","missed",92,1892,930,476
"2 punti sbagliato","","Trevor Lacey","missed",112,1912,600,168
"2 punti segnato","","Trevor Lacey","made",119,1919,900,448
"3 punti sbagliato","","Myles Stephens","missed",131,1931,765,896
"3 punti sbagliato","","Wayne Mccullough","missed",141,1941,1005,868
"3 punti sbagliato","","Myles Stephens","missed",155,1955,1455,252
"3 punti sbagliato","","Simone Zanotti","missed",178,1978,540,896
"2 punti sbagliato","","Kamar Baldwin","missed",191,1991,915,168
"2 punti segnato","","Paul Stephan Biligha","made",191,1991,915,168
"2 punti segnato","","Paul Eboua","made",211,2011,555,504
"2 punti sbagliato","","Marcus Zegarowski","missed",238,2038,930,196
"3 punti sbagliato","","Paul Eboua","missed",249,2049,180,672
"2 punti segnato","Davide Alviti","Kamar Baldwin","made",266,2066,735,364
"2 punti sbagliato","","Marcus Zegarowski","missed",280,2080,810,168
"2 punti sbagliato","","Marcus Zegarowski","missed",286,2086,660,224
"2 punti sbagliato","","Kamar Baldwin","missed",292,2092,570,224
"3 punti segnato","Prentiss Hubb","Andrejs Grazulis","made",303,2103,1455,224
"3 punti sbagliato","","Davide Denegri","missed",328,2128,600,924
"2 punti sbagliato","","Davide Denegri","missed",348,2148,630,140
"2 punti segnato","","Grant Golden","made",370,2170,810,196
"3 punti sbagliato","","Davide Denegri","missed",401,2201,1065,812
"3 punti segnato","","Trevor Lacey","made",418,2218,1140,784
"2 punti sbagliato","","Paul Stephan Biligha","missed",432,2232,630,140
"2 punti segnato","Grant Golden","Andrea Pecchia","made",441,2241,840,168
"3 punti sbagliato","","Davide Alviti","missed",461,2261,765,896
"2 punti segnato","","Mattia Udom","made",462,2262,750,140
"2 punti segnato","Trevor Lacey","Grant Golden","made",480,2280,720,140
"3 punti segnato","Kamar Baldwin","Andrejs Grazulis","made",495,2295,855,868
"2 punti segnato","","Andrea Pecchia","made",514,2314,840,168
"2 punti sbagliato","","Kamar Baldwin","missed",534,2334,1050,532
"2 punti sbagliato","","Marcus Zegarowski","missed",547,2347,615,224
"2 punti sbagliato","","Kamar Baldwin","missed",575,2375,1095,504
"2 punti sbagliato","","Marcus Zegarowski","missed",595,2395,825,224
"3 punti sbagliato","","Nathan Adrian","missed",597,2397,330,784
"2 punti segnato","Marco Belinelli","Bryant Dunston","made",15,15,825,224
"3 punti sbagliato","","Demetre Rivers","missed",27,27,465,924
"2 punti sbagliato","","Marco Belinelli","missed",46,46,930,196
"2 punti segnato","","Bryant Dunston","made",46,46,930,196
"3 punti sbagliato","","Jaizec Jordan Lottie","missed",70,70,315,840
"3 punti sbagliato","","Tornike Shengelia","missed",82,82,240,784
"3 punti sbagliato","","Kruize Pinkins","missed",82,82,1215,868
"3 punti sbagliato","","Marco Belinelli","missed",82,82,255,700
"3 punti sbagliato","","Gerald Robinson","missed",108,108,1260,672
"3 punti segnato","","Daniel Hackett","made",119,119,480,896
"3 punti segnato","Gerald Robinson","Jaizec Jordan Lottie","made",163,163,1305,812
"2 punti segnato","Isaia Cordinier","Tornike Shengelia","made",189,189,690,84
"2 punti sbagliato","","Kruize Pinkins","missed",209,209,780,336
"2 punti segnato","Bryant Dunston","Isaia Cordinier","made",221,221,450,560
"2 punti segnato","Gerald Robinson","John Richard Nunge","made",246,246,870,280
"2 punti segnato","","Tornike Shengelia","made",259,259,780,224
"3 punti sbagliato","","Jaizec Jordan Lottie","missed",287,287,1185,840
"2 punti segnato","","Tornike Shengelia","made",295,295,765,140
"2 punti segnato","Isaia Cordinier","Tornike Shengelia","made",305,305,810,168
"2 punti sbagliato","","Gerald Robinson","missed",319,319,300,448
"2 punti segnato","Alessandro Pajola","Tornike Shengelia","made",324,324,735,252
"2 punti sbagliato","","John Richard Nunge","missed",385,385,900,672
"3 punti segnato","Riccardo Rossato","Demetre Rivers","made",395,395,90,672
"3 punti sbagliato","","David Logan","missed",423,423,1095,840
"3 punti sbagliato","","David Logan","missed",433,433,225,728
"2 punti segnato","","John Richard Nunge","made",433,433,225,728
"2 punti sbagliato","","Jaleen Smith","missed",452,452,1185,168
"2 punti sbagliato","","Marco Belinelli","missed",482,482,1170,392
"2 punti sbagliato","","Alessandro Gentile","missed",491,491,645,364
"3 punti sbagliato","","Abass Awudu Abass","missed",499,499,255,672
"2 punti sbagliato","","Jaleen Smith","missed",520,520,945,224
"3 punti segnato","Achille Polonara","Alessandro Pajola","made",542,542,285,812
"2 punti segnato","Riccardo Rossato","Alessandro Gentile","made",566,566,1005,308
"2 punti sbagliato","","Achille Polonara","missed",589,589,810,168
"2 punti segnato","Devontae Cacok","Jaleen Smith","made",11,611,795,224
"2 punti segnato","","David Logan","made",31,631,525,308
"2 punti sbagliato","","Jaleen Smith","missed",48,648,735,280
"2 punti sbagliato","","Devontae Cacok","missed",48,648,735,280
"2 punti segnato","","Devontae Cacok","made",64,664,885,168
"3 punti sbagliato","","David Logan","missed",86,686,1200,868
"2 punti sbagliato","","David Logan","missed",98,698,780,364
"3 punti sbagliato","","Achille Polonara","missed",105,705,105,476
"3 punti segnato","David Logan","Kruize Pinkins","made",127,727,255,728
"2 punti segnato","","Devontae Cacok","made",144,744,705,560
"3 punti segnato","David Logan","Kruize Pinkins","made",161,761,120,672
"3 punti segnato","Gerald Robinson","Demetre Rivers","made",204,804,180,700
"2 punti sbagliato","","Gerald Robinson","missed",245,845,975,280
"3 punti sbagliato","","Gerald Robinson","missed",252,852,135,616
"3 punti sbagliato","","Riccardo Rossato","missed",258,858,1155,896
"2 punti segnato","","Riccardo Rossato","made",275,875,675,560
"2 punti sbagliato","","Jordan Mickey","missed",285,885,990,168
"2 punti sbagliato","","Gerald Robinson","missed",288,888,855,196
"3 punti segnato","Marco Belinelli","Daniel Hackett","made",295,895,405,812
"3 punti sbagliato","","Demetre Rivers","missed",316,916,315,812
"3 punti segnato","Marco Belinelli","Jordan Mickey","made",326,926,480,896
"3 punti segnato","Giovanni Pini","David Logan","made",350,950,465,896
"2 punti segnato","Daniel Hackett","Marco Belinelli","made",388,988,465,616
"3 punti sbagliato","","John Richard Nunge","missed",407,1007,1140,924
"3 punti sbagliato","","Riccardo Rossato","missed",423,1023,1200,952
"3 punti sbagliato","","Marco Belinelli","missed",446,1046,255,868
"2 punti segnato","","Tornike Shengelia","made",446,1046,255,868
"2 punti sbagliato","","Alessandro Gentile","missed",466,1066,300,336
"2 punti segnato","","Gerald Robinson","made",480,1080,555,280
"3 punti sbagliato","","David Logan","missed",507,1107,255,840
"2 punti sbagliato","","Gerald Robinson","missed",553,1153,645,560
"2 punti segnato","Jaizec Jordan Lottie","Giovanni Pini","made",575,1175,585,196
"2 punti sbagliato","","Tornike Shengelia","missed",597,1197,555,252
"2 punti sbagliato","","Tornike Shengelia","missed",8,1208,900,336
"3 punti sbagliato","","Riccardo Rossato","missed",29,1229,1275,784
"2 punti sbagliato","","Kruize Pinkins","missed",36,1236,1365,196
"2 punti sbagliato","","Tornike Shengelia","missed",43,1243,990,392
"3 punti segnato","Gerald Robinson","John Richard Nunge","made",55,1255,900,980
"3 punti sbagliato","","Marco Belinelli","missed",77,1277,1200,728
"2 punti segnato","","Tornike Shengelia","made",129,1329,570,280
"3 punti sbagliato","","John Richard Nunge","missed",149,1349,1440,644
"2 punti segnato","Tornike Shengelia","Bryant Dunston","made",166,1366,510,392
"2 punti sbagliato","","John Richard Nunge","missed",199,1399,885,392
"2 punti segnato","","Giovanni Pini","made",199,1399,885,392
"2 punti segnato","Marco Belinelli","Daniel Hackett","made",231,1431,1125,252
"3 punti segnato","Bryant Dunston","Jaleen Smith","made",298,1498,105,560
"2 punti segnato","Gerald Robinson","John Richard Nunge","made",317,1517,900,112
"2 punti sbagliato","","Daniel Hackett","missed",335,1535,1095,420
"2 punti sbagliato","","Gerald Robinson","missed",346,1546,1335,140
"3 punti sbagliato","","John Richard Nunge","missed",352,1552,1140,952
"2 punti sbagliato","","Demetre Rivers","missed",360,1560,960,224
"2 punti segnato","","Demetre Rivers","made",360,1560,960,224
"2 punti segnato","Alessandro Gentile","Gerald Robinson","made",377,1577,720,224
"2 punti sbagliato","","Jordan Mickey","missed",382,1582,645,252
"2 punti sbagliato","","Demetre Rivers","missed",393,1593,1020,616
"2 punti segnato","","Alessandro Gentile","made",399,1599,1050,336
"2 punti segnato","","Jaizec Jordan Lottie","made",422,1622,750,112
"3 punti sbagliato","","Alessandro Pajola","missed",475,1675,375,896
"2 punti sbagliato","","Alessandro Gentile","missed",500,1700,1170,476
"3 punti sbagliato","","Jordan Mickey","missed",514,1714,990,868
"2 punti sbagliato","","Abass Awudu Abass","missed",514,1714,990,868
"2 punti sbagliato","","John Richard Nunge","missed",539,1739,1185,196
"2 punti segnato","Jordan Mickey","Jaleen Smith","made",553,1753,615,336
"3 punti sbagliato","","Abass Awudu Abass","missed",592,1792,255,728
"2 punti segnato","Daniel Hackett","Jordan Mickey","made",10,1810,750,392
"3 punti sbagliato","","David Logan","missed",25,1825,510,952
"2 punti sbagliato","","Abass Awudu Abass","missed",49,1849,240,252
"2 punti segnato","David Logan","Giovanni Pini","made",71,1871,975,196
"2 punti segnato","Achille Polonara","Jordan Mickey","made",111,1911,705,308
"2 punti segnato","","Alessandro Gentile","made",128,1928,1035,336
"3 punti sbagliato","","Jaleen Smith","missed",141,1941,405,868
"2 punti segnato","","Achille Polonara","made",141,1941,405,868
"2 punti sbagliato","","John Richard Nunge","missed",183,1983,825,168
"2 punti sbagliato","","Giovanni Pini","missed",183,1983,825,168
"2 punti segnato","Alessandro Gentile","John Richard Nunge","made",223,2023,705,140
"2 punti sbagliato","","Achille Polonara","missed",247,2047,1005,448
"2 punti segnato","Giovanni Pini","Alessandro Gentile","made",275,2075,810,168
"2 punti sbagliato","","Daniel Hackett","missed",295,2095,990,616
"3 punti segnato","Alessandro Pajola","Daniel Hackett","made",309,2109,840,980
"2 punti sbagliato","","Riccardo Rossato","missed",331,2131,690,280
"2 punti segnato","Gerald Robinson","John Richard Nunge","made",353,2153,840,168
"2 punti segnato","Alessandro Pajola","Bryant Dunston","made",383,2183,615,336
"2 punti segnato","David Logan","Riccardo Rossato","made",400,2200,375,252
"3 punti sbagliato","","John Richard Nunge","missed",438,2238,1110,868
"2 punti segnato","Riccardo Rossato","Gerald Robinson","made",443,2243,405,196
"2 punti sbagliato","","Isaia Cordinier","missed",466,2266,780,168
"2 punti sbagliato","","Daniel Hackett","missed",466,2266,765,308
"2 punti sbagliato","","Gerald Robinson","missed",496,2296,255,168
"3 punti segnato","Alessandro Gentile","David Logan","made",502,2302,1320,728
"3 punti segnato","Jordan Mickey","Tornike Shengelia","made",522,2322,195,728
"2 punti segnato","Daniel Hackett","Jordan Mickey","made",560,2360,750,140
"2 punti sbagliato","","Riccardo Rossato","missed",566,2366,1005,448
"3 punti segnato","Alessandro Gentile","David Logan","made",580,2380,885,896
"2 punti sbagliato","","Riccardo Rossato","missed",589,2389,630,252
"3 punti segnato","Olivier Hanlan","Sean Mcdermott","made",11,11,465,868
"2 punti sbagliato","","Daniel Hackett","missed",29,29,510,280
"2 punti sbagliato","","Daniel Hackett","missed",37,37,405,616
"2 punti sbagliato","","Devontae Cacok","missed",48,48,855,504
"3 punti sbagliato","","Olivier Hanlan","missed",48,48,195,728
