"game_id","description","assist","player","result","periodTime","totalTime","xx","yy"
24428,"3 punti sbagliato","","Retin Obasohan","missed",148,1948,720,924
24428,"3 punti sbagliato","","Arturs Strautins","missed",197,1997,345,868
24428,"3 punti segnato","","Colbey Ross","made",231,2031,690,924
24428,"2 punti sbagliato","","Achille Polonara","missed",248,2048,525,224
24428,"2 punti segnato","","Ante Zizic","made",255,2055,705,308
24428,"2 punti segnato","Achille Polonara","Abass Awudu Abass","made",274,2074,750,140
24428,"2 punti sbagliato","","Colbey Ross","missed",298,2098,795,448
24428,"3 punti sbagliato","","Gabriel Lundberg","missed",321,2121,1455,168
24428,"2 punti segnato","","Tommaso Baldasso","made",329,2129,1185,168
24428,"2 punti segnato","","Gabriel Lundberg","made",351,2151,900,280
24428,"2 punti segnato","Colbey Ross","Leon Radosevic","made",362,2162,825,168
24428,"2 punti sbagliato","","Marco Belinelli","missed",387,2187,315,532
24428,"2 punti sbagliato","","Colbey Ross","missed",394,2194,825,196
24428,"3 punti sbagliato","","Gabriel Lundberg","missed",408,2208,1365,616
24428,"2 punti segnato","Arturs Strautins","Colbey Ross","made",414,2214,795,196
24428,"2 punti sbagliato","","Tommaso Baldasso","missed",426,2226,300,588
24428,"3 punti segnato","Tommaso Baldasso","Arturs Strautins","made",436,2236,1215,840
24428,"3 punti sbagliato","","Alessandro Pajola","missed",463,2263,1245,812
24428,"3 punti segnato","","Marco Belinelli","made",474,2274,1125,840
24428,"2 punti segnato","Marco Belinelli","Abass Awudu Abass","made",494,2294,720,280
24428,"2 punti segnato","","Chris Dowe","made",511,2311,675,224
24428,"2 punti segnato","","Chris Dowe","made",535,2335,780,364
24428,"2 punti segnato","","Isaia Cordinier","made",555,2355,750,280
24428,"3 punti sbagliato","","Chris Dowe","missed",568,2368,330,840
24428,"2 punti sbagliato","","Ante Zizic","missed",585,2385,660,280
24428,"2 punti segnato","","Chris Dowe","made",595,2395,840,224
24429,"3 punti segnato","Matt Mooney","Toto Forray","made",16,16,1470,196
24429,"2 punti segnato","","Shavon Shields","made",34,34,1020,644
24429,"2 punti sbagliato","","Davide Alviti","missed",61,61,1350,168
24429,"2 punti sbagliato","","Stefano Tonut","missed",102,102,825,196
24429,"2 punti sbagliato","","Nicolò Melli","missed",102,102,825,196
24429,"2 punti sbagliato","","Paul Stephan Biligha","missed",116,116,630,560
24429,"3 punti segnato","Nicolò Melli","Shavon Shields","made",128,128,1020,896
24429,"2 punti segnato","Kamar Baldwin","Paul Stephan Biligha","made",142,142,735,196
24429,"3 punti segnato","Toto Forray","Matt Mooney","made",173,173,135,616
24429,"3 punti segnato","","Kamar Baldwin","made",203,203,1155,784
24429,"3 punti segnato","","Shabazz Napier","made",218,218,300,840
24429,"2 punti sbagliato","","Davide Alviti","missed",234,234,810,252
24429,"3 punti sbagliato","","Kamar Baldwin","missed",246,246,60,280
24429,"3 punti segnato","Shabazz Napier","Nikola Mirotic","made",257,257,1110,896
24429,"2 punti segnato","Daulton Hommes","Toto Forray","made",281,281,420,140
24429,"2 punti sbagliato","","Shavon Shields","missed",298,298,585,196
24429,"2 punti segnato","","Nicolò Melli","made",298,298,585,196
24429,"2 punti segnato","Kamar Baldwin","Paul Stephan Biligha","made",317,317,1125,140
24429,"2 punti segnato","Shabazz Napier","Shavon Shields","made",327,327,660,252
24429,"2 punti segnato","","Shavon Shields","made",366,366,630,196
24429,"2 punti sbagliato","","Quinn Ellis","missed",389,389,390,140
24429,"3 punti segnato","Shavon Shields","Shabazz Napier","made",405,405,1410,532
24429,"2 punti segnato","","Shavon Shields","made",427,427,510,644
