,description,assist,player,result,periodTime,totalTime,xx,yy,sector_id
1469,2 punti segnato,Jason Burnell,David Reginald Cournooh,made,133,733,870.0,280.0,0
1470,2 punti segnato,,Jason Burnell,made,181,781,795.0,224.0,0
1471,3 punti sbagliato,,C.J. Massinburg,missed,219,819,780.0,896.0,7
1472,3 punti sbagliato,,C.J. Massinburg,missed,238,838,1395.0,532.0,7
1473,3 punti sbagliato,,Miro Bilan,missed,244,844,1155.0,812.0,7
1474,2 punti sbagliato,,Jason Burnell,missed,263,863,780.0,224.0,0
1475,3 punti sbagliato,,David Reginald Cournooh,missed,324,924,15.0,196.0,5
1476,2 punti sbagliato,,Miro Bilan,missed,360,960,915.0,224.0,0
1477,3 punti sbagliato,,Jason Burnell,missed,403,1003,1245.0,672.0,7
1478,3 punti sbagliato,,Amedeo Della Valle,missed,454,1054,315.0,784.0,6
1479,3 punti sbagliato,,Semaj Christon,missed,454,1054,,,-1
1480,2 punti segnato,,Semaj Christon,made,511,1111,810.0,224.0,0
1481,3 punti sbagliato,,C.J. Massinburg,missed,547,1147,,,-1
1482,2 punti sbagliato,,Semaj Christon,missed,566,1166,795.0,224.0,0
1483,2 punti segnato,,Miro Bilan,made,566,1166,795.0,224.0,0
1484,3 punti sbagliato,,Miro Bilan,missed,599,1199,555.0,896.0,6
1485,2 punti sbagliato,,Semaj Christon,missed,34,1234,735.0,252.0,0
1486,3 punti sbagliato,,John Petrucelli,missed,98,1298,30.0,140.0,5
1487,2 punti segnato,C.J. Massinburg,Miro Bilan,made,177,1377,795.0,168.0,0
1488,3 punti sbagliato,,C.J. Massinburg,missed,245,1445,765.0,896.0,7
1489,2 punti segnato,Semaj Christon,Miro Bilan,made,270,1470,810.0,196.0,0
1490,3 punti segnato,Semaj Christon,Amedeo Della Valle,made,293,1493,240.0,672.0,6
1491,3 punti sbagliato,,Amedeo Della Valle,missed,367,1567,675.0,896.0,6
1492,2 punti segnato,,Amedeo Della Valle,made,400,1600,780.0,224.0,0
1493,2 punti segnato,Semaj Christon,Kenny Gabriel,made,437,1637,645.0,644.0,2
1494,3 punti sbagliato,,Amedeo Della Valle,missed,475,1675,1005.0,868.0,7
1495,3 punti segnato,,David Reginald Cournooh,made,521,1721,1170.0,756.0,7
1496,3 punti sbagliato,,John Petrucelli,missed,565,1765,555.0,868.0,6
1497,3 punti sbagliato,,Kenny Gabriel,missed,571,1771,1275.0,700.0,7
1498,2 punti segnato,David Reginald Cournooh,Kenny Gabriel,made,595,1795,795.0,168.0,0
1499,2 punti sbagliato,,Nicola Akele,missed,21,1821,495.0,392.0,2
1500,2 punti sbagliato,,Kenny Gabriel,missed,52,1852,585.0,560.0,2
1501,2 punti sbagliato,,Nicola Akele,missed,93,1893,855.0,196.0,0
1502,2 punti segnato,,John Petrucelli,made,130,1930,705.0,140.0,0
1503,2 punti sbagliato,,C.J. Massinburg,missed,254,2054,765.0,448.0,3
1504,2 punti sbagliato,,Miro Bilan,missed,299,2099,990.0,280.0,4
1505,2 punti segnato,,C.J. Massinburg,made,331,2131,990.0,392.0,3
1506,3 punti sbagliato,,Amedeo Della Valle,missed,364,2164,975.0,840.0,7
1507,2 punti sbagliato,,Semaj Christon,missed,411,2211,660.0,728.0,2
1508,3 punti sbagliato,,C.J. Massinburg,missed,411,2211,1170.0,812.0,7
1509,2 punti segnato,Semaj Christon,John Petrucelli,made,411,2211,330.0,252.0,1
1510,2 punti sbagliato,,Jason Burnell,missed,411,2211,825.0,532.0,3
1511,2 punti segnato,,C.J. Massinburg,made,531,2331,795.0,616.0,3
1512,3 punti sbagliato,,John Petrucelli,missed,569,2369,1080.0,812.0,7
1513,2 punti segnato,Amedeo Della Valle,Jason Burnell,made,580,2380,555.0,420.0,2
1514,2 punti segnato,Amedeo Della Valle,Miro Bilan,made,44,44,765.0,280.0,0
1515,3 punti segnato,Miro Bilan,John Petrucelli,made,110,110,1305.0,728.0,7
1516,2 punti sbagliato,,Kenny Gabriel,missed,166,166,900.0,112.0,0
1517,2 punti sbagliato,,John Petrucelli,missed,192,192,930.0,392.0,3
1518,2 punti segnato,John Petrucelli,Miro Bilan,made,224,224,1035.0,252.0,4
1519,2 punti segnato,Semaj Christon,Miro Bilan,made,262,262,885.0,308.0,0
1520,2 punti sbagliato,,Kenny Gabriel,missed,356,356,585.0,280.0,0
1521,2 punti sbagliato,,Semaj Christon,missed,377,377,750.0,336.0,0
1522,2 punti segnato,,Amedeo Della Valle,made,383,383,450.0,252.0,1
1523,2 punti segnato,Miro Bilan,Jason Burnell,made,465,465,630.0,252.0,0
1524,2 punti segnato,Miro Bilan,Jason Burnell,made,495,495,705.0,224.0,0
1525,2 punti sbagliato,,John Petrucelli,missed,559,559,1005.0,336.0,3
1526,2 punti sbagliato,,Nicola Akele,missed,559,559,1005.0,336.0,3
1527,2 punti segnato,,Jason Burnell,made,567,567,735.0,196.0,0
1528,2 punti sbagliato,,Jason Burnell,missed,19,619,1005.0,280.0,4
1529,3 punti sbagliato,,Kenny Gabriel,missed,47,647,345.0,840.0,6
1530,2 punti segnato,,David Reginald Cournooh,made,97,697,570.0,616.0,2
1531,2 punti sbagliato,,Jason Burnell,missed,148,748,540.0,252.0,0
1532,2 punti sbagliato,,Miro Bilan,missed,160,760,570.0,280.0,0
1533,3 punti segnato,Miro Bilan,Kenny Gabriel,made,188,788,300.0,728.0,6
1534,2 punti sbagliato,,Miro Bilan,missed,210,810,1095.0,280.0,4
1535,2 punti segnato,,Miro Bilan,made,241,841,480.0,308.0,1
1536,2 punti sbagliato,,David Reginald Cournooh,missed,269,869,780.0,224.0,0
1537,2 punti segnato,,Miro Bilan,made,269,869,780.0,224.0,0
1538,3 punti sbagliato,,Amedeo Della Valle,missed,293,893,225.0,644.0,6
1539,2 punti sbagliato,,C.J. Massinburg,missed,293,893,225.0,644.0,6
1540,2 punti sbagliato,,Miro Bilan,missed,293,893,225.0,644.0,6
1541,3 punti sbagliato,,Jason Burnell,missed,355,955,1485.0,196.0,8
1542,2 punti sbagliato,,David Reginald Cournooh,missed,388,988,795.0,224.0,0
1543,2 punti segnato,,Miro Bilan,made,388,988,795.0,224.0,0
1544,2 punti segnato,Amedeo Della Valle,Miro Bilan,made,411,1011,1080.0,308.0,4
1545,2 punti segnato,,John Petrucelli,made,429,1029,855.0,252.0,0
1546,3 punti segnato,Miro Bilan,John Petrucelli,made,479,1079,1215.0,812.0,7
1547,2 punti sbagliato,,David Reginald Cournooh,missed,539,1139,705.0,140.0,0
1548,2 punti segnato,,Semaj Christon,made,582,1182,1065.0,364.0,3
1549,3 punti segnato,Miro Bilan,Semaj Christon,made,59,1259,825.0,980.0,7
1550,2 punti segnato,Jason Burnell,John Petrucelli,made,103,1303,780.0,336.0,0
1551,2 punti segnato,Miro Bilan,Jason Burnell,made,127,1327,810.0,280.0,0
1552,3 punti segnato,Miro Bilan,Semaj Christon,made,169,1369,90.0,560.0,6
1553,3 punti sbagliato,,John Petrucelli,missed,213,1413,345.0,784.0,6
1554,2 punti segnato,,Semaj Christon,made,248,1448,795.0,476.0,3
1555,2 punti segnato,,Miro Bilan,made,274,1474,765.0,392.0,0
1556,3 punti segnato,Miro Bilan,Amedeo Della Valle,made,310,1510,30.0,364.0,5
1557,2 punti sbagliato,,Semaj Christon,missed,329,1529,780.0,280.0,0
1558,2 punti segnato,,Jason Burnell,made,329,1529,780.0,280.0,0
1559,2 punti segnato,,Jason Burnell,made,351,1551,1035.0,308.0,4
1560,3 punti sbagliato,,Amedeo Della Valle,missed,378,1578,165.0,756.0,6
1561,2 punti sbagliato,,John Petrucelli,missed,408,1608,615.0,224.0,0
1562,3 punti sbagliato,,John Petrucelli,missed,427,1627,1230.0,756.0,7
1563,2 punti sbagliato,,Amedeo Della Valle,missed,445,1645,675.0,308.0,0
1564,2 punti sbagliato,,Jason Burnell,missed,491,1691,885.0,336.0,0
1565,3 punti sbagliato,,Semaj Christon,missed,495,1695,285.0,896.0,6
1566,3 punti sbagliato,,David Reginald Cournooh,missed,500,1700,990.0,868.0,7
1567,2 punti sbagliato,,C.J. Massinburg,missed,517,1717,1080.0,280.0,4
1568,2 punti sbagliato,,C.J. Massinburg,missed,522,1722,900.0,280.0,0
1569,2 punti segnato,,Miro Bilan,made,526,1726,765.0,252.0,0
1570,3 punti segnato,Semaj Christon,C.J. Massinburg,made,550,1750,210.0,672.0,6
1571,3 punti sbagliato,,Jason Burnell,missed,598,1798,1245.0,1204.0,7
1572,2 punti segnato,,C.J. Massinburg,made,18,1818,675.0,504.0,2
1573,3 punti sbagliato,,Semaj Christon,missed,74,1874,1110.0,868.0,7
1574,3 punti sbagliato,,David Reginald Cournooh,missed,86,1886,180.0,644.0,6
1575,3 punti sbagliato,,C.J. Massinburg,missed,92,1892,75.0,588.0,6
1576,2 punti segnato,,Semaj Christon,made,118,1918,975.0,252.0,0
1577,2 punti segnato,David Reginald Cournooh,Miro Bilan,made,174,1974,750.0,224.0,0
1578,2 punti sbagliato,,Jason Burnell,missed,231,2031,885.0,392.0,3
1579,2 punti segnato,Jason Burnell,Miro Bilan,made,245,2045,660.0,336.0,0
1580,3 punti sbagliato,,Jason Burnell,missed,406,2206,1215.0,840.0,7
1581,2 punti sbagliato,,Semaj Christon,missed,482,2282,600.0,784.0,2
1582,2 punti sbagliato,,Jason Burnell,missed,516,2316,690.0,308.0,0
1583,3 punti segnato,Miro Bilan,C.J. Massinburg,made,523,2323,1275.0,700.0,7
1584,2 punti segnato,,C.J. Massinburg,made,550,2350,930.0,476.0,3
1585,2 punti segnato,Amedeo Della Valle,Miro Bilan,made,574,2374,735.0,196.0,0
1586,2 punti sbagliato,,Semaj Christon,missed,21,21,360.0,644.0,2
1587,2 punti sbagliato,,John Petrucelli,missed,51,51,675.0,140.0,0
1588,3 punti sbagliato,,Amedeo Della Valle,missed,78,78,690.0,924.0,6
1589,3 punti segnato,Miro Bilan,Kenny Gabriel,made,102,102,1260.0,784.0,7
1590,2 punti segnato,,John Petrucelli,made,201,201,900.0,168.0,0
1591,2 punti sbagliato,,Miro Bilan,missed,251,251,855.0,280.0,0
1592,3 punti sbagliato,,Amedeo Della Valle,missed,267,267,585.0,952.0,6
1593,2 punti sbagliato,,Kenny Gabriel,missed,269,269,240.0,252.0,1
1594,2 punti sbagliato,,Semaj Christon,missed,308,308,450.0,560.0,2
1595,2 punti sbagliato,,John Petrucelli,missed,335,335,645.0,308.0,0
1596,2 punti sbagliato,,Miro Bilan,missed,342,342,765.0,140.0,0
1597,2 punti sbagliato,,Miro Bilan,missed,416,416,660.0,168.0,0
1598,2 punti segnato,Miro Bilan,David Reginald Cournooh,made,528,528,810.0,168.0,0
1599,2 punti segnato,Amedeo Della Valle,Miro Bilan,made,567,567,690.0,140.0,0
1600,3 punti segnato,,David Reginald Cournooh,made,29,629,375.0,756.0,6
1601,2 punti sbagliato,,C.J. Massinburg,missed,86,686,510.0,252.0,1
1602,2 punti segnato,,Nicola Akele,made,93,693,570.0,168.0,0
1603,2 punti sbagliato,,John Petrucelli,missed,164,764,750.0,644.0,2
1604,2 punti sbagliato,,David Reginald Cournooh,missed,176,776,780.0,644.0,3
1605,2 punti sbagliato,,Nicola Akele,missed,229,829,870.0,224.0,0
1606,2 punti sbagliato,,Jason Burnell,missed,243,843,780.0,168.0,0
1607,2 punti segnato,Semaj Christon,C.J. Massinburg,made,277,877,720.0,308.0,0
1608,3 punti segnato,Miro Bilan,John Petrucelli,made,309,909,915.0,924.0,7
1609,2 punti sbagliato,,Miro Bilan,missed,355,955,690.0,168.0,0
1610,2 punti segnato,C.J. Massinburg,Jason Burnell,made,370,970,705.0,112.0,0
1611,2 punti sbagliato,,Semaj Christon,missed,430,1030,540.0,196.0,0
1612,2 punti sbagliato,,Semaj Christon,missed,467,1067,555.0,112.0,0
1613,3 punti sbagliato,,David Reginald Cournooh,missed,503,1103,1260.0,700.0,7
1614,2 punti segnato,,Jason Burnell,made,511,1111,645.0,308.0,0
1615,3 punti segnato,John Petrucelli,C.J. Massinburg,made,574,1174,960.0,896.0,7
1616,2 punti sbagliato,,John Petrucelli,missed,13,1213,735.0,308.0,0
1617,2 punti segnato,,Semaj Christon,made,31,1231,930.0,196.0,0
1618,2 punti segnato,,Semaj Christon,made,72,1272,705.0,280.0,0
1619,2 punti segnato,,Semaj Christon,made,101,1301,795.0,336.0,0
1620,2 punti sbagliato,,John Petrucelli,missed,174,1374,930.0,308.0,0
1621,3 punti sbagliato,,John Petrucelli,missed,207,1407,1485.0,140.0,8
1622,3 punti sbagliato,,Kenny Gabriel,missed,214,1414,60.0,140.0,5
1623,2 punti sbagliato,,John Petrucelli,missed,303,1503,300.0,308.0,1
1624,2 punti sbagliato,,C.J. Massinburg,missed,337,1537,615.0,224.0,0
1625,2 punti sbagliato,,Semaj Christon,missed,369,1569,960.0,140.0,0
1626,2 punti sbagliato,,Semaj Christon,missed,406,1606,600.0,280.0,0
1627,2 punti segnato,John Petrucelli,C.J. Massinburg,made,414,1614,825.0,224.0,0
1628,3 punti sbagliato,,Jason Burnell,missed,452,1652,75.0,168.0,5
1629,3 punti sbagliato,,Semaj Christon,missed,488,1688,1455.0,532.0,8
1630,2 punti segnato,,Semaj Christon,made,508,1708,885.0,224.0,0
1631,2 punti segnato,Semaj Christon,Jason Burnell,made,530,1730,810.0,140.0,0
1632,2 punti segnato,Jason Burnell,Nicola Akele,made,564,1764,795.0,280.0,0
1633,2 punti segnato,,Amedeo Della Valle,made,22,1822,855.0,504.0,3
1634,2 punti sbagliato,,C.J. Massinburg,missed,51,1851,1050.0,196.0,4
1635,3 punti sbagliato,,Amedeo Della Valle,missed,71,1871,825.0,952.0,7
1636,3 punti segnato,Nicola Akele,David Reginald Cournooh,made,109,1909,45.0,168.0,5
1637,2 punti sbagliato,,David Reginald Cournooh,missed,153,1953,645.0,336.0,0
1638,2 punti segnato,,C.J. Massinburg,made,153,1953,645.0,336.0,0
1639,2 punti segnato,Jason Burnell,Nicola Akele,made,192,1992,705.0,224.0,0
1640,2 punti segnato,Nicola Akele,Jason Burnell,made,259,2059,915.0,336.0,0
1641,3 punti sbagliato,,David Reginald Cournooh,missed,337,2137,1170.0,784.0,7
1642,2 punti segnato,,John Petrucelli,made,392,2192,885.0,280.0,0
1643,2 punti sbagliato,,Semaj Christon,missed,440,2240,645.0,560.0,2
1644,2 punti segnato,,Semaj Christon,made,459,2259,915.0,56.0,0
1645,2 punti sbagliato,,C.J. Massinburg,missed,531,2331,855.0,140.0,0
1646,3 punti sbagliato,,C.J. Massinburg,missed,555,2355,1125.0,728.0,7
1647,2 punti segnato,Jason Burnell,Nicola Akele,made,595,2395,900.0,196.0,0
1648,2 punti segnato,,Semaj Christon,made,40,40,645.0,112.0,0
1649,2 punti segnato,Semaj Christon,Nicola Akele,made,84,84,705.0,196.0,0
1650,2 punti segnato,Semaj Christon,Miro Bilan,made,136,136,675.0,224.0,0
1651,3 punti sbagliato,,Nicola Akele,missed,184,184,30.0,140.0,5
1652,3 punti sbagliato,,Amedeo Della Valle,missed,206,206,135.0,588.0,6
1653,2 punti segnato,Amedeo Della Valle,Miro Bilan,made,239,239,660.0,84.0,0
1654,3 punti sbagliato,,Kenny Gabriel,missed,312,312,1230.0,700.0,7
1655,3 punti segnato,Miro Bilan,C.J. Massinburg,made,366,366,630.0,868.0,6
1656,2 punti segnato,Semaj Christon,Kenny Gabriel,made,415,415,855.0,308.0,0
1657,2 punti segnato,,Jason Burnell,made,462,462,765.0,168.0,0
1658,2 punti segnato,,Semaj Christon,made,501,501,735.0,308.0,0
1659,3 punti segnato,C.J. Massinburg,Kenny Gabriel,made,8,608,300.0,756.0,6
1660,2 punti sbagliato,,Kenny Gabriel,missed,54,654,795.0,336.0,0
1661,3 punti sbagliato,,David Reginald Cournooh,missed,83,683,225.0,700.0,6
1662,2 punti segnato,,C.J. Massinburg,made,117,717,975.0,168.0,0
1663,3 punti sbagliato,,C.J. Massinburg,missed,170,770,90.0,532.0,5
1664,2 punti sbagliato,,C.J. Massinburg,missed,189,789,810.0,392.0,0
1665,2 punti sbagliato,,Nicola Akele,missed,197,797,765.0,280.0,0
1666,3 punti sbagliato,,David Reginald Cournooh,missed,228,828,1440.0,224.0,8
1667,2 punti segnato,Amedeo Della Valle,Semaj Christon,made,327,927,495.0,140.0,1
1668,2 punti segnato,,Amedeo Della Valle,made,352,952,885.0,224.0,0
1669,2 punti sbagliato,,C.J. Massinburg,missed,369,969,720.0,168.0,0
1670,2 punti segnato,,C.J. Massinburg,made,444,1044,795.0,252.0,0
1671,3 punti sbagliato,,Kenny Gabriel,missed,484,1084,480.0,896.0,6
1672,2 punti sbagliato,,Semaj Christon,missed,523,1123,705.0,168.0,0
1673,3 punti segnato,Amedeo Della Valle,Miro Bilan,made,569,1169,195.0,728.0,6
1674,2 punti sbagliato,,C.J. Massinburg,missed,599,1199,750.0,420.0,2
1675,2 punti segnato,,Semaj Christon,made,600,1200,840.0,224.0,0
1676,2 punti segnato,Amedeo Della Valle,Miro Bilan,made,32,1232,990.0,224.0,4
1677,2 punti sbagliato,,Kenny Gabriel,missed,65,1265,735.0,280.0,0
1678,2 punti sbagliato,,Amedeo Della Valle,missed,109,1309,855.0,196.0,0
1679,2 punti segnato,,Semaj Christon,made,121,1321,810.0,224.0,0
1680,3 punti segnato,Miro Bilan,Amedeo Della Valle,made,168,1368,765.0,924.0,7
1681,2 punti segnato,Jason Burnell,Kenny Gabriel,made,201,1401,825.0,588.0,3
1682,2 punti sbagliato,,Semaj Christon,missed,242,1442,855.0,196.0,0
1683,3 punti segnato,Semaj Christon,Jason Burnell,made,248,1448,45.0,112.0,5
1684,3 punti sbagliato,,Amedeo Della Valle,missed,292,1492,720.0,868.0,6
1685,2 punti sbagliato,,Semaj Christon,missed,328,1528,705.0,448.0,2
1686,2 punti sbagliato,,Miro Bilan,missed,375,1575,780.0,224.0,0
1687,3 punti sbagliato,,C.J. Massinburg,missed,404,1604,795.0,980.0,7
1688,2 punti segnato,C.J. Massinburg,Michael Cobbins,made,422,1622,885.0,140.0,0
1689,2 punti segnato,,Semaj Christon,made,442,1642,900.0,336.0,0
1690,2 punti sbagliato,,Jason Burnell,missed,483,1683,960.0,196.0,0
1691,3 punti sbagliato,,Semaj Christon,missed,509,1709,930.0,924.0,7
1692,3 punti sbagliato,,David Reginald Cournooh,missed,548,1748,1185.0,896.0,7
1693,2 punti sbagliato,,Nicola Akele,missed,584,1784,765.0,224.0,0
1694,2 punti sbagliato,,Nicola Akele,missed,589,1789,825.0,168.0,0
1695,2 punti sbagliato,,C.J. Massinburg,missed,597,1797,870.0,112.0,0
1696,3 punti segnato,C.J. Massinburg,Jason Burnell,made,597,1797,1455.0,140.0,8
1697,2 punti sbagliato,,Michael Cobbins,missed,37,1837,810.0,224.0,0
1698,2 punti sbagliato,,David Reginald Cournooh,missed,92,1892,885.0,196.0,0
1699,3 punti sbagliato,,Jason Burnell,missed,125,1925,1455.0,448.0,8
1700,3 punti segnato,Semaj Christon,Miro Bilan,made,163,1963,825.0,896.0,7
1701,3 punti segnato,,Amedeo Della Valle,made,198,1998,390.0,784.0,6
1702,3 punti segnato,Miro Bilan,Amedeo Della Valle,made,237,2037,1005.0,896.0,7
1703,2 punti sbagliato,,Miro Bilan,missed,272,2072,885.0,280.0,0
1704,2 punti sbagliato,,Miro Bilan,missed,276,2076,840.0,224.0,0
1705,2 punti segnato,Semaj Christon,Miro Bilan,made,335,2135,990.0,252.0,4
1706,2 punti sbagliato,,Miro Bilan,missed,437,2237,855.0,336.0,0
1707,2 punti segnato,,Semaj Christon,made,445,2245,795.0,140.0,0
1708,2 punti sbagliato,,Miro Bilan,missed,496,2296,1200.0,364.0,4
1709,3 punti segnato,,C.J. Massinburg,made,546,2346,1290.0,728.0,7
1710,2 punti segnato,,C.J. Massinburg,made,588,2388,840.0,168.0,0
1711,3 punti sbagliato,,Semaj Christon,missed,20,20,120.0,532.0,6
1712,2 punti sbagliato,,Amedeo Della Valle,missed,33,33,750.0,448.0,2
1713,3 punti sbagliato,,Jason Burnell,missed,76,76,300.0,812.0,6
1714,3 punti sbagliato,,Semaj Christon,missed,136,136,1095.0,868.0,7
1715,2 punti segnato,Miro Bilan,Kenny Gabriel,made,158,158,1200.0,252.0,4
1716,3 punti sbagliato,,Kenny Gabriel,missed,191,191,1215.0,784.0,7
1717,2 punti segnato,Jason Burnell,Kenny Gabriel,made,212,212,660.0,196.0,0
1718,2 punti sbagliato,,Jason Burnell,missed,254,254,870.0,252.0,0
1719,3 punti segnato,Semaj Christon,Kenny Gabriel,made,260,260,1305.0,644.0,7
1720,3 punti segnato,Jason Burnell,Kenny Gabriel,made,304,304,90.0,532.0,5
1721,2 punti segnato,Semaj Christon,Miro Bilan,made,336,336,855.0,336.0,0
1722,2 punti segnato,Jason Burnell,Miro Bilan,made,382,382,735.0,280.0,0
1723,2 punti segnato,Semaj Christon,Jason Burnell,made,406,406,630.0,168.0,0
1724,2 punti sbagliato,,Michael Cobbins,missed,485,485,720.0,392.0,0
1725,3 punti sbagliato,,David Reginald Cournooh,missed,594,594,1050.0,896.0,7
1726,3 punti sbagliato,,David Reginald Cournooh,missed,598,598,1035.0,1008.0,7
1727,2 punti segnato,,C.J. Massinburg,made,28,628,1005.0,308.0,3
1728,3 punti segnato,Amedeo Della Valle,C.J. Massinburg,made,58,658,45.0,364.0,5
1729,3 punti sbagliato,,C.J. Massinburg,missed,86,686,1440.0,392.0,8
1730,2 punti sbagliato,,Semaj Christon,missed,128,728,885.0,308.0,0
1731,3 punti sbagliato,,Amedeo Della Valle,missed,192,792,45.0,336.0,5
1732,3 punti sbagliato,,Kenny Gabriel,missed,245,845,45.0,252.0,5
1733,2 punti segnato,Miro Bilan,Jason Burnell,made,282,882,750.0,140.0,0
1734,3 punti segnato,Semaj Christon,Amedeo Della Valle,made,372,972,630.0,924.0,6
1735,3 punti sbagliato,,Kenny Gabriel,missed,421,1021,45.0,168.0,5
1736,2 punti sbagliato,,Semaj Christon,missed,427,1027,435.0,616.0,2
1737,2 punti sbagliato,,Jason Burnell,missed,473,1073,960.0,224.0,0
1738,3 punti segnato,Miro Bilan,Amedeo Della Valle,made,479,1079,60.0,364.0,5
1739,3 punti segnato,Semaj Christon,Amedeo Della Valle,made,522,1122,135.0,588.0,6
1740,2 punti segnato,Jason Burnell,C.J. Massinburg,made,566,1166,705.0,644.0,2
1741,3 punti sbagliato,,Kenny Gabriel,missed,10,1210,45.0,280.0,5
1742,2 punti sbagliato,,Jason Burnell,missed,41,1241,615.0,280.0,0
1743,2 punti segnato,,Miro Bilan,made,112,1312,855.0,196.0,0
1744,2 punti sbagliato,,Semaj Christon,missed,146,1346,960.0,532.0,3
1745,2 punti segnato,Miro Bilan,Semaj Christon,made,167,1367,645.0,196.0,0
1746,2 punti segnato,Miro Bilan,Jason Burnell,made,204,1404,810.0,196.0,0
1747,2 punti segnato,Semaj Christon,Miro Bilan,made,238,1438,690.0,252.0,0
1748,2 punti sbagliato,,Miro Bilan,missed,265,1465,855.0,224.0,0
1749,2 punti sbagliato,,Jason Burnell,missed,315,1515,300.0,196.0,1
1750,2 punti segnato,,Jason Burnell,made,362,1562,750.0,504.0,2
1751,2 punti segnato,C.J. Massinburg,Michael Cobbins,made,382,1582,750.0,140.0,0
1752,3 punti sbagliato,,David Reginald Cournooh,missed,425,1625,1170.0,784.0,7
1753,2 punti segnato,,David Reginald Cournooh,made,453,1653,660.0,196.0,0
1754,2 punti segnato,,Kenny Gabriel,made,502,1702,435.0,196.0,1
1755,3 punti sbagliato,,Kenny Gabriel,missed,537,1737,1425.0,420.0,8
1756,2 punti sbagliato,,Jason Burnell,missed,46,1846,885.0,336.0,0
1757,2 punti sbagliato,,Miro Bilan,missed,75,1875,645.0,308.0,0
1758,3 punti segnato,Miro Bilan,Amedeo Della Valle,made,81,1881,255.0,756.0,6
1759,2 punti sbagliato,,David Reginald Cournooh,missed,119,1919,750.0,336.0,0
1760,2 punti segnato,,David Reginald Cournooh,made,146,1946,795.0,252.0,0
1761,2 punti sbagliato,,Miro Bilan,missed,236,2036,600.0,224.0,0
1762,2 punti sbagliato,,Miro Bilan,missed,263,2063,855.0,168.0,0
1763,2 punti segnato,,Semaj Christon,made,356,2156,855.0,196.0,0
1764,3 punti segnato,Michael Cobbins,Kenny Gabriel,made,356,2156,1215.0,756.0,7
1765,2 punti segnato,C.J. Massinburg,Michael Cobbins,made,373,2173,735.0,140.0,0
1766,3 punti sbagliato,,Kenny Gabriel,missed,430,2230,690.0,1008.0,6
1767,2 punti sbagliato,,C.J. Massinburg,missed,479,2279,645.0,196.0,0
1768,2 punti segnato,,Semaj Christon,made,506,2306,645.0,392.0,2
1769,3 punti sbagliato,,Kenny Gabriel,missed,588,2388,1215.0,840.0,7
1770,2 punti segnato,,Miro Bilan,made,43,43,705.0,224.0,0
1771,3 punti sbagliato,,Amedeo Della Valle,missed,92,92,120.0,588.0,6
1772,2 punti sbagliato,,John Petrucelli,missed,117,117,735.0,224.0,0
1773,2 punti sbagliato,,David Reginald Cournooh,missed,152,152,540.0,560.0,2
1774,3 punti sbagliato,,Kenny Gabriel,missed,186,186,285.0,756.0,6
1775,3 punti sbagliato,,John Petrucelli,missed,211,211,1320.0,700.0,7
1776,2 punti segnato,Miro Bilan,Amedeo Della Valle,made,226,226,690.0,252.0,0
1777,2 punti segnato,Amedeo Della Valle,Kenny Gabriel,made,264,264,285.0,140.0,1
1778,3 punti sbagliato,,Kenny Gabriel,missed,331,331,45.0,308.0,5
1779,2 punti sbagliato,,Amedeo Della Valle,missed,364,364,375.0,224.0,1
1780,2 punti sbagliato,,Miro Bilan,missed,404,404,795.0,336.0,0
1781,2 punti segnato,,C.J. Massinburg,made,404,404,795.0,336.0,0
1782,2 punti segnato,,Miro Bilan,made,438,438,1035.0,252.0,4
1783,2 punti segnato,Miro Bilan,Nicola Akele,made,540,540,690.0,280.0,0
1784,3 punti segnato,,C.J. Massinburg,made,16,616,495.0,896.0,6
1785,3 punti sbagliato,,Nicola Akele,missed,94,694,225.0,700.0,6
1786,2 punti segnato,,John Petrucelli,made,208,808,765.0,196.0,0
1787,2 punti segnato,C.J. Massinburg,David Reginald Cournooh,made,236,836,840.0,224.0,0
1788,3 punti sbagliato,,C.J. Massinburg,missed,282,882,60.0,112.0,5
1789,3 punti sbagliato,,Amedeo Della Valle,missed,337,937,1215.0,980.0,7
1790,3 punti segnato,,David Reginald Cournooh,made,368,968,870.0,924.0,7
1791,2 punti sbagliato,,C.J. Massinburg,missed,450,1050,765.0,336.0,0
1792,2 punti segnato,Amedeo Della Valle,Miro Bilan,made,492,1092,810.0,308.0,0
1793,3 punti sbagliato,,Kenny Gabriel,missed,530,1130,1305.0,784.0,7
1794,2 punti segnato,,Amedeo Della Valle,made,576,1176,720.0,224.0,0
1795,3 punti sbagliato,,C.J. Massinburg,missed,600,1200,510.0,868.0,6
1796,2 punti segnato,Amedeo Della Valle,Kenny Gabriel,made,37,1237,180.0,196.0,1
1797,3 punti sbagliato,,Amedeo Della Valle,missed,147,1347,345.0,1064.0,6
1798,3 punti segnato,,John Petrucelli,made,193,1393,285.0,756.0,6
1799,2 punti sbagliato,,David Reginald Cournooh,missed,233,1433,495.0,588.0,2
1800,2 punti segnato,David Reginald Cournooh,Kenny Gabriel,made,261,1461,210.0,532.0,2
1801,2 punti sbagliato,,Amedeo Della Valle,missed,288,1488,660.0,224.0,0
1802,2 punti segnato,,Jason Burnell,made,312,1512,750.0,364.0,0
1803,3 punti sbagliato,,David Reginald Cournooh,missed,350,1550,645.0,980.0,6
1804,2 punti segnato,,Miro Bilan,made,418,1618,810.0,196.0,0
