"description","assist","player","result","periodTime","totalTime","xx","yy"
"2 punti segnato","","John Petrucelli","made",460,1660,570,196
"2 punti segnato","","John Petrucelli","made",510,1710,945,364
"2 punti segnato","John Petrucelli","Jason Burnell","made",545,1745,975,196
"3 punti sbagliato","","John Petrucelli","missed",569,1769,1440,560
"2 punti sbagliato","","Jason Burnell","missed",574,1774,885,364
"2 punti segnato","","C.J. Massinburg","made",87,1887,570,196
"2 punti sbagliato","","Semaj Christon","missed",122,1922,1005,476
"3 punti sbagliato","","C.J. Massinburg","missed",145,1945,330,924
"3 punti sbagliato","","C.J. Massinburg","missed",224,2024,1275,980
"2 punti segnato","Semaj Christon","Jason Burnell","made",257,2057,825,336
"3 punti sbagliato","","Semaj Christon","missed",289,2089,1035,980
"2 punti segnato","Jason Burnell","Miro Bilan","made",321,2121,975,140
"3 punti sbagliato","","C.J. Massinburg","missed",438,2238,615,980
"2 punti sbagliato","","C.J. Massinburg","missed",459,2259,450,252
"3 punti sbagliato","","Kenny Gabriel","missed",473,2273,75,364
"3 punti sbagliato","","C.J. Massinburg","missed",499,2299,1140,784
"2 punti segnato","","Jason Burnell","made",531,2331,945,168
"2 punti segnato","","Semaj Christon","made",554,2354,780,336
"2 punti segnato","","C.J. Massinburg","made",585,2385,675,168
"3 punti sbagliato","","Kenny Gabriel","missed",64,64,1380,532
"3 punti segnato","","Amedeo Della Valle","made",69,69,60,420
"3 punti segnato","","Amedeo Della Valle","made",117,117,375,896
"2 punti sbagliato","","Semaj Christon","missed",162,162,660,672
"3 punti segnato","Semaj Christon","John Petrucelli","made",236,236,210,672
"2 punti segnato","","Miro Bilan","made",300,300,750,196
"3 punti sbagliato","","Kenny Gabriel","missed",331,331,1440,168
"3 punti sbagliato","","Amedeo Della Valle","missed",355,355,165,560
"2 punti segnato","","Miro Bilan","made",358,358,705,196
"2 punti sbagliato","","Amedeo Della Valle","missed",383,383,780,588
"3 punti sbagliato","","John Petrucelli","missed",408,408,1425,420
"3 punti segnato","Jason Burnell","David Reginald Cournooh","made",454,454,345,784
"2 punti sbagliato","","Amedeo Della Valle","missed",483,483,510,504
"2 punti segnato","Amedeo Della Valle","David Reginald Cournooh","made",498,498,735,224
"2 punti segnato","","C.J. Massinburg","made",537,537,870,252
"2 punti sbagliato","","Miro Bilan","missed",546,546,765,364
"3 punti sbagliato","","Nicola Akele","missed",589,589,300,728
"2 punti sbagliato","","C.J. Massinburg","missed",15,615,675,196
"3 punti segnato","David Reginald Cournooh","John Petrucelli","made",59,659,1440,168
"2 punti sbagliato","","Nicola Akele","missed",120,720,825,420
"2 punti segnato","","Jason Burnell","made",145,745,1170,196
"2 punti segnato","","John Petrucelli","made",170,770,720,280
"2 punti segnato","David Reginald Cournooh","Jason Burnell","made",204,804,1005,392
"2 punti sbagliato","","Nicola Akele","missed",244,844,795,280
"3 punti sbagliato","","John Petrucelli","missed",287,887,735,924
"2 punti segnato","","Semaj Christon","made",302,902,675,588
"2 punti segnato","","John Petrucelli","made",354,954,780,196
"2 punti sbagliato","","Amedeo Della Valle","missed",380,980,1170,392
"3 punti sbagliato","","John Petrucelli","missed",380,980,135,560
"3 punti segnato","Semaj Christon","Kenny Gabriel","made",380,980,840,896
"2 punti segnato","","Semaj Christon","made",510,1110,780,224
"3 punti sbagliato","","Kenny Gabriel","missed",578,1178,1290,700
"3 punti sbagliato","","John Petrucelli","missed",29,1229,1470,112
"3 punti sbagliato","","Kenny Gabriel","missed",51,1251,1365,588
"2 punti sbagliato","","Semaj Christon","missed",99,1299,810,168
"2 punti segnato","","Miro Bilan","made",99,1299,810,168
"2 punti sbagliato","","Semaj Christon","missed",149,1349,825,644
"3 punti sbagliato","","John Petrucelli","missed",181,1381,1470,252
"2 punti segnato","Amedeo Della Valle","Semaj Christon","made",223,1423,735,140
"2 punti segnato","Amedeo Della Valle","Miro Bilan","made",262,1462,585,308
"2 punti sbagliato","","Miro Bilan","missed",287,1487,795,168
"2 punti sbagliato","","Miro Bilan","missed",287,1487,825,168
"3 punti segnato","Amedeo Della Valle","C.J. Massinburg","made",334,1534,1425,364
"3 punti segnato","","Amedeo Della Valle","made",399,1599,705,868
"2 punti sbagliato","","Jason Burnell","missed",444,1644,1065,336
"3 punti segnato","Jason Burnell","Amedeo Della Valle","made",451,1651,1275,700
"3 punti segnato","Amedeo Della Valle","David Reginald Cournooh","made",481,1681,1440,476
"3 punti sbagliato","","Amedeo Della Valle","missed",511,1711,540,868
"3 punti sbagliato","","C.J. Massinburg","missed",548,1748,870,840
"3 punti sbagliato","","David Reginald Cournooh","missed",598,1798,1155,812
"2 punti sbagliato","","John Petrucelli","missed",21,1821,750,616
"3 punti sbagliato","","Jason Burnell","missed",59,1859,1440,84
"3 punti sbagliato","","Jason Burnell","missed",131,1931,495,812
"2 punti segnato","","Miro Bilan","made",131,1931,495,812
"3 punti sbagliato","","Jason Burnell","missed",173,1973,1305,672
"2 punti sbagliato","","Jason Burnell","missed",204,2004,855,448
"3 punti segnato","C.J. Massinburg","Amedeo Della Valle","made",243,2043,300,728
"2 punti segnato","C.J. Massinburg","John Petrucelli","made",277,2077,765,140
"3 punti sbagliato","","Jason Burnell","missed",320,2120,1470,196
"2 punti segnato","","Semaj Christon","made",348,2148,720,168
"2 punti segnato","","Amedeo Della Valle","made",363,2163,615,280
"3 punti sbagliato","","John Petrucelli","missed",405,2205,225,616
"2 punti sbagliato","","Semaj Christon","missed",419,2219,885,336
"3 punti segnato","","Amedeo Della Valle","made",429,2229,390,756
"3 punti sbagliato","","Semaj Christon","missed",499,2299,1125,756
"2 punti segnato","Miro Bilan","Semaj Christon","made",521,2321,735,224
"3 punti segnato","Miro Bilan","Semaj Christon","made",545,2345,1470,336
"3 punti sbagliato","","C.J. Massinburg","missed",582,2382,135,504
"3 punti sbagliato","","Kenny Gabriel","missed",11,11,270,812
"2 punti segnato","Amedeo Della Valle","John Petrucelli","made",66,66,870,140
"2 punti segnato","","Semaj Christon","made",97,97,765,476
"2 punti sbagliato","","Amedeo Della Valle","missed",122,122,510,392
"2 punti segnato","Semaj Christon","Kenny Gabriel","made",191,191,945,196
"3 punti segnato","","Semaj Christon","made",250,250,1455,280
"2 punti segnato","","Miro Bilan","made",285,285,825,140
"2 punti sbagliato","","Semaj Christon","missed",319,319,855,336
"2 punti segnato","","John Petrucelli","made",354,354,975,168
"3 punti sbagliato","","Amedeo Della Valle","missed",386,386,315,1036
"2 punti segnato","Miro Bilan","C.J. Massinburg","made",499,499,720,336
"2 punti sbagliato","","Jason Burnell","missed",535,535,810,168
"3 punti segnato","C.J. Massinburg","David Reginald Cournooh","made",588,588,135,588
"2 punti segnato","Jason Burnell","David Reginald Cournooh","made",37,637,645,532
"2 punti sbagliato","","C.J. Massinburg","missed",65,665,525,140
"3 punti segnato","Jason Burnell","Nicola Akele","made",99,699,1200,728
"2 punti segnato","","Jason Burnell","made",132,732,885,140
"2 punti segnato","","Nicola Akele","made",156,756,975,168
"2 punti segnato","Jason Burnell","Nicola Akele","made",205,805,885,140
"2 punti segnato","","Semaj Christon","made",323,923,645,420
"2 punti segnato","Jason Burnell","Semaj Christon","made",369,969,555,224
"2 punti segnato","Semaj Christon","Kenny Gabriel","made",415,1015,810,700
"2 punti segnato","","Semaj Christon","made",480,1080,900,112
"3 punti segnato","C.J. Massinburg","David Reginald Cournooh","made",555,1155,1275,840
"3 punti sbagliato","","Jason Burnell","missed",598,1198,735,1064
"2 punti segnato","Semaj Christon","John Petrucelli","made",104,1304,615,112
"2 punti segnato","Miro Bilan","Semaj Christon","made",129,1329,930,168
"2 punti sbagliato","","John Petrucelli","missed",161,1361,855,224
"2 punti sbagliato","","John Petrucelli","missed",161,1361,855,224
"2 punti sbagliato","","John Petrucelli","missed",161,1361,855,224
"2 punti sbagliato","","Kenny Gabriel","missed",161,1361,855,224
"2 punti segnato","","Amedeo Della Valle","made",196,1396,1125,588
"2 punti segnato","","Miro Bilan","made",229,1429,840,196
"3 punti sbagliato","","John Petrucelli","missed",265,1465,1425,532
"2 punti segnato","Amedeo Della Valle","Kenny Gabriel","made",270,1470,750,532
"3 punti sbagliato","","Kenny Gabriel","missed",306,1506,60,112
"3 punti sbagliato","","Amedeo Della Valle","missed",314,1514,120,616
"2 punti segnato","Kenny Gabriel","Miro Bilan","made",334,1534,915,196
"2 punti segnato","Amedeo Della Valle","Kenny Gabriel","made",389,1589,945,224
"2 punti sbagliato","","C.J. Massinburg","missed",435,1635,780,364
"2 punti segnato","","Nicola Akele","made",475,1675,570,140
"2 punti segnato","","Amedeo Della Valle","made",514,1714,720,196
"3 punti segnato","Jason Burnell","C.J. Massinburg","made",538,1738,855,924
"3 punti segnato","Jason Burnell","C.J. Massinburg","made",565,1765,1455,392
"3 punti sbagliato","","Amedeo Della Valle","missed",598,1798,1095,840
"2 punti sbagliato","","C.J. Massinburg","missed",598,1798,1095,840
"2 punti sbagliato","","C.J. Massinburg","missed",598,1798,1095,840
"3 punti sbagliato","","Kenny Gabriel","missed",35,1835,1155,840
"2 punti segnato","","Semaj Christon","made",56,1856,570,140
"3 punti sbagliato","","Kenny Gabriel","missed",96,1896,90,448
"2 punti sbagliato","","Nicola Akele","missed",101,1901,870,224
"2 punti sbagliato","","Semaj Christon","missed",133,1933,345,504
"2 punti segnato","","Jason Burnell","made",133,1933,345,504
"2 punti segnato","","C.J. Massinburg","made",213,2013,810,224
"3 punti sbagliato","","Amedeo Della Valle","missed",260,2060,1095,896
"2 punti segnato","","Nicola Akele","made",336,2136,720,252
"2 punti sbagliato","","Semaj Christon","missed",374,2174,660,700
"2 punti sbagliato","","Miro Bilan","missed",392,2192,585,168
"3 punti sbagliato","","C.J. Massinburg","missed",392,2192,195,644
"2 punti sbagliato","","Semaj Christon","missed",426,2226,585,700
"3 punti sbagliato","","Amedeo Della Valle","missed",511,2311,135,504
"3 punti segnato","Semaj Christon","C.J. Massinburg","made",543,2343,720,924
"2 punti sbagliato","","Semaj Christon","missed",588,2388,735,616
"2 punti sbagliato","","Jason Burnell","missed",350,2450,495,168
"2 punti segnato","David Reginald Cournooh","C.J. Massinburg","made",372,2472,780,168
"2 punti sbagliato","","Miro Bilan","missed",413,2513,795,308
"2 punti segnato","","C.J. Massinburg","made",515,2615,750,84
"3 punti sbagliato","","David Reginald Cournooh","missed",546,2646,105,504
"3 punti sbagliato","","C.J. Massinburg","missed",552,2652,75,504
"3 punti segnato","Nicola Akele","C.J. Massinburg","made",579,2679,60,224
"3 punti sbagliato","","C.J. Massinburg","missed",589,2689,1470,140
"3 punti sbagliato","","David Reginald Cournooh","missed",591,2691,690,1288
"2 punti sbagliato","","Amedeo Della Valle","missed",37,37,510,420
"2 punti sbagliato","","Miro Bilan","missed",37,37,510,420
"3 punti segnato","","John Petrucelli","made",73,73,285,756
"2 punti segnato","","Jason Burnell","made",91,91,765,168
"3 punti sbagliato","","John Petrucelli","missed",131,131,900,868
"2 punti sbagliato","","John Petrucelli","missed",136,136,465,476
"2 punti sbagliato","","Semaj Christon","missed",186,186,495,616
"3 punti segnato","Jason Burnell","Semaj Christon","made",220,220,1005,840
"3 punti segnato","Amedeo Della Valle","Semaj Christon","made",256,256,405,812
"2 punti segnato","","Jason Burnell","made",285,285,1005,336
"2 punti segnato","","John Petrucelli","made",319,319,675,224
"3 punti sbagliato","","Semaj Christon","missed",349,349,705,896
"2 punti segnato","Semaj Christon","John Petrucelli","made",352,352,810,196
"2 punti sbagliato","","Jason Burnell","missed",381,381,690,644
"2 punti sbagliato","","Miro Bilan","missed",385,385,660,336
"3 punti segnato","Amedeo Della Valle","John Petrucelli","made",415,415,450,924
"2 punti sbagliato","","Jason Burnell","missed",458,458,450,252
"2 punti sbagliato","","Amedeo Della Valle","missed",481,481,615,476
"2 punti segnato","","Miro Bilan","made",485,485,720,280
"2 punti sbagliato","","Miro Bilan","missed",590,590,780,308
"3 punti sbagliato","","Kenny Gabriel","missed",17,617,90,476
"3 punti segnato","","David Reginald Cournooh","made",96,696,1080,840
"2 punti segnato","Jason Burnell","David Reginald Cournooh","made",133,733,870,280
"2 punti segnato","","Jason Burnell","made",181,781,795,224
"3 punti sbagliato","","C.J. Massinburg","missed",219,819,780,896
"3 punti sbagliato","","C.J. Massinburg","missed",238,838,1395,532
"3 punti sbagliato","","Miro Bilan","missed",244,844,1155,812
"2 punti sbagliato","","Jason Burnell","missed",263,863,780,224
"3 punti sbagliato","","David Reginald Cournooh","missed",324,924,15,196
"2 punti sbagliato","","Miro Bilan","missed",360,960,915,224
"3 punti sbagliato","","Jason Burnell","missed",403,1003,1245,672
"3 punti sbagliato","","Amedeo Della Valle","missed",454,1054,315,784
"3 punti sbagliato","","Semaj Christon","missed",454,1054,NA,NA
"2 punti segnato","","Semaj Christon","made",511,1111,810,224
"3 punti sbagliato","","C.J. Massinburg","missed",547,1147,NA,NA
"2 punti sbagliato","","Semaj Christon","missed",566,1166,795,224
"2 punti segnato","","Miro Bilan","made",566,1166,795,224
"3 punti sbagliato","","Miro Bilan","missed",599,1199,555,896
"2 punti sbagliato","","Semaj Christon","missed",34,1234,735,252
"3 punti sbagliato","","John Petrucelli","missed",98,1298,30,140
"2 punti segnato","C.J. Massinburg","Miro Bilan","made",177,1377,795,168
"3 punti sbagliato","","C.J. Massinburg","missed",245,1445,765,896
"2 punti segnato","Semaj Christon","Miro Bilan","made",270,1470,810,196
"3 punti segnato","Semaj Christon","Amedeo Della Valle","made",293,1493,240,672
"3 punti sbagliato","","Amedeo Della Valle","missed",367,1567,675,896
"2 punti segnato","","Amedeo Della Valle","made",400,1600,780,224
"2 punti segnato","Semaj Christon","Kenny Gabriel","made",437,1637,645,644
"3 punti sbagliato","","Amedeo Della Valle","missed",475,1675,1005,868
"3 punti segnato","","David Reginald Cournooh","made",521,1721,1170,756
"3 punti sbagliato","","John Petrucelli","missed",565,1765,555,868
"3 punti sbagliato","","Kenny Gabriel","missed",571,1771,1275,700
"2 punti segnato","David Reginald Cournooh","Kenny Gabriel","made",595,1795,795,168
"2 punti sbagliato","","Nicola Akele","missed",21,1821,495,392
"2 punti sbagliato","","Kenny Gabriel","missed",52,1852,585,560
"2 punti sbagliato","","Nicola Akele","missed",93,1893,855,196
"2 punti segnato","","John Petrucelli","made",130,1930,705,140
"2 punti sbagliato","","C.J. Massinburg","missed",254,2054,765,448
"2 punti sbagliato","","Miro Bilan","missed",299,2099,990,280
"2 punti segnato","","C.J. Massinburg","made",331,2131,990,392
"3 punti sbagliato","","Amedeo Della Valle","missed",364,2164,975,840
"2 punti sbagliato","","Semaj Christon","missed",411,2211,660,728
"3 punti sbagliato","","C.J. Massinburg","missed",411,2211,1170,812
"2 punti segnato","Semaj Christon","John Petrucelli","made",411,2211,330,252
"2 punti sbagliato","","Jason Burnell","missed",411,2211,825,532
"2 punti segnato","","C.J. Massinburg","made",531,2331,795,616
"3 punti sbagliato","","John Petrucelli","missed",569,2369,1080,812
"2 punti segnato","Amedeo Della Valle","Jason Burnell","made",580,2380,555,420
"2 punti segnato","Amedeo Della Valle","Miro Bilan","made",44,44,765,280
"3 punti segnato","Miro Bilan","John Petrucelli","made",110,110,1305,728
"2 punti sbagliato","","Kenny Gabriel","missed",166,166,900,112
"2 punti sbagliato","","John Petrucelli","missed",192,192,930,392
"2 punti segnato","John Petrucelli","Miro Bilan","made",224,224,1035,252
"2 punti segnato","Semaj Christon","Miro Bilan","made",262,262,885,308
"2 punti sbagliato","","Kenny Gabriel","missed",356,356,585,280
"2 punti sbagliato","","Semaj Christon","missed",377,377,750,336
"2 punti segnato","","Amedeo Della Valle","made",383,383,450,252
"2 punti segnato","Miro Bilan","Jason Burnell","made",465,465,630,252
"2 punti segnato","Miro Bilan","Jason Burnell","made",495,495,705,224
"2 punti sbagliato","","John Petrucelli","missed",559,559,1005,336
"2 punti sbagliato","","Nicola Akele","missed",559,559,1005,336
"2 punti segnato","","Jason Burnell","made",567,567,735,196
"2 punti sbagliato","","Jason Burnell","missed",19,619,1005,280
"3 punti sbagliato","","Kenny Gabriel","missed",47,647,345,840
"2 punti segnato","","David Reginald Cournooh","made",97,697,570,616
"2 punti sbagliato","","Jason Burnell","missed",148,748,540,252
"2 punti sbagliato","","Miro Bilan","missed",160,760,570,280
"3 punti segnato","Miro Bilan","Kenny Gabriel","made",188,788,300,728
"2 punti sbagliato","","Miro Bilan","missed",210,810,1095,280
"2 punti segnato","","Miro Bilan","made",241,841,480,308
"2 punti sbagliato","","David Reginald Cournooh","missed",269,869,780,224
"2 punti segnato","","Miro Bilan","made",269,869,780,224
"3 punti sbagliato","","Amedeo Della Valle","missed",293,893,225,644
"2 punti sbagliato","","C.J. Massinburg","missed",293,893,225,644
"2 punti sbagliato","","Miro Bilan","missed",293,893,225,644
"3 punti sbagliato","","Jason Burnell","missed",355,955,1485,196
"2 punti sbagliato","","David Reginald Cournooh","missed",388,988,795,224
"2 punti segnato","","Miro Bilan","made",388,988,795,224
"2 punti segnato","Amedeo Della Valle","Miro Bilan","made",411,1011,1080,308
"2 punti segnato","","John Petrucelli","made",429,1029,855,252
"3 punti segnato","Miro Bilan","John Petrucelli","made",479,1079,1215,812
"2 punti sbagliato","","David Reginald Cournooh","missed",539,1139,705,140
"2 punti segnato","","Semaj Christon","made",582,1182,1065,364
"3 punti segnato","Miro Bilan","Semaj Christon","made",59,1259,825,980
"2 punti segnato","Jason Burnell","John Petrucelli","made",103,1303,780,336
"2 punti segnato","Miro Bilan","Jason Burnell","made",127,1327,810,280
"3 punti segnato","Miro Bilan","Semaj Christon","made",169,1369,90,560
"3 punti sbagliato","","John Petrucelli","missed",213,1413,345,784
"2 punti segnato","","Semaj Christon","made",248,1448,795,476
"2 punti segnato","","Miro Bilan","made",274,1474,765,392
"3 punti segnato","Miro Bilan","Amedeo Della Valle","made",310,1510,30,364
"2 punti sbagliato","","Semaj Christon","missed",329,1529,780,280
"2 punti segnato","","Jason Burnell","made",329,1529,780,280
"2 punti segnato","","Jason Burnell","made",351,1551,1035,308
"3 punti sbagliato","","Amedeo Della Valle","missed",378,1578,165,756
"2 punti sbagliato","","John Petrucelli","missed",408,1608,615,224
"3 punti sbagliato","","John Petrucelli","missed",427,1627,1230,756
"2 punti sbagliato","","Amedeo Della Valle","missed",445,1645,675,308
"2 punti sbagliato","","Jason Burnell","missed",491,1691,885,336
"3 punti sbagliato","","Semaj Christon","missed",495,1695,285,896
"3 punti sbagliato","","David Reginald Cournooh","missed",500,1700,990,868
"2 punti sbagliato","","C.J. Massinburg","missed",517,1717,1080,280
"2 punti sbagliato","","C.J. Massinburg","missed",522,1722,900,280
"2 punti segnato","","Miro Bilan","made",526,1726,765,252
"3 punti segnato","Semaj Christon","C.J. Massinburg","made",550,1750,210,672
"3 punti sbagliato","","Jason Burnell","missed",598,1798,1245,1204
"2 punti segnato","","C.J. Massinburg","made",18,1818,675,504
"3 punti sbagliato","","Semaj Christon","missed",74,1874,1110,868
"3 punti sbagliato","","David Reginald Cournooh","missed",86,1886,180,644
"3 punti sbagliato","","C.J. Massinburg","missed",92,1892,75,588
"2 punti segnato","","Semaj Christon","made",118,1918,975,252
"2 punti segnato","David Reginald Cournooh","Miro Bilan","made",174,1974,750,224
"2 punti sbagliato","","Jason Burnell","missed",231,2031,885,392
"2 punti segnato","Jason Burnell","Miro Bilan","made",245,2045,660,336
"3 punti sbagliato","","Jason Burnell","missed",406,2206,1215,840
"2 punti sbagliato","","Semaj Christon","missed",482,2282,600,784
"2 punti sbagliato","","Jason Burnell","missed",516,2316,690,308
"3 punti segnato","Miro Bilan","C.J. Massinburg","made",523,2323,1275,700
"2 punti segnato","","C.J. Massinburg","made",550,2350,930,476
"2 punti segnato","Amedeo Della Valle","Miro Bilan","made",574,2374,735,196
"2 punti sbagliato","","Semaj Christon","missed",21,21,360,644
"2 punti sbagliato","","John Petrucelli","missed",51,51,675,140
"3 punti sbagliato","","Amedeo Della Valle","missed",78,78,690,924
"3 punti segnato","Miro Bilan","Kenny Gabriel","made",102,102,1260,784
"2 punti segnato","","John Petrucelli","made",201,201,900,168
"2 punti sbagliato","","Miro Bilan","missed",251,251,855,280
"3 punti sbagliato","","Amedeo Della Valle","missed",267,267,585,952
"2 punti sbagliato","","Kenny Gabriel","missed",269,269,240,252
"2 punti sbagliato","","Semaj Christon","missed",308,308,450,560
"2 punti sbagliato","","John Petrucelli","missed",335,335,645,308
"2 punti sbagliato","","Miro Bilan","missed",342,342,765,140
"2 punti sbagliato","","Miro Bilan","missed",416,416,660,168
"2 punti segnato","Miro Bilan","David Reginald Cournooh","made",528,528,810,168
"2 punti segnato","Amedeo Della Valle","Miro Bilan","made",567,567,690,140
"3 punti segnato","","David Reginald Cournooh","made",29,629,375,756
"2 punti sbagliato","","C.J. Massinburg","missed",86,686,510,252
"2 punti segnato","","Nicola Akele","made",93,693,570,168
"2 punti sbagliato","","John Petrucelli","missed",164,764,750,644
"2 punti sbagliato","","David Reginald Cournooh","missed",176,776,780,644
"2 punti sbagliato","","Nicola Akele","missed",229,829,870,224
"2 punti sbagliato","","Jason Burnell","missed",243,843,780,168
"2 punti segnato","Semaj Christon","C.J. Massinburg","made",277,877,720,308
"3 punti segnato","Miro Bilan","John Petrucelli","made",309,909,915,924
"2 punti sbagliato","","Miro Bilan","missed",355,955,690,168
"2 punti segnato","C.J. Massinburg","Jason Burnell","made",370,970,705,112
"2 punti sbagliato","","Semaj Christon","missed",430,1030,540,196
"2 punti sbagliato","","Semaj Christon","missed",467,1067,555,112
"3 punti sbagliato","","David Reginald Cournooh","missed",503,1103,1260,700
"2 punti segnato","","Jason Burnell","made",511,1111,645,308
"3 punti segnato","John Petrucelli","C.J. Massinburg","made",574,1174,960,896
"2 punti sbagliato","","John Petrucelli","missed",13,1213,735,308
"2 punti segnato","","Semaj Christon","made",31,1231,930,196
"2 punti segnato","","Semaj Christon","made",72,1272,705,280
"2 punti segnato","","Semaj Christon","made",101,1301,795,336
"2 punti sbagliato","","John Petrucelli","missed",174,1374,930,308
"3 punti sbagliato","","John Petrucelli","missed",207,1407,1485,140
"3 punti sbagliato","","Kenny Gabriel","missed",214,1414,60,140
"2 punti sbagliato","","John Petrucelli","missed",303,1503,300,308
"2 punti sbagliato","","C.J. Massinburg","missed",337,1537,615,224
"2 punti sbagliato","","Semaj Christon","missed",369,1569,960,140
"2 punti sbagliato","","Semaj Christon","missed",406,1606,600,280
"2 punti segnato","John Petrucelli","C.J. Massinburg","made",414,1614,825,224
"3 punti sbagliato","","Jason Burnell","missed",452,1652,75,168
"3 punti sbagliato","","Semaj Christon","missed",488,1688,1455,532
"2 punti segnato","","Semaj Christon","made",508,1708,885,224
"2 punti segnato","Semaj Christon","Jason Burnell","made",530,1730,810,140
"2 punti segnato","Jason Burnell","Nicola Akele","made",564,1764,795,280
"2 punti segnato","","Amedeo Della Valle","made",22,1822,855,504
"2 punti sbagliato","","C.J. Massinburg","missed",51,1851,1050,196
"3 punti sbagliato","","Amedeo Della Valle","missed",71,1871,825,952
"3 punti segnato","Nicola Akele","David Reginald Cournooh","made",109,1909,45,168
"2 punti sbagliato","","David Reginald Cournooh","missed",153,1953,645,336
"2 punti segnato","","C.J. Massinburg","made",153,1953,645,336
"2 punti segnato","Jason Burnell","Nicola Akele","made",192,1992,705,224
"2 punti segnato","Nicola Akele","Jason Burnell","made",259,2059,915,336
"3 punti sbagliato","","David Reginald Cournooh","missed",337,2137,1170,784
"2 punti segnato","","John Petrucelli","made",392,2192,885,280
"2 punti sbagliato","","Semaj Christon","missed",440,2240,645,560
"2 punti segnato","","Semaj Christon","made",459,2259,915,56
"2 punti sbagliato","","C.J. Massinburg","missed",531,2331,855,140
"3 punti sbagliato","","C.J. Massinburg","missed",555,2355,1125,728
"2 punti segnato","Jason Burnell","Nicola Akele","made",595,2395,900,196
"2 punti segnato","","Semaj Christon","made",40,40,645,112
"2 punti segnato","Semaj Christon","Nicola Akele","made",84,84,705,196
"2 punti segnato","Semaj Christon","Miro Bilan","made",136,136,675,224
"3 punti sbagliato","","Nicola Akele","missed",184,184,30,140
"3 punti sbagliato","","Amedeo Della Valle","missed",206,206,135,588
"2 punti segnato","Amedeo Della Valle","Miro Bilan","made",239,239,660,84
"3 punti sbagliato","","Kenny Gabriel","missed",312,312,1230,700
"3 punti segnato","Miro Bilan","C.J. Massinburg","made",366,366,630,868
"2 punti segnato","Semaj Christon","Kenny Gabriel","made",415,415,855,308
"2 punti segnato","","Jason Burnell","made",462,462,765,168
"2 punti segnato","","Semaj Christon","made",501,501,735,308
"3 punti segnato","C.J. Massinburg","Kenny Gabriel","made",8,608,300,756
"2 punti sbagliato","","Kenny Gabriel","missed",54,654,795,336
"3 punti sbagliato","","David Reginald Cournooh","missed",83,683,225,700
"2 punti segnato","","C.J. Massinburg","made",117,717,975,168
"3 punti sbagliato","","C.J. Massinburg","missed",170,770,90,532
"2 punti sbagliato","","C.J. Massinburg","missed",189,789,810,392
"2 punti sbagliato","","Nicola Akele","missed",197,797,765,280
"3 punti sbagliato","","David Reginald Cournooh","missed",228,828,1440,224
"2 punti segnato","Amedeo Della Valle","Semaj Christon","made",327,927,495,140
"2 punti segnato","","Amedeo Della Valle","made",352,952,885,224
"2 punti sbagliato","","C.J. Massinburg","missed",369,969,720,168
"2 punti segnato","","C.J. Massinburg","made",444,1044,795,252
"3 punti sbagliato","","Kenny Gabriel","missed",484,1084,480,896
"2 punti sbagliato","","Semaj Christon","missed",523,1123,705,168
"3 punti segnato","Amedeo Della Valle","Miro Bilan","made",569,1169,195,728
"2 punti sbagliato","","C.J. Massinburg","missed",599,1199,750,420
"2 punti segnato","","Semaj Christon","made",600,1200,840,224
"2 punti segnato","Amedeo Della Valle","Miro Bilan","made",32,1232,990,224
"2 punti sbagliato","","Kenny Gabriel","missed",65,1265,735,280
"2 punti sbagliato","","Amedeo Della Valle","missed",109,1309,855,196
"2 punti segnato","","Semaj Christon","made",121,1321,810,224
"3 punti segnato","Miro Bilan","Amedeo Della Valle","made",168,1368,765,924
"2 punti segnato","Jason Burnell","Kenny Gabriel","made",201,1401,825,588
"2 punti sbagliato","","Semaj Christon","missed",242,1442,855,196
"3 punti segnato","Semaj Christon","Jason Burnell","made",248,1448,45,112
"3 punti sbagliato","","Amedeo Della Valle","missed",292,1492,720,868
"2 punti sbagliato","","Semaj Christon","missed",328,1528,705,448
"2 punti sbagliato","","Miro Bilan","missed",375,1575,780,224
"3 punti sbagliato","","C.J. Massinburg","missed",404,1604,795,980
"2 punti segnato","C.J. Massinburg","Michael Cobbins","made",422,1622,885,140
"2 punti segnato","","Semaj Christon","made",442,1642,900,336
"2 punti sbagliato","","Jason Burnell","missed",483,1683,960,196
"3 punti sbagliato","","Semaj Christon","missed",509,1709,930,924
"3 punti sbagliato","","David Reginald Cournooh","missed",548,1748,1185,896
"2 punti sbagliato","","Nicola Akele","missed",584,1784,765,224
"2 punti sbagliato","","Nicola Akele","missed",589,1789,825,168
"2 punti sbagliato","","C.J. Massinburg","missed",597,1797,870,112
"3 punti segnato","C.J. Massinburg","Jason Burnell","made",597,1797,1455,140
"2 punti sbagliato","","Michael Cobbins","missed",37,1837,810,224
"2 punti sbagliato","","David Reginald Cournooh","missed",92,1892,885,196
"3 punti sbagliato","","Jason Burnell","missed",125,1925,1455,448
"3 punti segnato","Semaj Christon","Miro Bilan","made",163,1963,825,896
"3 punti segnato","","Amedeo Della Valle","made",198,1998,390,784
"3 punti segnato","Miro Bilan","Amedeo Della Valle","made",237,2037,1005,896
"2 punti sbagliato","","Miro Bilan","missed",272,2072,885,280
"2 punti sbagliato","","Miro Bilan","missed",276,2076,840,224
"2 punti segnato","Semaj Christon","Miro Bilan","made",335,2135,990,252
"2 punti sbagliato","","Miro Bilan","missed",437,2237,855,336
