"description","assist","player","result","periodTime","totalTime","xx","yy"
"2 punti segnato","","Semaj Christon","made",16,16,840,224
"2 punti sbagliato","","Miro Bilan","missed",46,46,720,168
"2 punti sbagliato","","Semaj Christon","missed",74,74,720,644
"3 punti segnato","Kenny Gabriel","Semaj Christon","made",108,108,90,392
"2 punti sbagliato","","Amedeo Della Valle","missed",119,119,585,392
"2 punti sbagliato","","Amedeo Della Valle","missed",129,129,570,392
"3 punti segnato","Miro Bilan","John Petrucelli","made",139,139,1440,196
"2 punti sbagliato","","Miro Bilan","missed",143,143,840,224
"2 punti sbagliato","","John Petrucelli","missed",147,147,870,280
"2 punti segnato","","Amedeo Della Valle","made",213,213,1065,532
"2 punti segnato","","Miro Bilan","made",246,246,720,196
"2 punti segnato","Semaj Christon","John Petrucelli","made",318,318,705,308
"2 punti segnato","Semaj Christon","John Petrucelli","made",361,361,735,252
"2 punti segnato","Semaj Christon","Miro Bilan","made",396,396,765,196
"2 punti sbagliato","","Semaj Christon","missed",455,455,870,252
"3 punti segnato","","C.J. Massinburg","made",500,500,1050,840
"2 punti sbagliato","","David Reginald Cournooh","missed",526,526,750,644
"3 punti segnato","David Reginald Cournooh","C.J. Massinburg","made",573,573,585,924
"2 punti segnato","David Reginald Cournooh","Michael Cobbins","made",24,624,750,140
"2 punti sbagliato","","C.J. Massinburg","missed",76,676,480,280
"2 punti sbagliato","","Michael Cobbins","missed",117,717,660,112
"2 punti sbagliato","","Jason Burnell","missed",151,751,690,252
"2 punti segnato","","David Reginald Cournooh","made",187,787,780,224
"2 punti sbagliato","","Nicola Akele","missed",232,832,615,168
"3 punti segnato","C.J. Massinburg","Jason Burnell","made",276,876,1125,784
"2 punti sbagliato","","Miro Bilan","missed",316,916,780,252
"2 punti segnato","","C.J. Massinburg","made",325,925,735,140
"3 punti segnato","Semaj Christon","C.J. Massinburg","made",356,956,990,896
"3 punti sbagliato","","Amedeo Della Valle","missed",380,980,45,168
"2 punti segnato","","Jason Burnell","made",390,990,720,280
"3 punti sbagliato","","Semaj Christon","missed",431,1031,1155,784
"2 punti sbagliato","","Semaj Christon","missed",447,1047,735,784
"2 punti segnato","Jason Burnell","Semaj Christon","made",459,1059,705,168
"3 punti sbagliato","","Kenny Gabriel","missed",471,1071,225,700
"2 punti segnato","","Semaj Christon","made",471,1071,765,336
"2 punti segnato","","Semaj Christon","made",17,1217,795,168
"2 punti segnato","Miro Bilan","Semaj Christon","made",48,1248,855,364
"2 punti sbagliato","","Semaj Christon","missed",94,1294,615,364
"2 punti segnato","","Miro Bilan","made",105,1305,735,392
"3 punti segnato","Semaj Christon","John Petrucelli","made",133,1333,285,700
"2 punti segnato","","Semaj Christon","made",173,1373,765,168
"2 punti sbagliato","","John Petrucelli","missed",209,1409,435,448
"2 punti segnato","","Miro Bilan","made",209,1409,435,448
"3 punti segnato","Miro Bilan","Amedeo Della Valle","made",261,1461,1425,588
"2 punti sbagliato","","Miro Bilan","missed",319,1519,825,224
"3 punti segnato","","Amedeo Della Valle","made",380,1580,420,812
"2 punti segnato","Amedeo Della Valle","Jason Burnell","made",424,1624,765,196
"3 punti sbagliato","","Kenny Gabriel","missed",478,1678,1380,560
"3 punti segnato","","Amedeo Della Valle","made",478,1678,600,868
"2 punti sbagliato","","C.J. Massinburg","missed",577,1777,1155,588
"3 punti segnato","Michael Cobbins","David Reginald Cournooh","made",584,1784,300,784
"2 punti sbagliato","","Jason Burnell","missed",18,1818,750,140
"2 punti sbagliato","","John Petrucelli","missed",18,1818,750,140
"2 punti sbagliato","","C.J. Massinburg","missed",47,1847,765,476
"2 punti segnato","","Michael Cobbins","made",73,1873,765,112
"2 punti segnato","","Jason Burnell","made",93,1893,810,168
"2 punti sbagliato","","Jason Burnell","missed",163,1963,1200,224
"2 punti sbagliato","","C.J. Massinburg","missed",187,1987,1335,196
"2 punti sbagliato","","John Petrucelli","missed",201,2001,795,224
"3 punti segnato","Jason Burnell","John Petrucelli","made",231,2031,585,924
"2 punti segnato","Semaj Christon","Miro Bilan","made",307,2107,810,252
"2 punti segnato","","C.J. Massinburg","made",333,2133,795,196
"2 punti segnato","Jason Burnell","John Petrucelli","made",367,2167,840,308
"2 punti segnato","Nicola Akele","Miro Bilan","made",393,2193,810,196
"2 punti segnato","","Miro Bilan","made",417,2217,765,196
"3 punti sbagliato","","Amedeo Della Valle","missed",465,2265,465,840
"2 punti sbagliato","","Matteo Porto","missed",520,2320,675,252
"2 punti segnato","","Miro Bilan","made",520,2320,675,252
"2 punti segnato","","Amedeo Della Valle","made",50,50,1170,252
"3 punti sbagliato","","Semaj Christon","missed",80,80,780,924
"2 punti sbagliato","","Semaj Christon","missed",146,146,855,112
"2 punti segnato","Amedeo Della Valle","Miro Bilan","made",147,147,780,196
"2 punti segnato","Amedeo Della Valle","Miro Bilan","made",170,170,795,196
"2 punti sbagliato","","Amedeo Della Valle","missed",213,213,885,448
"3 punti segnato","Semaj Christon","John Petrucelli","made",255,255,1050,840
"2 punti sbagliato","","Semaj Christon","missed",360,360,690,532
"2 punti sbagliato","","Jason Burnell","missed",444,444,960,224
"2 punti sbagliato","","Miro Bilan","missed",444,444,960,224
"2 punti segnato","","Jason Burnell","made",444,444,960,224
"2 punti sbagliato","","Kenny Gabriel","missed",452,452,990,336
"3 punti sbagliato","","Jason Burnell","missed",512,512,45,168
"2 punti segnato","","Miro Bilan","made",524,524,810,196
"2 punti sbagliato","","Semaj Christon","missed",574,574,795,560
"2 punti segnato","","Nicola Akele","made",598,598,735,196
"3 punti sbagliato","","David Reginald Cournooh","missed",14,614,1290,672
"2 punti segnato","Jason Burnell","Nicola Akele","made",49,649,675,168
"2 punti segnato","","C.J. Massinburg","made",79,679,735,224
"3 punti sbagliato","","C.J. Massinburg","missed",107,707,420,840
"2 punti sbagliato","","Michael Cobbins","missed",143,743,840,532
"3 punti sbagliato","","C.J. Massinburg","missed",208,808,1035,840
"3 punti sbagliato","","Jason Burnell","missed",215,815,1440,168
"2 punti sbagliato","","Jason Burnell","missed",259,859,390,196
"2 punti sbagliato","","Michael Cobbins","missed",268,868,570,280
"2 punti segnato","John Petrucelli","Kenny Gabriel","made",297,897,165,224
"3 punti sbagliato","","Amedeo Della Valle","missed",321,921,780,924
"3 punti sbagliato","","John Petrucelli","missed",351,951,510,868
"3 punti sbagliato","","Kenny Gabriel","missed",380,980,1170,756
"3 punti segnato","Amedeo Della Valle","C.J. Massinburg","made",419,1019,885,924
"2 punti sbagliato","","Amedeo Della Valle","missed",447,1047,735,336
"2 punti sbagliato","","Kenny Gabriel","missed",455,1055,825,336
"2 punti segnato","","Miro Bilan","made",455,1055,825,336
"3 punti sbagliato","","John Petrucelli","missed",484,1084,45,196
"2 punti segnato","","John Petrucelli","made",533,1133,765,168
"2 punti segnato","Miro Bilan","John Petrucelli","made",569,1169,750,196
"3 punti segnato","Amedeo Della Valle","John Petrucelli","made",45,1245,1125,756
"3 punti sbagliato","","Kenny Gabriel","missed",96,1296,465,868
"3 punti sbagliato","","Amedeo Della Valle","missed",139,1339,1275,700
"2 punti segnato","Semaj Christon","Miro Bilan","made",168,1368,765,112
"2 punti segnato","","Amedeo Della Valle","made",194,1394,720,168
"3 punti sbagliato","","Kenny Gabriel","missed",298,1498,1455,364
"2 punti segnato","","John Petrucelli","made",302,1502,795,196
"2 punti segnato","","Semaj Christon","made",324,1524,750,196
"2 punti segnato","Semaj Christon","Michael Cobbins","made",360,1560,780,140
"2 punti sbagliato","","Michael Cobbins","missed",424,1624,870,168
"2 punti segnato","","Semaj Christon","made",454,1654,765,560
"2 punti sbagliato","","Michael Cobbins","missed",454,1654,735,168
"2 punti segnato","Semaj Christon","Michael Cobbins","made",476,1676,780,224
"2 punti sbagliato","","Semaj Christon","missed",517,1717,930,168
"3 punti sbagliato","","Semaj Christon","missed",580,1780,375,784
"3 punti sbagliato","","Semaj Christon","missed",597,1797,750,1232
"2 punti sbagliato","","David Reginald Cournooh","missed",19,1819,810,112
"3 punti sbagliato","","C.J. Massinburg","missed",38,1838,1275,700
"2 punti segnato","Miro Bilan","Jason Burnell","made",111,1911,765,196
"2 punti sbagliato","","David Reginald Cournooh","missed",151,1951,645,224
"2 punti segnato","","C.J. Massinburg","made",179,1979,825,252
"3 punti sbagliato","","C.J. Massinburg","missed",226,2026,1485,392
"3 punti sbagliato","","David Reginald Cournooh","missed",243,2043,915,896
"2 punti segnato","C.J. Massinburg","Miro Bilan","made",293,2093,810,140
"3 punti sbagliato","","Kenny Gabriel","missed",336,2136,1110,812
"2 punti segnato","Jason Burnell","Kenny Gabriel","made",341,2141,705,168
"3 punti sbagliato","","Amedeo Della Valle","missed",392,2192,825,896
"2 punti sbagliato","","Amedeo Della Valle","missed",408,2208,420,616
"2 punti segnato","Miro Bilan","Jason Burnell","made",433,2233,840,224
"2 punti sbagliato","","Miro Bilan","missed",475,2275,765,476
"2 punti segnato","Miro Bilan","Jason Burnell","made",525,2325,780,168
"2 punti segnato","Semaj Christon","Jason Burnell","made",555,2355,885,224
"2 punti segnato","Semaj Christon","Jason Burnell","made",586,2386,795,252
"2 punti segnato","","Semaj Christon","made",599,2399,765,280
"2 punti sbagliato","","Miro Bilan","missed",23,23,780,280
"3 punti segnato","Semaj Christon","Kenny Gabriel","made",58,58,210,700
"2 punti segnato","","Amedeo Della Valle","made",93,93,705,168
"2 punti sbagliato","","Kenny Gabriel","missed",130,130,1200,532
"2 punti segnato","Semaj Christon","Miro Bilan","made",177,177,690,224
"3 punti segnato","Nicola Akele","Kenny Gabriel","made",229,229,45,140
"3 punti sbagliato","","Kenny Gabriel","missed",269,269,1245,700
"3 punti sbagliato","","Miro Bilan","missed",344,344,810,896
"2 punti sbagliato","","Semaj Christon","missed",378,378,630,308
"2 punti sbagliato","","Miro Bilan","missed",418,418,705,308
"3 punti segnato","Jason Burnell","Kenny Gabriel","made",446,446,30,308
"3 punti sbagliato","","Amedeo Della Valle","missed",484,484,465,840
"2 punti sbagliato","","Michael Cobbins","missed",515,515,675,196
"2 punti segnato","","Michael Cobbins","made",553,553,750,196
"2 punti sbagliato","","David Reginald Cournooh","missed",41,641,630,420
"2 punti segnato","","David Reginald Cournooh","made",71,671,615,224
"2 punti sbagliato","","C.J. Massinburg","missed",71,671,675,392
"3 punti segnato","","David Reginald Cournooh","made",71,671,1380,532
"2 punti segnato","","Jason Burnell","made",177,777,585,336
"2 punti sbagliato","","Jason Burnell","missed",200,800,300,280
"3 punti sbagliato","","David Reginald Cournooh","missed",226,826,1290,672
"2 punti segnato","Jason Burnell","David Reginald Cournooh","made",265,865,720,476
"3 punti sbagliato","","Jason Burnell","missed",309,909,1440,168
"3 punti segnato","","Amedeo Della Valle","made",371,971,240,728
"2 punti segnato","","Amedeo Della Valle","made",416,1016,555,196
"2 punti sbagliato","","Miro Bilan","missed",436,1036,780,336
"2 punti sbagliato","","Amedeo Della Valle","missed",439,1039,255,504
"2 punti sbagliato","","Semaj Christon","missed",491,1091,675,280
"3 punti sbagliato","","Nicola Akele","missed",539,1139,1440,252
"2 punti segnato","Amedeo Della Valle","Miro Bilan","made",570,1170,750,140
"2 punti segnato","","Semaj Christon","made",598,1198,735,308
"2 punti sbagliato","","Miro Bilan","missed",55,1255,840,252
"2 punti segnato","","Miro Bilan","made",55,1255,840,252
"3 punti sbagliato","","Amedeo Della Valle","missed",88,1288,195,672
"2 punti segnato","","Semaj Christon","made",143,1343,690,504
"2 punti segnato","Semaj Christon","Amedeo Della Valle","made",167,1367,750,196
"3 punti sbagliato","","Amedeo Della Valle","missed",188,1388,1395,504
"2 punti sbagliato","","Semaj Christon","missed",199,1399,675,196
"2 punti segnato","Miro Bilan","Jason Burnell","made",314,1514,750,364
"2 punti sbagliato","","Semaj Christon","missed",368,1568,945,392
"3 punti segnato","Miro Bilan","C.J. Massinburg","made",397,1597,1020,840
"2 punti sbagliato","","Semaj Christon","missed",439,1639,855,588
"3 punti segnato","Miro Bilan","Amedeo Della Valle","made",447,1647,45,84
"3 punti segnato","","Amedeo Della Valle","made",484,1684,675,896
"2 punti segnato","Amedeo Della Valle","Michael Cobbins","made",516,1716,735,168
"3 punti segnato","Jason Burnell","Amedeo Della Valle","made",555,1755,330,728
"3 punti sbagliato","","C.J. Massinburg","missed",597,1797,780,1316
"2 punti sbagliato","","Nicola Akele","missed",45,1845,795,364
"2 punti segnato","","David Reginald Cournooh","made",50,1850,750,196
"2 punti sbagliato","","David Reginald Cournooh","missed",111,1911,780,280
"2 punti sbagliato","","Jason Burnell","missed",115,1915,1125,140
"2 punti sbagliato","","David Reginald Cournooh","missed",115,1915,1125,140
"3 punti segnato","Michael Cobbins","C.J. Massinburg","made",153,1953,720,924
"2 punti segnato","","Nicola Akele","made",191,1991,645,252
"2 punti sbagliato","","Nicola Akele","missed",256,2056,795,336
"2 punti sbagliato","","Amedeo Della Valle","missed",278,2078,450,420
"2 punti sbagliato","","Michael Cobbins","missed",319,2119,765,112
"3 punti segnato","","Amedeo Della Valle","made",346,2146,495,868
"2 punti sbagliato","","Semaj Christon","missed",378,2178,630,476
"3 punti sbagliato","","Jason Burnell","missed",398,2198,105,532
"2 punti sbagliato","","Amedeo Della Valle","missed",405,2205,1260,420
"3 punti sbagliato","","Amedeo Della Valle","missed",415,2215,1305,644
"3 punti sbagliato","","Jason Burnell","missed",449,2249,1470,224
"2 punti segnato","Amedeo Della Valle","Miro Bilan","made",486,2286,765,252
"2 punti segnato","","Miro Bilan","made",520,2320,945,280
"2 punti segnato","David Reginald Cournooh","Michael Cobbins","made",572,2372,765,112
"2 punti sbagliato","","Miro Bilan","missed",30,30,570,392
"2 punti segnato","Miro Bilan","Semaj Christon","made",58,58,690,196
"2 punti sbagliato","","Miro Bilan","missed",88,88,615,364
"2 punti sbagliato","","Amedeo Della Valle","missed",111,111,750,448
"2 punti segnato","","John Petrucelli","made",141,141,750,252
"2 punti segnato","","Amedeo Della Valle","made",163,163,630,280
"2 punti segnato","Semaj Christon","Miro Bilan","made",204,204,735,196
"2 punti segnato","John Petrucelli","Amedeo Della Valle","made",217,217,795,140
"2 punti segnato","Miro Bilan","Semaj Christon","made",249,249,600,252
"2 punti sbagliato","","John Petrucelli","missed",334,334,675,308
"2 punti segnato","","Semaj Christon","made",375,375,825,252
"2 punti segnato","","Amedeo Della Valle","made",450,450,600,168
"2 punti sbagliato","","David Reginald Cournooh","missed",500,500,885,728
"2 punti sbagliato","","Miro Bilan","missed",548,548,720,280
"2 punti sbagliato","","David Reginald Cournooh","missed",563,563,600,224
"3 punti sbagliato","","C.J. Massinburg","missed",598,598,405,924
"3 punti sbagliato","","Nicola Akele","missed",19,619,570,952
"2 punti segnato","","Miro Bilan","made",80,680,690,336
"3 punti segnato","David Reginald Cournooh","Jason Burnell","made",122,722,1110,868
"2 punti sbagliato","","Miro Bilan","missed",150,750,810,280
"2 punti sbagliato","","John Petrucelli","missed",186,786,660,392
"2 punti sbagliato","","John Petrucelli","missed",231,831,540,112
"2 punti segnato","","Semaj Christon","made",391,991,765,196
"2 punti sbagliato","","Amedeo Della Valle","missed",431,1031,585,336
"2 punti segnato","","Kenny Gabriel","made",456,1056,1020,336
"3 punti sbagliato","","John Petrucelli","missed",507,1107,1185,812
"2 punti segnato","","Semaj Christon","made",521,1121,960,728
"2 punti segnato","C.J. Massinburg","Nicola Akele","made",594,1194,810,252
"2 punti sbagliato","","Semaj Christon","missed",38,1238,750,280
"2 punti segnato","Amedeo Della Valle","Miro Bilan","made",100,1300,780,168
"3 punti sbagliato","","Amedeo Della Valle","missed",166,1366,315,728
"2 punti sbagliato","","Kenny Gabriel","missed",197,1397,885,336
"2 punti segnato","Semaj Christon","Miro Bilan","made",238,1438,855,168
"2 punti sbagliato","","John Petrucelli","missed",331,1531,1125,196
"2 punti sbagliato","","Michael Cobbins","missed",390,1590,675,224
"3 punti segnato","John Petrucelli","Semaj Christon","made",416,1616,1185,784
"3 punti segnato","Semaj Christon","John Petrucelli","made",452,1652,330,840
"2 punti sbagliato","","Semaj Christon","missed",483,1683,930,280
"2 punti segnato","","Michael Cobbins","made",483,1683,930,280
"2 punti segnato","Michael Cobbins","Semaj Christon","made",518,1718,885,196
"2 punti sbagliato","","Semaj Christon","missed",600,1800,870,280
"2 punti segnato","Semaj Christon","Miro Bilan","made",16,1816,735,140
"3 punti segnato","C.J. Massinburg","Kenny Gabriel","made",92,1892,1215,756
"2 punti sbagliato","","C.J. Massinburg","missed",124,1924,390,224
"2 punti sbagliato","","Amedeo Della Valle","missed",167,1967,915,252
"3 punti sbagliato","","David Reginald Cournooh","missed",213,2013,945,924
"3 punti sbagliato","","Kenny Gabriel","missed",239,2039,285,896
"3 punti sbagliato","","John Petrucelli","missed",280,2080,930,868
"3 punti sbagliato","","Kenny Gabriel","missed",303,2103,345,896
"2 punti segnato","Kenny Gabriel","Amedeo Della Valle","made",328,2128,750,140
"2 punti sbagliato","","Amedeo Della Valle","missed",356,2156,795,700
"2 punti sbagliato","","John Petrucelli","missed",412,2212,630,196
"2 punti segnato","","John Petrucelli","made",421,2221,735,224
"3 punti segnato","Michael Cobbins","Kenny Gabriel","made",441,2241,60,224
"3 punti sbagliato","","Kenny Gabriel","missed",469,2269,1110,868
"2 punti segnato","","Amedeo Della Valle","made",472,2272,855,168
"3 punti sbagliato","","Semaj Christon","missed",513,2313,570,840
"2 punti segnato","","Semaj Christon","made",561,2361,645,168
"3 punti sbagliato","","John Petrucelli","missed",571,2371,405,784
"2 punti segnato","Semaj Christon","Miro Bilan","made",29,29,825,280
"2 punti segnato","Amedeo Della Valle","Nicola Akele","made",55,55,645,168
"3 punti sbagliato","","Semaj Christon","missed",101,101,780,952
"3 punti segnato","","Amedeo Della Valle","made",129,129,450,868
"3 punti sbagliato","","John Petrucelli","missed",160,160,585,924
"2 punti sbagliato","","Miro Bilan","missed",160,160,585,924
"2 punti segnato","","Semaj Christon","made",260,260,555,280
"3 punti sbagliato","","Amedeo Della Valle","missed",312,312,330,784
"2 punti segnato","","Semaj Christon","made",349,349,660,280
"2 punti segnato","","Semaj Christon","made",408,408,675,616
"3 punti segnato","Miro Bilan","Kenny Gabriel","made",437,437,180,644
"3 punti sbagliato","","Kenny Gabriel","missed",480,480,1080,840
"3 punti sbagliato","","Semaj Christon","missed",533,533,915,868
"3 punti sbagliato","","David Reginald Cournooh","missed",540,540,1200,756
"2 punti sbagliato","","Semaj Christon","missed",578,578,795,728
"3 punti sbagliato","","Kenny Gabriel","missed",17,617,1125,868
"2 punti segnato","Semaj Christon","C.J. Massinburg","made",21,621,1140,280
"2 punti segnato","","C.J. Massinburg","made",62,662,735,336
"2 punti segnato","","David Reginald Cournooh","made",129,729,855,308
"3 punti sbagliato","","C.J. Massinburg","missed",166,766,1230,728
"3 punti segnato","Semaj Christon","Amedeo Della Valle","made",198,798,270,700
"2 punti segnato","","Semaj Christon","made",260,860,975,196
"3 punti sbagliato","","Amedeo Della Valle","missed",292,892,780,924
"2 punti segnato","Amedeo Della Valle","Kenny Gabriel","made",328,928,570,168
"2 punti segnato","","Michael Cobbins","made",344,944,735,224
"2 punti segnato","","Michael Cobbins","made",374,974,615,280
"2 punti sbagliato","","Michael Cobbins","missed",407,1007,735,308
"3 punti sbagliato","","Amedeo Della Valle","missed",439,1039,1005,840
"2 punti sbagliato","","Semaj Christon","missed",462,1062,915,196
"2 punti sbagliato","","Amedeo Della Valle","missed",502,1102,660,532
"2 punti segnato","","Miro Bilan","made",528,1128,855,112
"3 punti sbagliato","","Amedeo Della Valle","missed",560,1160,900,896
"2 punti sbagliato","","Miro Bilan","missed",22,1222,720,364
"2 punti sbagliato","","Miro Bilan","missed",22,1222,720,364
"2 punti sbagliato","","John Petrucelli","missed",22,1222,720,364
"3 punti sbagliato","","John Petrucelli","missed",90,1290,1215,756
"2 punti sbagliato","","Semaj Christon","missed",119,1319,1065,364
"2 punti segnato","","Amedeo Della Valle","made",151,1351,555,336
"3 punti segnato","Amedeo Della Valle","John Petrucelli","made",172,1372,150,616
"2 punti segnato","Semaj Christon","Nicola Akele","made",198,1398,570,420
"3 punti sbagliato","","Amedeo Della Valle","missed",255,1455,840,868
"3 punti sbagliato","","John Petrucelli","missed",276,1476,600,868
"2 punti sbagliato","","Nicola Akele","missed",312,1512,915,336
"3 punti segnato","Miro Bilan","John Petrucelli","made",347,1547,1095,784
"2 punti segnato","","Amedeo Della Valle","made",386,1586,480,364
"3 punti segnato","","Amedeo Della Valle","made",422,1622,420,868
"3 punti segnato","Kenny Gabriel","C.J. Massinburg","made",460,1660,255,728
"2 punti segnato","","C.J. Massinburg","made",501,1701,645,308
"2 punti segnato","","C.J. Massinburg","made",562,1762,945,476
"3 punti sbagliato","","Jason Burnell","missed",599,1799,870,1260
"3 punti sbagliato","","Kenny Gabriel","missed",15,1815,1335,560
"2 punti segnato","David Reginald Cournooh","Jason Burnell","made",20,1820,1020,280
"3 punti segnato","C.J. Massinburg","Kenny Gabriel","made",116,1916,780,924
"2 punti segnato","","David Reginald Cournooh","made",149,1949,1125,588
"3 punti segnato","David Reginald Cournooh","Jason Burnell","made",181,1981,1200,784
"2 punti sbagliato","","C.J. Massinburg","missed",211,2011,615,504
"2 punti sbagliato","","David Reginald Cournooh","missed",248,2048,915,672
"2 punti sbagliato","","C.J. Massinburg","missed",289,2089,900,392
"2 punti segnato","","Michael Cobbins","made",289,2089,900,392
"2 punti segnato","Michael Cobbins","Kenny Gabriel","made",319,2119,735,280
"3 punti sbagliato","","Jason Burnell","missed",351,2151,615,896
"3 punti sbagliato","","Kenny Gabriel","missed",353,2153,420,812
"3 punti segnato","","C.J. Massinburg","made",366,2166,900,924
"2 punti sbagliato","","Michael Cobbins","missed",414,2214,825,476
"3 punti segnato","David Reginald Cournooh","Amedeo Della Valle","made",458,2258,1065,896
"2 punti sbagliato","","Nicolas Tanfoglio","missed",494,2294,480,476
"3 punti sbagliato","","Amedeo Della Valle","missed",498,2298,225,672
"2 punti sbagliato","","David Reginald Cournooh","missed",525,2325,585,700
"2 punti segnato","Amedeo Della Valle","Michael Cobbins","made",562,2362,870,280
"2 punti segnato","","Semaj Christon","made",52,52,660,224
"3 punti sbagliato","","John Petrucelli","missed",91,91,1440,252
"2 punti segnato","","Miro Bilan","made",115,115,750,140
"3 punti segnato","Semaj Christon","Amedeo Della Valle","made",179,179,45,420
"2 punti sbagliato","","Miro Bilan","missed",224,224,915,224
"2 punti segnato","Miro Bilan","Jason Burnell","made",252,252,825,224
"2 punti segnato","Jason Burnell","Miro Bilan","made",335,335,780,196
"3 punti segnato","Semaj Christon","Amedeo Della Valle","made",364,364,420,924
"2 punti sbagliato","","Jason Burnell","missed",429,429,930,420
"2 punti segnato","","Semaj Christon","made",458,458,855,196
"3 punti sbagliato","","C.J. Massinburg","missed",496,496,1185,840
"3 punti sbagliato","","Kenny Gabriel","missed",504,504,240,728
"2 punti sbagliato","","Miro Bilan","missed",512,512,810,308
"2 punti sbagliato","","Miro Bilan","missed",512,512,750,252
"3 punti sbagliato","","Kenny Gabriel","missed",565,565,45,280
"2 punti segnato","","Kenny Gabriel","made",586,586,795,140
"2 punti segnato","Jason Burnell","Michael Cobbins","made",33,633,630,224
"3 punti sbagliato","","Kenny Gabriel","missed",66,666,180,756
"2 punti sbagliato","","Kenny Gabriel","missed",80,680,795,252
"2 punti segnato","","C.J. Massinburg","made",80,680,795,252
"3 punti sbagliato","","Jason Burnell","missed",114,714,60,336
"3 punti segnato","Semaj Christon","Kenny Gabriel","made",214,814,1440,252
"3 punti segnato","Semaj Christon","David Reginald Cournooh","made",259,859,1440,364
"3 punti sbagliato","","C.J. Massinburg","missed",300,900,285,756
"3 punti segnato","Semaj Christon","David Reginald Cournooh","made",300,900,555,896
"3 punti sbagliato","","C.J. Massinburg","missed",358,958,105,448
"3 punti sbagliato","","Amedeo Della Valle","missed",367,967,1185,868
"2 punti sbagliato","","David Reginald Cournooh","missed",405,1005,1080,588
"3 punti sbagliato","","John Petrucelli","missed",448,1048,1230,672
"2 punti sbagliato","","Semaj Christon","missed",494,1094,585,616
"2 punti sbagliato","","John Petrucelli","missed",523,1123,450,420
"2 punti segnato","","Semaj Christon","made",551,1151,825,308
"2 punti segnato","","Miro Bilan","made",51,1251,810,140
"3 punti segnato","Nicola Akele","John Petrucelli","made",81,1281,1470,168
"2 punti segnato","","John Petrucelli","made",106,1306,780,140
"3 punti sbagliato","","Amedeo Della Valle","missed",218,1418,1095,868
"2 punti segnato","Semaj Christon","Nicola Akele","made",250,1450,765,112
"2 punti segnato","","John Petrucelli","made",291,1491,795,140
"2 punti sbagliato","","Jason Burnell","missed",445,1645,945,280
"2 punti sbagliato","","Jason Burnell","missed",445,1645,945,280
"2 punti segnato","","Semaj Christon","made",473,1673,795,196
"2 punti segnato","Jason Burnell","Miro Bilan","made",510,1710,855,196
"3 punti segnato","Jason Burnell","Kenny Gabriel","made",542,1742,360,812
"3 punti segnato","David Reginald Cournooh","C.J. Massinburg","made",17,1817,1215,784
"3 punti sbagliato","","Jason Burnell","missed",63,1863,60,112
"2 punti segnato","","C.J. Massinburg","made",107,1907,525,532
"3 punti sbagliato","","Kenny Gabriel","missed",142,1942,240,616
"2 punti sbagliato","","Jason Burnell","missed",171,1971,930,420
"3 punti segnato","David Reginald Cournooh","C.J. Massinburg","made",213,2013,435,868
"3 punti sbagliato","","David Reginald Cournooh","missed",238,2038,1365,644
"3 punti sbagliato","","Kenny Gabriel","missed",276,2076,735,1008
"3 punti sbagliato","","David Reginald Cournooh","missed",350,2150,570,952
"3 punti sbagliato","","C.J. Massinburg","missed",386,2186,315,756
"3 punti sbagliato","","John Petrucelli","missed",431,2231,450,840
"3 punti sbagliato","","Semaj Christon","missed",480,2280,720,924
"2 punti sbagliato","","Semaj Christon","missed",563,2363,645,336
"3 punti segnato","C.J. Massinburg","John Petrucelli","made",600,2400,105,448
"3 punti sbagliato","","John Petrucelli","missed",13,13,1080,868
"2 punti sbagliato","","Semaj Christon","missed",45,45,810,448
"2 punti sbagliato","","Miro Bilan","missed",55,55,660,168
"2 punti segnato","Semaj Christon","Miro Bilan","made",88,88,750,140
"2 punti segnato","Semaj Christon","Nicola Akele","made",111,111,825,168
"2 punti sbagliato","","Semaj Christon","missed",189,189,825,224
"2 punti sbagliato","","Nicola Akele","missed",191,191,840,308
"2 punti segnato","","Amedeo Della Valle","made",244,244,285,364
"2 punti segnato","","John Petrucelli","made",281,281,600,168
"2 punti sbagliato","","Amedeo Della Valle","missed",309,309,465,448
"3 punti sbagliato","","Amedeo Della Valle","missed",326,326,30,140
"2 punti segnato","","John Petrucelli","made",352,352,375,196
"2 punti sbagliato","","John Petrucelli","missed",420,420,645,476
"3 punti sbagliato","","Kenny Gabriel","missed",428,428,105,672
"2 punti sbagliato","","Semaj Christon","missed",476,476,705,224
"2 punti segnato","Miro Bilan","C.J. Massinburg","made",497,497,315,168
"2 punti segnato","","Jason Burnell","made",569,569,720,448
"2 punti segnato","","C.J. Massinburg","made",600,600,735,224
"2 punti segnato","","John Petrucelli","made",26,626,825,168
"3 punti sbagliato","","John Petrucelli","missed",53,653,135,616
"2 punti sbagliato","","David Reginald Cournooh","missed",93,693,525,476
"3 punti segnato","David Reginald Cournooh","C.J. Massinburg","made",124,724,210,756
"2 punti sbagliato","","Semaj Christon","missed",191,791,870,168
"2 punti sbagliato","","Jason Burnell","missed",223,823,480,392
"2 punti segnato","Miro Bilan","C.J. Massinburg","made",228,828,900,224
"2 punti sbagliato","","Jason Burnell","missed",241,841,900,168
"2 punti segnato","","C.J. Massinburg","made",241,841,900,168
"2 punti segnato","Jason Burnell","Miro Bilan","made",304,904,795,224
"3 punti sbagliato","","Semaj Christon","missed",340,940,330,840
